"...1","word","Orthography","bucket_q","uni_prob","bi_prob_smoothed","group","filename","display","randomise_trials"
169,"m1 u1 t u","mutu","uni2-bi1",-16.81692048,-19.98756196,2,"m1_u1_t_u.mp3","Task",1
177,"i1 o1 g u","yogu","uni2-bi1",-16.38130359,-19.94418271,2,"i1_o1_g_u.mp3","Task",1
185,"b1 e1 m u","bemu","uni2-bi2",-15.97723448,-18.31230074,2,"b1_e1_m_u.mp3","Task",1
193,"l o t͡ʃ1 e1","loché","uni2-bi2",-16.362405,-17.51718803,2,"l_o_t͡ʃ1_e1.mp3","Task",1
201,"r o l1 u1","rolú","uni2-bi2",-16.39851471,-17.11125314,2,"r_o_l1_u1.mp3","Task",1
209,"g1 u1 d i","gudi","uni2-bi2",-16.40254872,-16.66477138,2,"g1_u1_d_i.mp3","Task",1
217,"r a f1 e1","rafé","uni2-bi3",-16.39835019,-15.95279698,2,"r_a_f1_e1.mp3","Task",1
225,"k1 u1 b i","cubi","uni2-bi3",-16.20731226,-15.0769135,2,"k1_u1_b_i.mp3","Task",1
233,"t͡ʃ a b1 a1","chabá","uni2-bi3",-16.40712118,-15.63644261,2,"t͡ʃ_a_b1_a1.mp3","Task",1
241,"m1 u1 g e","mugue","uni2-bi3",-16.58388115,-16.24126765,2,"m1_u1_g_e.mp3","Task",1
249,"d i b1 u1","dibú","uni2-bi3",-15.72092506,-15.92608731,2,"d_i_b1_u1.mp3","Task",1
257,"k u d1 o1","cudó","uni2-bi4",-16.13135399,-11.67387265,2,"k_u_d1_o1.mp3","Task",1
265,"b1 o1 x e","boge","uni2-bi4",-16.28599306,-12.90596028,2,"b1_o1_x_e.mp3","Task",1
273,"t1 a1 ɲ a","taña","uni2-bi4",-16.4533041,-12.30524957,2,"t1_a1_ɲ_a.mp3","Task",1
281,"t͡ʃ1 a1 d o","chado","uni2-bi4",-15.73867567,-10.71105392,2,"t͡ʃ1_a1_d_o.mp3","Task",1
289,"u1 o1 ɾ i","huori","uni3-bi1",-14.92593513,-21.20552809,2,"u1_o1_ɾ_i.mp3","Task",1
297,"n1 o1 l u","nolu","uni3-bi1",-15.55241026,-22.52380612,2,"n1_o1_l_u.mp3","Task",1
305,"u1 i1 u o","huihuo","uni3-bi1",-14.65456971,-23.6109885,2,"u1_i1_u_o.mp3","Task",1
313,"d u i1 u1","duyú","uni3-bi1",-15.51960816,-21.16388768,2,"d_u_i1_u1.mp3","Task",1
321,"n1 e1 n u","nenu","uni3-bi1",-14.56546026,-22.5340357,2,"n1_e1_n_u.mp3","Task",1
329,"u a g1 e1","guagué","uni3-bi2",-15.3731774,-18.70619913,2,"u_a_g1_e1.mp3","Task",1
337,"s1 u1 n i","suni","uni3-bi2",-14.59787376,-18.31321021,2,"s1_u1_n_i.mp3","Task",1
345,"t a g1 u1","tagú","uni3-bi2",-15.53451824,-16.68004563,2,"t_a_g1_u1.mp3","Task",1
353,"t i s1 u1","tisú","uni3-bi2",-14.74267452,-16.67680993,2,"t_i_s1_u1.mp3","Task",1
361,"d1 o1 ɾ i","dori","uni3-bi3",-14.77140956,-15.65428799,2,"d1_o1_ɾ_i.mp3","Task",1
369,"b a s1 u1","vasú","uni3-bi3",-14.63949674,-15.65165893,2,"b_a_s1_u1.mp3","Task",1
377,"t i f1 i1","tifí","uni3-bi3",-15.53431006,-16.24520803,2,"t_i_f1_i1.mp3","Task",1
385,"g o t1 e1","goté","uni3-bi3",-14.9681997,-15.63476416,2,"g_o_t1_e1.mp3","Task",1
393,"d1 e1 g e","degue","uni3-bi3",-15.1560236,-14.74883208,2,"d1_e1_g_e.mp3","Task",1
401,"r1 e1 ɾ a","rera","uni3-bi4",-15.11721728,-11.37328841,2,"r1_e1_ɾ_a.mp3","Task",1
409,"f1 a1 m o","famo","uni3-bi4",-15.12702682,-12.57931907,2,"f1_a1_m_o.mp3","Task",1
417,"k u s1 o1","cusó","uni3-bi4",-15.51430615,-12.60622277,2,"k_u_s1_o1.mp3","Task",1
425,"k1 u1 d e","cude","uni3-bi4",-15.02513649,-11.37572625,2,"k1_u1_d_e.mp3","Task",1
433,"i e u1 i1","llehuí","uni4-bi1",-13.37153522,-21.59267534,2,"i_e_u1_i1.mp3","Task",1
441,"u a n1 i1","guaní","uni4-bi1",-13.62756879,-19.58192935,2,"u_a_n1_i1.mp3","Task",1
449,"i1 a1 m u","llamu","uni4-bi1",-14.25197372,-20.65248154,2,"i1_a1_m_u.mp3","Task",1
457,"n e u1 a1","nehuá","uni4-bi1",-13.16033692,-20.79075445,2,"n_e_u1_a1.mp3","Task",1
465,"s a u1 i1","sahuí","uni4-bi1",-12.86548195,-20.80872454,2,"s_a_u1_i1.mp3","Task",1
473,"n1 o1 i e","noye","uni4-bi2",-13.21025923,-18.41304799,2,"n1_o1_i_e.mp3","Task",1
481,"i1 a1 m i","llami","uni4-bi2",-13.15768109,-17.89841099,2,"i1_a1_m_i.mp3","Task",1
489,"s a n1 i1","saní","uni4-bi2",-12.03215448,-17.07252583,2,"s_a_n1_i1.mp3","Task",1
497,"u i s1 a1","huisá","uni4-bi2",-14.15168245,-17.09276646,2,"u_i_s1_a1.mp3","Task",1
505,"t o ɾ1 a1","torá","uni4-bi3",-12.19854134,-14.76661623,2,"t_o_ɾ1_a1.mp3","Task",1
513,"p e i1 a1","peyá","uni4-bi3",-12.66930415,-15.60636658,2,"p_e_i1_a1.mp3","Task",1
521,"s o ɾ1 i1","sorí","uni4-bi3",-11.76381719,-16.32992612,2,"s_o_ɾ1_i1.mp3","Task",1
529,"s o s1 i1","sosí","uni4-bi3",-12.287582,-15.32237035,2,"s_o_s1_i1.mp3","Task",1
537,"d1 u1 s o","duso","uni4-bi3",-14.14215417,-14.74049407,2,"d1_u1_s_o.mp3","Task",1
545,"t1 a1 d o","tado","uni4-bi4",-13.11138018,-9.056377541,2,"t1_a1_d_o.mp3","Task",1
553,"d o t1 a1","dotá","uni4-bi4",-13.11138018,-13.02725898,2,"d_o_t1_a1.mp3","Task",1
561,"p1 a1 m o","pamo","uni4-bi4",-14.2193888,-11.09276477,2,"p1_a1_m_o.mp3","Task",1
569,"s1 i1 s e","sise","uni4-bi4",-12.09884014,-11.96316436,2,"s1_i1_s_e.mp3","Task",1
