word,bucket_q,uni_prob,bi_prob_smoothed
b o p1 i1,uni3-bi3,-14.71716771785658,-16.187074178563766
k e g1 e1,uni3-bi3,-14.717309640327462,-15.535526990217532
n1 i1 x a,uni3-bi3,-14.71759733953538,-15.826560818362026
m u s1 a1,uni3-bi3,-14.717924654131837,-14.84884034757267
x i ɾ1 a1,uni3-bi3,-14.717946192171055,-15.068922524066062
n1 i1 x e,uni3-bi3,-14.722528930616864,-15.610328833173511
l a x1 a1,uni3-bi3,-14.725863114159356,-15.442722855454855
d1 a1 g e,uni3-bi3,-14.726372374691714,-14.988920856244269
g o s1 e1,uni3-bi3,-14.72771762466519,-15.381674651496068
k i m1 i1,uni3-bi3,-14.727915380712613,-15.49809402367714
m i k1 i1,uni3-bi3,-14.729087942895037,-15.719604652090364
g i ɾ1 e1,uni3-bi3,-14.729717905762412,-16.1749661831939
d u t1 a1,uni3-bi3,-14.731437890708936,-14.844300983689465
k o g1 i1,uni3-bi3,-14.733479220991278,-15.00281919442114
m1 e1 p o,uni3-bi3,-14.733601511465974,-14.81412816253402
g1 a1 ɾ i,uni3-bi3,-14.736513570310326,-15.349726290153402
d1 i1 b i,uni3-bi3,-14.738458781232447,-15.380626379381216
f a n1 e1,uni3-bi3,-14.738558087709858,-16.069804413943434
f e n1 e1,uni3-bi3,-14.74348967879134,-15.22585455998407
p1 a1 m i,uni3-bi3,-14.74515388748808,-15.588077501091842
m i p1 a1,uni3-bi3,-14.74515388748808,-16.049666944880023
t u ɾ1 o1,uni3-bi3,-14.747729473164863,-15.343588645885204
r o d1 a1,uni3-bi3,-14.750260373085023,-15.031261884225868
m a x1 a1,uni3-bi3,-14.75875385661256,-14.67749952312776
g1 a1 t i,uni3-bi3,-14.759353495565003,-16.32602709856506
i1 o1 g o,uni3-bi3,-14.761245875459371,-14.689048023654138
g o i1 o1,uni3-bi3,-14.761245875459371,-15.603909504299123
x a t1 a1,uni3-bi3,-14.762754536321964,-14.782901609173251
x e t1 a1,uni3-bi3,-14.767686127403444,-14.733995598260664
i u d1 a1,uni3-bi3,-14.768730290352824,-16.08599296689697
k i k1 e1,uni3-bi3,-14.76891130440695,-14.93073683525781
d1 o1 ɾ i,uni3-bi3,-14.771409563545078,-15.6542879946753
n1 u1 b o,uni3-bi3,-14.771416133798969,-15.713585776229452
s u p1 a1,uni3-bi3,-14.772082631408605,-15.052569221359647
p1 i1 d i,uni3-bi3,-14.77526398895354,-14.988266503014888
d i p1 i1,uni3-bi3,-14.775263988953544,-16.13734597150355
p1 e1 ɾ i,uni3-bi3,-14.776404397814323,-14.911386525068984
i a r1 i1,uni3-bi3,-14.776803510385516,-15.919480734209472
i a g1 o1,uni3-bi3,-14.778363958006103,-14.921934637479756
x a s1 i1,uni3-bi3,-14.779351401210327,-14.60780299664986
t1 e1 g e,uni3-bi3,-14.779457840994802,-14.763887335858158
g e t1 e1,uni3-bi3,-14.779457840994802,-16.179447225387552
k u n1 i1,uni3-bi3,-14.780500615850595,-15.323249489076767
i e g1 o1,uni3-bi3,-14.783295549087589,-15.435752764109733
l e m1 o1,uni3-bi3,-14.785318079921614,-14.673385372381745
d a x1 i1,uni3-bi3,-14.788863958078023,-14.744795945443704
d a d1 u1,uni3-bi3,-14.788875763129404,-16.063509007682008
l i l1 e1,uni3-bi3,-14.791091400560065,-15.060616644554672
d e d1 u1,uni3-bi3,-14.793807354210887,-16.23978328913868
s a f1 o1,uni3-bi3,-14.795119898146732,-15.622687718877176
f1 e1 i a,uni3-bi3,-14.7967623913602,-15.54515814095655
i a f1 e1,uni3-bi3,-14.7967623913602,-16.09872971847432
t i p1 e1,uni3-bi3,-14.799244323069004,-15.799734568710326
p1 e1 t i,uni3-bi3,-14.799244323069004,-15.84692252174338
s e f1 o1,uni3-bi3,-14.800051489228215,-14.908799613665291
s1 e1 f a,uni3-bi3,-14.8003121493848,-15.955075666245234
k a f1 a1,uni3-bi3,-14.800604447341463,-15.393110326030616
t1 e1 r o,uni3-bi3,-14.803345839388111,-14.578366976734184
f o t1 a1,uni3-bi3,-14.804816456241737,-15.362430772807071
s1 e1 f e,uni3-bi3,-14.805243740466285,-15.902468193862246
f1 a1 k e,uni3-bi3,-14.805536038422948,-16.200672936554476
t u i1 o1,uni3-bi3,-14.80554334050694,-15.407042961681604
m1 e1 d i,uni3-bi3,-14.806267740267426,-16.40497708500189
r a n1 o1,uni3-bi3,-14.806915435597622,-15.497270743229931
d o g1 e1,uni3-bi3,-14.811831580546093,-14.89840451506486
n1 o1 r e,uni3-bi3,-14.811847026679104,-15.530393179620576
g1 e1 l a,uni3-bi3,-14.812236226763916,-14.846325679816468
l a g1 e1,uni3-bi3,-14.812236226763916,-16.289871980224262
x1 o1 s o,uni3-bi3,-14.814193840675042,-14.784874509498534
s o x1 o1,uni3-bi3,-14.814193840675044,-15.665070583988497
t a f1 i1,uni3-bi3,-14.814871521410474,-16.144340358142504
x1 e1 i o,uni3-bi3,-14.815836333888512,-15.25320723116299
g1 e1 l e,uni3-bi3,-14.817167817845398,-14.928616254692791
l e g1 e1,uni3-bi3,-14.817167817845398,-15.60744513019868
m1 u1 i e,uni3-bi3,-14.81743948899933,-15.04850809606354
d1 i1 r e,uni3-bi3,-14.818597454302996,-16.109525222943272
t e f1 i1,uni3-bi3,-14.819803112491956,-15.450722725570202
f o s1 i1,uni3-bi3,-14.821413321130098,-15.465456694718291
i u t1 e1,uni3-bi3,-14.821815756655912,-16.229687131992982
f i ɾ1 i1,uni3-bi3,-14.82341360222732,-14.952711451544118
k e p1 o1,uni3-bi3,-14.82702843257285,-14.84097991228483
l i m1 i1,uni3-bi3,-14.827773558230549,-15.850304985435812
l1 o1 p a,uni3-bi3,-14.83015280867337,-14.769280608363324
i1 o1 f a,uni3-bi3,-14.83384040017898,-16.12703629560925
t o x1 i1,uni3-bi3,-14.833945463938786,-15.69448297547886
l1 o1 p e,uni3-bi3,-14.835084399754852,-14.826496564884478
f e i1 o1,uni3-bi3,-14.838771991260463,-15.088356593157895
i1 o1 f e,uni3-bi3,-14.838771991260463,-16.074428823226263
t u t1 i1,uni3-bi3,-14.839924886706186,-16.208156623969927
u a m1 e1,uni3-bi3,-14.841848468427331,-15.9058809221571
s i f1 i1,uni3-bi3,-14.842506967537147,-15.776399563290395
f1 i1 s i,uni3-bi3,-14.842506967537147,-16.247686339235884
l1 u1 n o,uni3-bi3,-14.842807559998462,-14.742939622185384
m1 a1 b i,uni3-bi3,-14.844285331556971,-14.816356770160263
m a g1 e1,uni3-bi3,-14.84512696921712,-15.524648647897168
s e g1 u1,uni3-bi3,-14.847646733709643,-15.957086770116486
b o g1 a1,uni3-bi3,-14.84984917183564,-14.96820025400514
b1 e1 l i,uni3-bi3,-14.850051106670591,-16.19403387492575
m e g1 e1,uni3-bi3,-14.850058560298605,-14.574775471475244
s u l1 e1,uni3-bi3,-14.850910886933791,-14.568021924409544
t e b1 u1,uni3-bi3,-14.857826167489652,-16.07588154983362
d u n1 e1,uni3-bi3,-14.858852975405412,-15.802390950676369
m i m1 i1,uni3-bi3,-14.860664300683757,-15.21025860495592
n o x1 e1,uni3-bi3,-14.861716981894311,-15.895624963189324
n i b1 o1,uni3-bi3,-14.862059485918584,-16.116010636342914
p a t1 u1,uni3-bi3,-14.865408863017546,-15.49352627294249
m o g1 i1,uni3-bi3,-14.86622814096242,-16.2535457233058
f a t1 i1,uni3-bi3,-14.868221946378227,-15.481727300814176
s1 o1 r a,uni3-bi3,-14.868669497272563,-15.158525497649904
l i k1 e1,uni3-bi3,-14.868769481924886,-15.28294779701648
p e t1 u1,uni3-bi3,-14.87034045409903,-15.718068203739564
t a k1 u1,uni3-bi3,-14.87161295166246,-16.191242833462322
f e t1 i1,uni3-bi3,-14.873153537459707,-15.596445802707107
p1 e1 p o,uni3-bi3,-14.875170041635144,-15.140044337038338
u1 a1 g a,uni3-bi3,-14.875966346290989,-15.247641840525471
t e k1 u1,uni3-bi3,-14.876544542743945,-15.7077449307266
p i l1 i1,uni3-bi3,-14.877539878063786,-15.454097778515894
b a t1 u1,uni3-bi3,-14.879978820722036,-15.891062320142854
l1 a1 g e,uni3-bi3,-14.88002342922754,-15.218122264956955
s i b1 u1,uni3-bi3,-14.880530022534842,-16.353106004167866
n i k1 o1,uni3-bi3,-14.880777861172875,-15.265386504881269
k1 o1 n i,uni3-bi3,-14.880777861172875,-15.657298137911996
p u n1 a1,uni3-bi3,-14.882300608990466,-15.247340188714984
b1 e1 m i,uni3-bi3,-14.8829418491238,-15.558230182184651
d1 u1 k a,uni3-bi3,-14.883095685057649,-15.118771070608958
k a d1 u1,uni3-bi3,-14.883095685057649,-15.278191891857707
b e t1 u1,uni3-bi3,-14.88491041180352,-16.418591737419277
s u m1 i1,uni3-bi3,-14.88759304460428,-16.003604561000085
x1 i1 k e,uni3-bi3,-14.88801547108775,-15.321823724511722
k e x1 i1,uni3-bi3,-14.888015471087751,-15.219826163588976
b o p1 e1,uni3-bi3,-14.889739999339636,-14.953635614548205
n1 e1 x a,uni3-bi3,-14.89016962101844,-14.966073628684503
x a n1 e1,uni3-bi3,-14.89016962101844,-16.411227390482296
d i s1 u1,uni3-bi3,-14.891266466570872,-15.780982772842286
b i l1 i1,uni3-bi3,-14.892109835768276,-14.998765876220048
l1 i1 b i,uni3-bi3,-14.892109835768276,-16.02672159202569
n1 e1 x e,uni3-bi3,-14.895101212099922,-14.74984164349599
x e n1 e1,uni3-bi3,-14.895101212099922,-15.403653023717409
b u n1 a1,uni3-bi3,-14.896870566694956,-15.855388994291376
t͡ʃ1 a1 s o,uni3-bi3,-14.89828063049383,-14.739835432222325
p a g1 i1,uni3-bi3,-14.898684704267636,-15.374420014478776
g1 i1 p a,uni3-bi3,-14.898684704267636,-15.692585754896884
s i k1 u1,uni3-bi3,-14.899248397789131,-15.247876402545987
k1 u1 s i,uni3-bi3,-14.899248397789131,-15.505829783170306
d o f1 a1,uni3-bi3,-14.900057978641575,-15.500574025707222
m i k1 e1,uni3-bi3,-14.901660224378093,-14.64290141653659
p e g1 i1,uni3-bi3,-14.90361629534912,-14.66691854609802
g1 i1 p e,uni3-bi3,-14.90361629534912,-15.74980171141804
l1 a1 r o,uni3-bi3,-14.903911427620848,-14.67081186122748
t o r1 a1,uni3-bi3,-14.904079431782357,-15.516291149794618
p u i1 e1,uni3-bi3,-14.907754956718197,-14.592657106178114
d1 e1 b i,uni3-bi3,-14.911031062715503,-16.283906655307522
n1 i1 x o,uni3-bi3,-14.911270792763736,-16.068682442045738
b a g1 i1,uni3-bi3,-14.913254661972127,-15.77195606167914
g o d1 a1,uni3-bi3,-14.915114236838589,-16.142668172165347
r e ɾ1 u1,uni3-bi3,-14.91530914964168,-15.538805827747328
b e g1 i1,uni3-bi3,-14.918186253053612,-15.367442079777735
l o x1 a1,uni3-bi3,-14.919536567387713,-15.348498560883028
b u i1 e1,uni3-bi3,-14.922324914422692,-15.200705911754506
i u l1 a1,uni3-bi3,-14.922381344888652,-16.320425425027214
l u t1 a1,uni3-bi3,-14.925515990155112,-15.758546965346133
l e p1 o1,uni3-bi3,-14.926886610090786,-14.912898052265978
x a ɾ1 o1,uni3-bi3,-14.927638066145487,-14.720384893744985
f o n1 e1,uni3-bi3,-14.932231540938211,-15.094615766301226
x e ɾ1 o1,uni3-bi3,-14.932569657226969,-14.742006746532516
m e f1 a1,uni3-bi3,-14.938284958394089,-16.074073697787004
l u s1 i1,uni3-bi3,-14.942112855043476,-15.367271695126902
d a l1 u1,uni3-bi3,-14.942526817665232,-16.357820125506866
d i p1 e1,uni3-bi3,-14.9478362704366,-14.903907407487983
i a r1 e1,uni3-bi3,-14.949375791868572,-14.662805251987123
r1 e1 i a,uni3-bi3,-14.949375791868572,-15.088876184949669
b1 i1 b i,uni3-bi3,-14.951069541878809,-14.582958791705956
g a k1 a1,uni3-bi3,-14.952769919510882,-14.782057062574331
d u i1 o1,uni3-bi3,-14.954135287874534,-15.083435989580927
i e r1 e1,uni3-bi3,-14.954307382950056,-15.784572419311594
r1 e1 i e,uni3-bi3,-14.954307382950056,-16.367411736481554
p i k1 i1,uni3-bi3,-14.955217959428609,-15.592761435878955
x o t1 a1,uni3-bi3,-14.956427989550315,-16.21135958298725
k e r1 a1,uni3-bi3,-14.95814943893132,-15.354009022946888
r1 a1 k e,uni3-bi3,-14.95814943893132,-15.374097986911112
m u t1 a1,uni3-bi3,-14.958406732608315,-14.870573065916217
t u d1 a1,uni3-bi3,-14.959411701886154,-15.06978479681161
t1 u1 ɾ i,uni3-bi3,-14.96031667242508,-16.38225057221197
t͡ʃ1 i1 s a,uni3-bi3,-14.96168612063032,-15.298489738675489
d a f1 i1,uni3-bi3,-14.96346346877807,-15.582698757094889
s e t͡ʃ1 i1,uni3-bi3,-14.966617711711802,-16.395221627923373
t͡ʃ1 i1 s e,uni3-bi3,-14.966617711711804,-14.866771284212287
r a l1 i1,uni3-bi3,-14.96731691775734,-15.130867320459242
t a r1 i1,uni3-bi3,-14.967484921918846,-15.6271662745415
g o t1 e1,uni3-bi3,-14.968199703141671,-15.634764159614283
d e f1 i1,uni3-bi3,-14.96839505985955,-15.107271266167007
t a g1 o1,uni3-bi3,-14.969045369539437,-14.629620177811786
f o ɾ1 o1,uni3-bi3,-14.96969998606526,-15.696275759495084
b i k1 i1,uni3-bi3,-14.9697879171331,-15.13742953358311
i o r1 i1,uni3-bi3,-14.97047696361387,-16.280498891232224
p i p1 a1,uni3-bi3,-14.971283904021654,-15.922823728668613
n1 o1 g a,uni3-bi3,-14.971769299351184,-16.19280509763528
i o g1 o1,uni3-bi3,-14.97203741123446,-15.55443289237801
g1 o1 i o,uni3-bi3,-14.97203741123446,-15.576638322920331
t e r1 i1,uni3-bi3,-14.97241651300033,-15.058949908510474
x o s1 i1,uni3-bi3,-14.97302485443868,-16.31438550489847
x i ɾ1 i1,uni3-bi3,-14.9750251355359,-16.118980722576715
u a d1 o1,uni3-bi3,-14.978422164327254,-15.651489869526102
g a d1 i1,uni3-bi3,-14.978519726975076,-14.670824760185615
i u b1 a1,uni3-bi3,-14.981341050999184,-16.278606274246467
d o d1 u1,uni3-bi3,-14.98254921635776,-16.42543072931516
l a x1 i1,uni3-bi3,-14.982942057524202,-15.87299093597159
d1 u1 l a,uni3-bi3,-14.98295386257558,-14.875319708340331
b1 o1 ɾ i,uni3-bi3,-14.984020324191436,-15.910824779167337
x1 a1 p a,uni3-bi3,-14.984883873146137,-14.802886410290764
x a i1 o1,uni3-bi3,-14.985451933487562,-15.161805253591927
p1 a1 b i,uni3-bi3,-14.985853861726143,-14.713982259548288
b i p1 a1,uni3-bi3,-14.985853861726143,-15.467491826372768
d1 e1 r a,uni3-bi3,-14.986238144704568,-14.90764679416373
t a f1 e1,uni3-bi3,-14.98744380289353,-15.80641525880635
f a d1 a1,uni3-bi3,-14.987708761558196,-14.73252864394993
d1 a1 f a,uni3-bi3,-14.987708761558196,-15.30386710380496
l e x1 i1,uni3-bi3,-14.987873648605683,-15.291744303570123
d1 u1 l e,uni3-bi3,-14.987885453657064,-14.957610283216654
d u t1 i1,uni3-bi3,-14.98851683407378,-15.884549651869246
s o f1 o1,uni3-bi3,-14.988793351375088,-16.10180111962522
x1 a1 p e,uni3-bi3,-14.989815464227618,-14.86010236681192
x e i1 o1,uni3-bi3,-14.990383524569046,-15.266155056891236
f1 e1 i o,uni3-bi3,-14.990435844588555,-15.354089234636191
i o f1 e1,uni3-bi3,-14.990435844588555,-16.316647031856398
t e f1 e1,uni3-bi3,-14.992375393975014,-15.11279762623405
f e d1 a1,uni3-bi3,-14.99264035263968,-15.04945329320281
d1 a1 f e,uni3-bi3,-14.99264035263968,-15.251259631421972
f o s1 e1,uni3-bi3,-14.993985602613154,-15.154912270806332
s1 e1 f o,uni3-bi3,-14.993985602613154,-15.68969145628763
k o f1 a1,uni3-bi3,-14.99427790056982,-15.065602708722697
n e r1 e1,uni3-bi3,-15.000188030955854,-16.39009135637742
m1 e1 l i,uni3-bi3,-15.000345839713605,-15.983042811190847
d a b1 u1,uni3-bi3,-15.001486523775764,-15.782645710315307
k1 o1 ɾ i,uni3-bi3,-15.002738699445729,-15.072145570483048
d e b1 u1,uni3-bi3,-15.006418114857244,-15.732430090430425
r o d1 i1,uni3-bi3,-15.007339316449867,-15.50638078099145
n i m1 o1,uni3-bi3,-15.012354218961596,-16.27060912862364
t u t1 e1,uni3-bi3,-15.012497168189242,-15.213478961907622
s i f1 e1,uni3-bi3,-15.015079249020204,-15.438474463954243
m a x1 i1,uni3-bi3,-15.015832799977408,-15.10776760364449
d1 u1 m a,uni3-bi3,-15.015844605028787,-14.624891052272089
m a d1 u1,uni3-bi3,-15.01584460502879,-16.426480665882796
t i g1 i1,uni3-bi3,-15.01643243892985,-16.41089615018203
x a t1 i1,uni3-bi3,-15.01983347968681,-15.823150277353037
d a k1 u1,uni3-bi3,-15.020204899030055,-15.62960123241471
l1 o1 p o,uni3-bi3,-15.023826261901725,-15.084046914005503
x e t1 i1,uni3-bi3,-15.02476507076829,-15.774244266440444
d e k1 u1,uni3-bi3,-15.025136490111535,-15.364293471323403
k1 o1 t i,uni3-bi3,-15.025578624700408,-15.960792416855195
r i n1 e1,uni3-bi3,-15.026874786471094,-14.94954004402372
f o i1 o1,uni3-bi3,-15.027513853407337,-15.37714712360939
i1 o1 f o,uni3-bi3,-15.027513853407337,-15.861652085651649
s u p1 i1,uni3-bi3,-15.02916157477345,-15.803200211264716
b1 i1 r e,uni3-bi3,-15.031208214949354,-15.311857635268014
m1 e1 m i,uni3-bi3,-15.033236582166811,-15.34723911844975
k a l1 u1,uni3-bi3,-15.036746739593472,-15.572503009682569
l1 u1 k a,uni3-bi3,-15.036746739593474,-15.330264581058614
s1 o1 g e,uni3-bi3,-15.03845495210761,-16.295810061824817
g e s1 o1,uni3-bi3,-15.038454952107612,-15.962345619148715
m o g1 e1,uni3-bi3,-15.038800422445476,-15.714159726964992
t1 e1 f a,uni3-bi3,-15.040794227861284,-16.147855548466033
k i p1 e1,uni3-bi3,-15.04205619236484,-15.854694789490743
f e t1 e1,uni3-bi3,-15.045725818942763,-14.601768140644802
t1 e1 f e,uni3-bi3,-15.045725818942769,-16.09524807608305
r e k1 i1,uni3-bi3,-15.049926590203649,-14.914347865423426
l a r1 a1,uni3-bi3,-15.053076025367773,-15.500404972259124
t͡ʃ a ɾ1 a1,uni3-bi3,-15.05369777892612,-14.779693184102053
k a f1 i1,uni3-bi3,-15.057683390706307,-14.79738164127059
l e r1 a1,uni3-bi3,-15.058007616449256,-15.425927162928032
t͡ʃ e ɾ1 a1,uni3-bi3,-15.058629370007605,-15.939478186217164
x1 e1 k e,uni3-bi3,-15.060587752570807,-16.15548796441242
r a p1 a1,uni3-bi3,-15.061060943715209,-14.9165642202176
f o t1 i1,uni3-bi3,-15.06189539960658,-16.402679440986855
r o s1 o1,uni3-bi3,-15.06234295050092,-14.694470461673232
s1 o1 r o,uni3-bi3,-15.06234295050092,-14.814190420718504
g i t1 a1,uni3-bi3,-15.06431356552818,-15.836859145551257
r i ɾ1 o1,uni3-bi3,-15.064343231598142,-14.93087230167709
t o k1 u1,uni3-bi3,-15.065286404890816,-16.413969787131844
g o l1 a1,uni3-bi3,-15.068765291374412,-15.395670596250472
u1 a1 g o,uni3-bi3,-15.069639799519344,-15.745842791787496
k o d1 u1,uni3-bi3,-15.076769138286004,-15.990459412330637
x1 a1 ɾ i,uni3-bi3,-15.079791682553669,-16.337564354907073
i u s1 o1,uni3-bi3,-15.080812867768724,-15.906498529860956
g i s1 i1,uni3-bi3,-15.080910430416544,-16.13337849005095
n1 e1 x o,uni3-bi3,-15.083843074246792,-15.208195252368215
x o n1 e1,uni3-bi3,-15.083843074246792,-15.943544576481402
m u n1 e1,uni3-bi3,-15.085821817304794,-15.828663032903115
g1 e1 b a,uni3-bi3,-15.085826943455183,-14.645006645087811
b a g1 e1,uni3-bi3,-15.085826943455183,-15.232570065338336
m a r1 a1,uni3-bi3,-15.085966767820976,-14.735181639932025
p i m1 i1,uni3-bi3,-15.086794317217326,-15.083415388744513
m1 a1 g e,uni3-bi3,-15.089277868381082,-14.605423652789764
l u ɾ1 o1,uni3-bi3,-15.090399519978636,-15.934227655441193
b e g1 e1,uni3-bi3,-15.090758534536668,-14.828056083436929
g1 e1 b e,uni3-bi3,-15.090758534536668,-15.005210088088312
g1 i1 p o,uni3-bi3,-15.09235815749599,-16.007352060539066
k a b1 u1,uni3-bi3,-15.095706445704003,-14.997328594491009
b1 u1 k e,uni3-bi3,-15.100638036785488,-16.018226769036904
b i m1 i1,uni3-bi3,-15.10136427492182,-14.628083486448666
m1 i1 b i,uni3-bi3,-15.10136427492182,-15.261195992198576
g1 a1 l i,uni3-bi3,-15.102023542378774,-16.204770313940035
l i g1 a1,uni3-bi3,-15.102023542378776,-14.86256228509274
t i x1 a1,uni3-bi3,-15.102631607808348,-15.128354957567865
d u d1 a1,uni3-bi3,-15.10800364925375,-14.746177824710932
t1 o1 r a,uni3-bi3,-15.109151575749047,-14.62384545861885
i1 a1 t͡ʃ a,uni3-bi3,-15.111511646268198,-15.759927139826637
t u l1 a1,uni3-bi3,-15.113062756421982,-15.304217254941854
k a k1 u1,uni3-bi3,-15.114424820958297,-14.844284116590408
l u s1 e1,uni3-bi3,-15.114685136526532,-15.056727271214944
l o p1 o1,uni3-bi3,-15.115628472237658,-14.621455975128864
d a r1 i1,uni3-bi3,-15.116076869286442,-15.065524673493886
g1 o1 d a,uni3-bi3,-15.117637316907029,-14.93869971793704
k1 u1 k e,uni3-bi3,-15.11935641203978,-14.92494209019238
d e r1 i1,uni3-bi3,-15.12100846036792,-14.715498449107276
i a x1 o1,uni3-bi3,-15.121642070249449,-15.056087914639797
g1 o1 d e,uni3-bi3,-15.122568907988512,-14.745441877757846
m u ɾ1 o1,uni3-bi3,-15.123290262431842,-15.046253756011277
i e x1 o1,uni3-bi3,-15.126573661330932,-15.671086258893892
m o f1 a1,uni3-bi3,-15.127026820540962,-16.316329237607352
g o b1 a1,uni3-bi3,-15.127724997484943,-15.547771537506614
d i t1 u1,uni3-bi3,-15.131748545047357,-15.548768210133858
g a l1 i1,uni3-bi3,-15.132170781510904,-15.399737580205295
u1 i1 g a,uni3-bi3,-15.133045289655836,-15.486425983070363
t͡ʃ1 e1 s a,uni3-bi3,-15.134258402113376,-15.222117328760202
m1 o1 ɾ i,uni3-bi3,-15.134315057234446,-15.979624567948438
g1 a1 m i,uni3-bi3,-15.134914284831982,-15.962597271660098
d a f1 e1,uni3-bi3,-15.136035750261126,-15.244773657758737
d o l1 u1,uni3-bi3,-15.136200270893584,-15.660725255137256
l1 u1 l a,uni3-bi3,-15.13660491711141,-15.086813218789988
t͡ʃ1 e1 s e,uni3-bi3,-15.13918999319486,-14.790398874297004
s e t͡ʃ1 e1,uni3-bi3,-15.13918999319486,-15.36442809367368
x a d1 a1,uni3-bi3,-15.139320294866778,-15.073951620488792
p u n1 i1,uni3-bi3,-15.139379552355312,-16.393085295275224
l1 e1 r a,uni3-bi3,-15.139889199240397,-15.495983172656016
u1 e1 r a,uni3-bi3,-15.140763707385329,-15.592531233921106
d e f1 e1,uni3-bi3,-15.140967341342607,-14.769346166830854
l1 a1 f a,uni3-bi3,-15.14135981609402,-15.533068512517648
f a l1 a1,uni3-bi3,-15.141359816094024,-15.04454766003782
s o r1 o1,uni3-bi3,-15.14140675188346,-14.948977999717254
l1 u1 l e,uni3-bi3,-15.141536508192893,-15.169103793666311
l i p1 e1,uni3-bi3,-15.141914369882777,-16.206905751249415
r1 e1 i o,uni3-bi3,-15.143049245096927,-14.89780727862931
i o r1 e1,uni3-bi3,-15.143049245096927,-15.023823409009877
x e d1 a1,uni3-bi3,-15.14425188594826,-15.227251756936148
x o s1 e1,uni3-bi3,-15.145597135921737,-16.00384108098651
r e u1 e1,uni3-bi3,-15.145695298466812,-14.910521537459784
f e l1 a1,uni3-bi3,-15.146291407175504,-15.293586189724518
l1 a1 f e,uni3-bi3,-15.146291407175504,-15.48046104013466
g o k1 a1,uni3-bi3,-15.146443372739236,-15.472632463833223
l u i1 o1,uni3-bi3,-15.14821338732071,-15.997681971237594
d a m1 u1,uni3-bi3,-15.151781256818772,-15.866847386351337
p1 o1 n i,uni3-bi3,-15.153922749130768,-15.77322356879504
t͡ʃ1 i1 s o,uni3-bi3,-15.155359573858677,-15.368616919721092
d1 e1 g e,uni3-bi3,-15.156023599539616,-14.748832076356306
g e d1 e1,uni3-bi3,-15.156023599539616,-15.999639378210812
r i t1 i1,uni3-bi3,-15.156538645139465,-15.020577290133662
d e m1 u1,uni3-bi3,-15.156712847900256,-16.2670430848589
d o f1 i1,uni3-bi3,-15.157136922006424,-14.904845340947194
f1 a1 p a,uni3-bi3,-15.159483383846178,-14.927082879946704
p a f1 a1,uni3-bi3,-15.15948338384618,-15.851784470296506
r o l1 i1,uni3-bi3,-15.160990370985694,-15.176277009008365
d u t1 e1,uni3-bi3,-15.161089115556836,-14.889871989806942
t o r1 i1,uni3-bi3,-15.161158375147204,-16.209605841557266
s u g1 a1,uni3-bi3,-15.161843028752507,-15.21393763524214
t o g1 o1,uni3-bi3,-15.162718822767792,-15.483539842703053
f1 a1 p e,uni3-bi3,-15.16441497492766,-14.98429883646786
p e f1 a1,uni3-bi3,-15.164414974927665,-15.626830776068974
d i g1 i1,uni3-bi3,-15.165024386297446,-15.515068988959689
g o n1 o1,uni3-bi3,-15.16544275257954,-15.554537516553404
r1 e1 s i,uni3-bi3,-15.167692649528576,-16.407900408227256
l1 u1 m a,uni3-bi3,-15.169495659564614,-14.836384562721744
t u b1 a1,uni3-bi3,-15.172022462532514,-15.262398104161107
p1 u1 s i,uni3-bi3,-15.172393285747024,-16.286202166921548
n e x1 o1,uni3-bi3,-15.172454309336732,-16.276605195959718
b a f1 a1,uni3-bi3,-15.174053341550673,-16.249320517496873
l1 u1 m e,uni3-bi3,-15.174427250646096,-14.651228811201731
m i p1 e1,uni3-bi3,-15.174805112335982,-15.566859370769526
p1 e1 m i,uni3-bi3,-15.174805112335982,-15.673155292954068
r a m1 i1,uni3-bi3,-15.17657135691088,-14.719666078018662
l o x1 i1,uni3-bi3,-15.176615510752558,-15.77876664139976
p o x1 a1,uni3-bi3,-15.178557326374492,-14.660344124325633
x1 a1 p o,uni3-bi3,-15.178557326374492,-15.117652715932945
b e f1 a1,uni3-bi3,-15.178984932632154,-16.327354309748685
x o i1 o1,uni3-bi3,-15.17912538671592,-16.22607593378957
x i n1 a1,uni3-bi3,-15.179956936633303,-15.696485803825508
m u i1 o1,uni3-bi3,-15.18110412977392,-15.109708071807676
t o f1 e1,uni3-bi3,-15.181117256121889,-16.24575398218144
d1 a1 f o,uni3-bi3,-15.181382214786552,-15.038482893847355
f o d1 a1,uni3-bi3,-15.181382214786552,-15.91590579147561
m1 i1 r e,uni3-bi3,-15.181502947992366,-15.990094835760637
x1 u1 s a,uni3-bi3,-15.185993254871509,-15.002017731955574
t i g1 e1,uni3-bi3,-15.189004720412909,-15.871510153841225
m a f1 i1,uni3-bi3,-15.190432310677451,-15.945670415295677
t u k1 a1,uni3-bi3,-15.190740837786803,-16.31184261515553
x1 u1 s e,uni3-bi3,-15.19092484595299,-14.570299277492374
g a b1 i1,uni3-bi3,-15.191130487621436,-14.616722717963077
x a t1 e1,uni3-bi3,-15.192405761169866,-14.82847261529073
b o x1 a1,uni3-bi3,-15.193127284078985,-15.07129594461958
d o b1 u1,uni3-bi3,-15.195159977004115,-15.319809588237206
m e f1 i1,uni3-bi3,-15.195363901758936,-15.478345013026974
x e t1 e1,uni3-bi3,-15.197337352251347,-14.77956660437814
i u d1 e1,uni3-bi3,-15.198381515200726,-15.458499967162224
