word,cnt,freq_per_mil,transcription
fracasaron,516,1.14214400989249,f ɾ a k a s a ɾ o n
fracasas,291,0.64411609860216,f ɾ a k a s a s
fracasaste,304,0.6728910445878236,f ɾ a k a s a s t e
fracase,284,0.628621896917572,f ɾ a k a s e
fracasé,597,1.3214340579570087,f ɾ a k a s e
fracasemos,45,0.09960558225806598,f ɾ a k a s e m o s
fracasen,69,0.15272855946236785,f ɾ a k a s e n
fracases,97,0.21470536620072,f ɾ a k a s e s
fracaso,7438,16.46369601856655,f ɾ a k a s o
fracasó,1286,2.8465061951971746,f ɾ a k a s o
fracasos,971,2.149267119390713,f ɾ a k a s o s
fracción,934,2.067369196200747,f ɾ a k s j o n
fraccionada,13,0.02877494598566351,f ɾ a k s j o n a d a
fraccionaria,40,0.0885382953405031,f ɾ a k s j o n a ɾ j a
fracciones,366,0.8101254023656034,f ɾ a k s j o n e s
fractura,2775,6.142344239247403,f ɾ a k t u ɾ a
fracturada,334,0.7392947660932009,f ɾ a k t u ɾ a d a
fracturadas,175,0.38735504211470106,f ɾ a k t u ɾ a d a s
fracturado,476,1.053605714551987,f ɾ a k t u ɾ a d o
fracturados,85,0.1881438775985691,f ɾ a k t u ɾ a d o s
fracturando,41,0.09075175272401569,f ɾ a k t u ɾ a n d o
fracturar,57,0.12616707086021692,f ɾ a k t u ɾ a ɾ
fracturaría,10,0.022134573835125775,f ɾ a k t u ɾ a ɾ i a
fracturaron,39,0.08632483795699052,f ɾ a k t u ɾ a ɾ o n
fracturarse,96,0.21249190881720745,f ɾ a k t u ɾ a ɾ s e
fracturas,1346,2.9793136382079295,f ɾ a k t u ɾ a s
fracturaste,40,0.0885382953405031,f ɾ a k t u ɾ a s t e
fracturé,110,0.24348031218638355,f ɾ a k t u ɾ e
fracturo,25,0.05533643458781443,f ɾ a k t u ɾ o
fracturó,374,0.8278330614337039,f ɾ a k t u ɾ o
fragancia,805,1.7818331937276248,f ɾ a g a n s j a
fragancias,120,0.2656148860215093,f ɾ a g a n s j a s
fragante,232,0.513522112974918,f ɾ a g a n t e
fraganti,314,0.6950256184229494,f ɾ a g a n t i
fragata,452,1.000482737347685,f ɾ a g a t a
fragatas,83,0.18371696283154393,f ɾ a g a t a s
frágil,3667,8.116748225340622,f ɾ a x i l
frágiles,885,1.958909784408631,f ɾ a x i l e s
fragilidad,384,0.8499676352688298,f ɾ a x i l i d a d
fragmentación,172,0.3807146699641633,f ɾ a g m e n t a s j o n
fragmentada,74,0.16379584637993075,f ɾ a g m e n t a d a
fragmentadas,23,0.050909519820789284,f ɾ a g m e n t a d a s
fragmentado,96,0.21249190881720745,f ɾ a g m e n t a d o
fragmentados,24,0.05312297720430186,f ɾ a g m e n t a d o s
fragmentamos,6,0.013280744301075465,f ɾ a g m e n t a m o s
fragmentar,37,0.08189792318996537,f ɾ a g m e n t a ɾ
fragmento,2249,4.978065655519787,f ɾ a g m e n t o
fragmentó,28,0.06197680673835217,f ɾ a g m e n t o
fragmentos,2782,6.15783844093199,f ɾ a g m e n t o s
fragor,138,0.3054571189247357,f ɾ a g o ɾ
fragua,117,0.2589745138709716,f ɾ a g w a
fraguado,56,0.12395361347670435,f ɾ a g w a d o
fraguar,29,0.06419026412186475,f ɾ a g w a ɾ
fraguas,14,0.030988403369176087,f ɾ a g w a s
fraguó,58,0.1283805282437295,f ɾ a g w o
fraile,777,1.7198563869892727,f ɾ a i l e
frailes,159,0.3519397239784998,f ɾ a i l e s
frambuesa,774,1.713216014838735,f ɾ a m b w e s a
frambuesas,278,0.6153411526164966,f ɾ a m b w e s a s
fran,2184,4.834190925591469,f ɾ a n
franca,1273,2.817731249211511,f ɾ a ɲ k a
francamente,8307,18.387190484838982,f ɾ a ɲ k a m e n t e
francas,74,0.16379584637993075,f ɾ a ɲ k a s
francés,18492,40.93125393591458,f ɾ a n s e s
francesa,7480,16.55666122867408,f ɾ a n s e s a
francesas,1700,3.7628775519713815,f ɾ a n s e s a s
franceses,8900,19.69977071326194,f ɾ a n s e s e s
francesito,140,0.3098840336917608,f ɾ a n s e s i t o
franchute,175,0.38735504211470106,f ɾ a n tʃ u t e
francia,21463,47.50743582233045,f ɾ a n s j a
francis,7012,15.520763173190192,f ɾ a n s i s
franciscana,26,0.05754989197132702,f ɾ a n s i s k a n a
franciscano,90,0.19921116451613197,f ɾ a n s i s k a n o
franciscanos,150,0.3320186075268866,f ɾ a n s i s k a n o s
francisco,12085,26.7496324797495,f ɾ a n s i s k o
franco,5333,11.804368226272576,f ɾ a ɲ k o
francocanadiense,24,0.05312297720430186,f ɾ a ɲ k o k a n a d j e n s e
francos,7208,15.954600820358658,f ɾ a ɲ k o s
francotirador,2991,6.620451034086119,f ɾ a ɲ k o t i ɾ a d o ɾ
francotiradora,50,0.11067286917562887,f ɾ a ɲ k o t i ɾ a d o ɾ a
francotiradores,1784,3.9488079721864384,f ɾ a ɲ k o t i ɾ a d o ɾ e s
franela,535,1.184199700179229,f ɾ a n e l a
franelas,48,0.10624595440860372,f ɾ a n e l a s
franja,700,1.5494201684588043,f ɾ a ɲ x a
franjas,498,1.1023017769892636,f ɾ a ɲ x a s
franqueada,21,0.04648260505376413,f ɾ a ɲ k e a d a
franquear,51,0.11288632655914145,f ɾ a ɲ k e a ɾ
franqueo,62,0.1372343577777798,f ɾ a ɲ k e o
franqueza,1592,3.5238241545520235,f ɾ a ɲ k e s a
franquicia,706,1.5627009127598797,f ɾ a ɲ k i s j a
franquicias,233,0.5157355703584305,f ɾ a ɲ k i s j a s
frasco,3216,7.11847894537645,f ɾ a s k o
frascos,929,2.0563019092831842,f ɾ a s k o s
frase,9223,20.414717448136503,f ɾ a s e
frasecita,27,0.059763349354839596,f ɾ a s e s i t a
fraseo,34,0.07525755103942763,f ɾ a s e o
frases,3043,6.7355508180287735,f ɾ a s e s
frasquito,109,0.24126685480287094,f ɾ a s k i t o
frasquitos,40,0.0885382953405031,f ɾ a s k i t o s
fraterna,26,0.05754989197132702,f ɾ a t e ɾ n a
fraternal,478,1.058032629319012,f ɾ a t e ɾ n a l
fraternales,85,0.1881438775985691,f ɾ a t e ɾ n a l e s
fraternidad,3477,7.696191322473232,f ɾ a t e ɾ n i d a d
fraternidades,490,1.0845941179211631,f ɾ a t e ɾ n i d a d e s
fraternizamos,11,0.024348031218638353,f ɾ a t e ɾ n i s a m o s
fraternizando,49,0.1084594117921163,f ɾ a t e ɾ n i s a n d o
fraternizar,174,0.3851415847311885,f ɾ a t e ɾ n i s a ɾ
fraterno,87,0.19257079236559424,f ɾ a t e ɾ n o
fraude,6481,14.345417302545014,f ɾ a u d e
fraudes,554,1.2262553904659679,f ɾ a u d e s
fraudulenta,212,0.4692529653046664,f ɾ a u d u l e n t a
fraudulentas,88,0.19478424974910682,f ɾ a u d u l e n t a s
fraudulento,186,0.41170307333333944,f ɾ a u d u l e n t o
fraudulentos,124,0.2744687155555596,f ɾ a u d u l e n t o s
fray,431,0.9540001322939208,f ɾ a i
frazada,276,0.6109142378494714,f ɾ a s a d a
frazadas,200,0.44269147670251546,f ɾ a s a d a s
freática,23,0.050909519820789284,f ɾ e a t i k a
freático,15,0.03320186075268866,f ɾ e a t i k o
frecuencia,9023,19.972025971433986,f ɾ e k w e n s j a
frecuencias,1812,4.010784778924791,f ɾ e k w e n s j a s
frecuenta,374,0.8278330614337039,f ɾ e k w e n t a
frecuentaba,236,0.5223759425089682,f ɾ e k w e n t a b a
frecuentábamos,24,0.05312297720430186,f ɾ e k w e n t a b a m o s
frecuentaban,59,0.13059398562724206,f ɾ e k w e n t a b a n
frecuentado,171,0.3785012125806507,f ɾ e k w e n t a d o
frecuentamos,56,0.12395361347670435,f ɾ e k w e n t a m o s
frecuentan,99,0.21913228096774517,f ɾ e k w e n t a n
frecuentando,63,0.1394478151612924,f ɾ e k w e n t a n d o
frecuentar,286,0.6330488116845971,f ɾ e k w e n t a ɾ
frecuentas,121,0.2678283434050219,f ɾ e k w e n t a s
frecuente,1356,3.0014482120430555,f ɾ e k w e n t e
frecuenté,9,0.019921116451613197,f ɾ e k w e n t e
frecuentemente,1240,2.7446871555555963,f ɾ e k w e n t e m e n t e
frecuenten,16,0.03541531813620124,f ɾ e k w e n t e n
frecuentes,811,1.7951139380287005,f ɾ e k w e n t e s
frecuento,124,0.2744687155555596,f ɾ e k w e n t o
freelancer,52,0.11509978394265404,f ɾ e e l a n s e ɾ
fregada,122,0.27004180078853446,f ɾ e g a d a
fregadero,1349,2.985954010358467,f ɾ e g a d e ɾ o
fregaderos,37,0.08189792318996537,f ɾ e g a d e ɾ o s
fregado,455,1.0071231094982227,f ɾ e g a d o
fregados,170,0.3762877551971382,f ɾ e g a d o s
fregamos,65,0.14387472992831754,f ɾ e g a m o s
fregando,340,0.7525755103942764,f ɾ e g a n d o
fregar,950,2.102784514336949,f ɾ e g a ɾ
fregará,21,0.04648260505376413,f ɾ e g a ɾ a
fregaré,84,0.1859304202150565,f ɾ e g a ɾ e
fregarla,68,0.15051510207885527,f ɾ e g a ɾ l a
fregarme,42,0.09296521010752826,f ɾ e g a ɾ m e
fregaron,48,0.10624595440860372,f ɾ e g a ɾ o n
fregarte,56,0.12395361347670435,f ɾ e g a ɾ t e
fregaste,111,0.24569376956989608,f ɾ e g a s t e
fregó,73,0.16158238899641816,f ɾ e g o
fregona,454,1.0049096521147103,f ɾ e g o n a
fregué,101,0.22355919573477032,f ɾ e g e
freí,63,0.1394478151612924,f ɾ e i
freíamos,5,0.011067286917562888,f ɾ e i a m o s
freid,55,0.12174015609319178,f ɾ e i d
freído,48,0.10624595440860372,f ɾ e i d o
freidora,232,0.513522112974918,f ɾ e i d o ɾ a
freidoras,25,0.05533643458781443,f ɾ e i d o ɾ a s
freídos,9,0.019921116451613197,f ɾ e i d o s
freímos,86,0.19035733498208166,f ɾ e i m o s
freír,976,2.1603344063082757,f ɾ e i ɾ
freirá,101,0.22355919573477032,f ɾ e i ɾ a
freirán,80,0.1770765906810062,f ɾ e i ɾ a n
freirás,22,0.048696062437276706,f ɾ e i ɾ a s
freiré,111,0.24569376956989608,f ɾ e i ɾ e
freiría,23,0.050909519820789284,f ɾ e i ɾ i a
freírla,64,0.14166127254480496,f ɾ e i ɾ l a
freírle,40,0.0885382953405031,f ɾ e i ɾ l e
freírlo,104,0.23019956788530807,f ɾ e i ɾ l o
freírlos,57,0.12616707086021692,f ɾ e i ɾ l o s
freírme,84,0.1859304202150565,f ɾ e i ɾ m e
freírse,158,0.34972626659498723,f ɾ e i ɾ s e
freírte,118,0.2611879712544841,f ɾ e i ɾ t e
frena,1733,3.835921645627297,f ɾ e n a
frenaban,6,0.013280744301075465,f ɾ e n a b a n
frenada,101,0.22355919573477032,f ɾ e n a d a
frenado,379,0.8389003483512669,f ɾ e n a d o
frénalo,56,0.12395361347670435,f ɾ e n a l o
frénalos,10,0.022134573835125775,f ɾ e n a l o s
frenamos,44,0.09739212487455341,f ɾ e n a m o s
frenan,89,0.19699770713261938,f ɾ e n a n
frenando,271,0.5998469509319085,f ɾ e n a n d o
frenar,1303,2.8841349707168886,f ɾ e n a ɾ
frenara,39,0.08632483795699052,f ɾ e n a ɾ a
frenará,68,0.15051510207885527,f ɾ e n a ɾ a
frenaré,39,0.08632483795699052,f ɾ e n a ɾ e
frenaría,32,0.07083063627240248,f ɾ e n a ɾ i a
frenarían,8,0.01770765906810062,f ɾ e n a ɾ i a n
frenarla,80,0.1770765906810062,f ɾ e n a ɾ l a
frenarle,46,0.10181903964157857,f ɾ e n a ɾ l e
frenarlo,191,0.42277036025090226,f ɾ e n a ɾ l o
frenarlos,130,0.2877494598566351,f ɾ e n a ɾ l o s
frenarme,64,0.14166127254480496,f ɾ e n a ɾ m e
frenarnos,78,0.17264967591398103,f ɾ e n a ɾ n o s
frenaron,46,0.10181903964157857,f ɾ e n a ɾ o n
frenarse,18,0.039842232903226395,f ɾ e n a ɾ s e
frenarte,118,0.2611879712544841,f ɾ e n a ɾ t e
frenaste,37,0.08189792318996537,f ɾ e n a s t e
frenazo,44,0.09739212487455341,f ɾ e n a s o
frenazos,7,0.015494201684588043,f ɾ e n a s o s
french,1071,2.3706128577419707,f ɾ e n tʃ
frene,265,0.586566206630833,f ɾ e n e
frené,90,0.19921116451613197,f ɾ e n e
frenen,50,0.11067286917562887,f ɾ e n e n
frénenlos,10,0.022134573835125775,f ɾ e n e n l o s
frenes,130,0.2877494598566351,f ɾ e n e s
frenesí,567,1.2550303364516313,f ɾ e n e s i
frenética,267,0.5909931213978582,f ɾ e n e t i k a
frenéticamente,139,0.3076705763082483,f ɾ e n e t i k a m e n t e
frenéticas,62,0.1372343577777798,f ɾ e n e t i k a s
frenético,369,0.8167657745161411,f ɾ e n e t i k o
frenéticos,112,0.2479072269534087,f ɾ e n e t i k o s
frenillo,41,0.09075175272401569,f ɾ e n i j o
frenillos,129,0.2855360024731225,f ɾ e n i j o s
freno,3028,6.702348957276084,f ɾ e n o
frenó,233,0.5157355703584305,f ɾ e n o
frenología,15,0.03320186075268866,f ɾ e n o l o x i a
frenos,3397,7.519114731792226,f ɾ e n o s
frente,65780,145.60122668745737,f ɾ e n t e
frentes,849,1.8792253186021783,f ɾ e n t e s
freón,104,0.23019956788530807,f ɾ e o n
fresa,1805,3.995290577240202,f ɾ e s a
fresas,2467,5.460599365125528,f ɾ e s a s
fresca,6439,14.252452092437487,f ɾ e s k a
frescas,1915,4.238770889426585,f ɾ e s k a s
fresco,11539,25.541084748351633,f ɾ e s k o
frescor,132,0.29217637462366025,f ɾ e s k o ɾ
frescos,2024,4.480037744229457,f ɾ e s k o s
frescura,462,1.022617311182811,f ɾ e s k u ɾ a
fresno,916,2.027526963297521,f ɾ e s n o
fresquita,84,0.1859304202150565,f ɾ e s k i t a
fresquitas,20,0.04426914767025155,f ɾ e s k i t a s
fresquito,164,0.36300701089606274,f ɾ e s k i t o
freudiana,92,0.20363807928315714,f ɾ e u d j a n a
freudiano,189,0.41834344548387714,f ɾ e u d j a n o
freudianos,32,0.07083063627240248,f ɾ e u d j a n o s
fría,15931,35.262589576738876,f ɾ i a
frialdad,571,1.2638841659856819,f ɾ j a l d a d
fríalo,15,0.03320186075268866,f ɾ i a l o
fríamente,252,0.5577912606451696,f ɾ i a m e n t e
friamos,15,0.03320186075268866,f ɾ j a m o s
frían,146,0.3231647779928363,f ɾ i a n
frías,2485,5.500441598028755,f ɾ i a s
fricción,658,1.456454958351276,f ɾ i k s j o n
fricciones,54,0.11952669870967919,f ɾ i k s j o n e s
fríe,182,0.4028492437992891,f ɾ i e
friega,243,0.5378701441935563,f ɾ j e g a
friegan,43,0.09517866749104083,f ɾ j e g a n
friegas,168,0.371860840430113,f ɾ j e g a s
friego,99,0.21913228096774517,f ɾ j e g o
friegue,93,0.20585153666666972,f ɾ j e g e
friegues,72,0.15936893161290558,f ɾ j e g e s
fríelo,54,0.11952669870967919,f ɾ i e l o
fríen,116,0.256761056487459,f ɾ i e n
friendo,186,0.41170307333333944,f ɾ j e n d o
friéndose,60,0.13280744301075464,f ɾ j e n d o s e
friends,870,1.9257079236559425,f ɾ j e n d s
friera,11,0.024348031218638353,f ɾ j e ɾ a
frieran,15,0.03320186075268866,f ɾ j e ɾ a n
frieron,66,0.14608818731183013,f ɾ j e ɾ o n
fríes,104,0.23019956788530807,f ɾ i e s
friesen,15,0.03320186075268866,f ɾ j e s e n
frígida,366,0.8101254023656034,f ɾ i x i d a
frígidas,36,0.07968446580645279,f ɾ i x i d a s
frigidez,29,0.06419026412186475,f ɾ i x i d e s
frígido,78,0.17264967591398103,f ɾ i x i d o
frigorífica,95,0.21027845143369486,f ɾ i g o ɾ i f i k a
frigorífico,1076,2.3816801446595335,f ɾ i g o ɾ i f i k o
frigoríficos,69,0.15272855946236785,f ɾ i g o ɾ i f i k o s
frijol,412,0.9119444420071819,f ɾ i x o l
frijoles,2681,5.93427924519722,f ɾ i x o l e s
frikis,221,0.48917408175627963,f ɾ i k i s
frió,782,1.7309236739068357,f ɾ j o
frío,39598,87.64848547233105,f ɾ i o
friolera,35,0.0774710084229402,f ɾ j o l e ɾ a
fríos,1787,3.9554483443369763,f ɾ i o s
frisbee,381,0.843327263118292,f ɾ i s b e e
frita,808,1.7884735658781625,f ɾ i t a
fritada,25,0.05533643458781443,f ɾ i t a d a
fritas,4690,10.381115128673988,f ɾ i t a s
frito,3792,8.393430398279692,f ɾ i t o
fritos,1933,4.278613122329813,f ɾ i t o s
fritura,123,0.27225525817204704,f ɾ i t u ɾ a
frituras,260,0.5754989197132702,f ɾ i t u ɾ a s
frívola,409,0.9053040698566442,f ɾ i b o l a
frívolas,125,0.2766821729390722,f ɾ i b o l a s
frivolidad,200,0.44269147670251546,f ɾ i b o l i d a d
frivolidades,159,0.3519397239784998,f ɾ i b o l i d a d e s
frívolo,378,0.8366868909677543,f ɾ i b o l o
frívolos,126,0.2788956303225848,f ɾ i b o l o s
frondosa,77,0.17043621853046848,f ɾ o n d o s a
frondosas,30,0.06640372150537732,f ɾ o n d o s a s
frondoso,116,0.256761056487459,f ɾ o n d o s o
frondosos,87,0.19257079236559424,f ɾ o n d o s o s
frontal,2057,4.553081837885372,f ɾ o n t a l
frontales,325,0.7193736496415877,f ɾ o n t a l e s
frontalmente,36,0.07968446580645279,f ɾ o n t a l m e n t e
frontera,14179,31.384612240824833,f ɾ o n t e ɾ a
fronteras,3202,7.087490542007273,f ɾ o n t e ɾ a s
fronteriza,588,1.3015129415053954,f ɾ o n t e ɾ i s a
fronterizas,139,0.3076705763082483,f ɾ o n t e ɾ i s a s
fronterizo,329,0.728227479175638,f ɾ o n t e ɾ i s o
fronterizos,163,0.36079355351255016,f ɾ o n t e ɾ i s o s
frontón,70,0.1549420168458804,f ɾ o n t o n
frontonasal,7,0.015494201684588043,f ɾ o n t o n a s a l
frontotemporal,6,0.013280744301075465,f ɾ o n t o t e m p o ɾ a l
frota,457,1.011550024265248,f ɾ o t a
frotaba,153,0.3386589796774243,f ɾ o t a b a
frotaban,16,0.03541531813620124,f ɾ o t a b a n
frotabas,8,0.01770765906810062,f ɾ o t a b a s
frotado,80,0.1770765906810062,f ɾ o t a d o
frótala,55,0.12174015609319178,f ɾ o t a l a
frótale,28,0.06197680673835217,f ɾ o t a l e
frótalo,117,0.2589745138709716,f ɾ o t a l o
frótame,98,0.2169188235842326,f ɾ o t a m e
frotamiento,32,0.07083063627240248,f ɾ o t a m j e n t o
frotamos,57,0.12616707086021692,f ɾ o t a m o s
frotan,71,0.157155474229393,f ɾ o t a n
frotando,332,0.7348678513261757,f ɾ o t a n d o
frotándola,18,0.039842232903226395,f ɾ o t a n d o l a
frotándole,26,0.05754989197132702,f ɾ o t a n d o l e
frotándolo,36,0.07968446580645279,f ɾ o t a n d o l o
frotándome,48,0.10624595440860372,f ɾ o t a n d o m e
frotándose,184,0.4072761585663143,f ɾ o t a n d o s e
frotándote,50,0.11067286917562887,f ɾ o t a n d o t e
frotar,469,1.038111512867399,f ɾ o t a ɾ
frotara,25,0.05533643458781443,f ɾ o t a ɾ a
frotarás,15,0.03320186075268866,f ɾ o t a ɾ a s
frotaré,80,0.1770765906810062,f ɾ o t a ɾ e
frotarías,5,0.011067286917562888,f ɾ o t a ɾ i a s
frotarla,46,0.10181903964157857,f ɾ o t a ɾ l a
frotarlas,44,0.09739212487455341,f ɾ o t a ɾ l a s
frotarle,86,0.19035733498208166,f ɾ o t a ɾ l e
frotarlo,108,0.23905339741935838,f ɾ o t a ɾ l o
frotarlos,44,0.09739212487455341,f ɾ o t a ɾ l o s
frotarme,209,0.46261259315412867,f ɾ o t a ɾ m e
frotaron,18,0.039842232903226395,f ɾ o t a ɾ o n
frotarse,186,0.41170307333333944,f ɾ o t a ɾ s e
frotarte,180,0.39842232903226393,f ɾ o t a ɾ t e
frotas,207,0.4581856783871035,f ɾ o t a s
frotaste,25,0.05533643458781443,f ɾ o t a s t e
frótate,124,0.2744687155555596,f ɾ o t a t e
frótatelo,39,0.08632483795699052,f ɾ o t a t e l o
frote,208,0.46039913577061614,f ɾ o t e
froté,77,0.17043621853046848,f ɾ o t e
froten,70,0.1549420168458804,f ɾ o t e n
frotes,151,0.3342320649103992,f ɾ o t e s
frótese,44,0.09739212487455341,f ɾ o t e s e
frotis,153,0.3386589796774243,f ɾ o t i s
froto,174,0.3851415847311885,f ɾ o t o
frotó,130,0.2877494598566351,f ɾ o t o
fructífera,172,0.3807146699641633,f ɾ u k t i f e ɾ a
fructífero,81,0.17929004806451876,f ɾ u k t i f e ɾ o
fructíferos,33,0.07304409365591506,f ɾ u k t i f e ɾ o s
fructosa,85,0.1881438775985691,f ɾ u k t o s a
fructuoso,16,0.03541531813620124,f ɾ u k t w o s o
frunce,118,0.2611879712544841,f ɾ u n s e
fruncen,14,0.030988403369176087,f ɾ u n s e n
frunces,82,0.18150350544803137,f ɾ u n s e s
fruncida,38,0.08411138057347795,f ɾ u n s i d a
fruncidas,6,0.013280744301075465,f ɾ u n s i d a s
fruncido,240,0.5312297720430186,f ɾ u n s i d o
fruncidos,43,0.09517866749104083,f ɾ u n s i d o s
frunciendo,57,0.12616707086021692,f ɾ u n s j e n d o
frunció,54,0.11952669870967919,f ɾ u n s j o
fruncir,176,0.38956849949821365,f ɾ u n s i ɾ
frunza,30,0.06640372150537732,f ɾ u n s a
frunzas,81,0.17929004806451876,f ɾ u n s a s
frustado,22,0.048696062437276706,f ɾ u s t a d o
frustante,35,0.0774710084229402,f ɾ u s t a n t e
frustra,214,0.4736798800716916,f ɾ u s t ɾ a
frustraba,22,0.048696062437276706,f ɾ u s t ɾ a b a
frustración,1408,3.116547995985709,f ɾ u s t ɾ a s j o n
frustraciones,347,0.7680697120788644,f ɾ u s t ɾ a s j o n e s
frustrada,702,1.5538470832258293,f ɾ u s t ɾ a d a
frustradas,118,0.2611879712544841,f ɾ u s t ɾ a d a s
frustrado,1679,3.716394946917618,f ɾ u s t ɾ a d o
frustrados,336,0.743721680860226,f ɾ u s t ɾ a d o s
frustramos,26,0.05754989197132702,f ɾ u s t ɾ a m o s
frustran,58,0.1283805282437295,f ɾ u s t ɾ a n
frustrando,51,0.11288632655914145,f ɾ u s t ɾ a n d o
frustrante,1656,3.665485427096828,f ɾ u s t ɾ a n t e
frustrantes,62,0.1372343577777798,f ɾ u s t ɾ a n t e s
frustrar,176,0.38956849949821365,f ɾ u s t ɾ a ɾ
frustrara,2,0.004426914767025155,f ɾ u s t ɾ a ɾ a
frustrará,14,0.030988403369176087,f ɾ u s t ɾ a ɾ a
frustrarle,26,0.05754989197132702,f ɾ u s t ɾ a ɾ l e
frustrarlo,20,0.04426914767025155,f ɾ u s t ɾ a ɾ l o
frustrarme,64,0.14166127254480496,f ɾ u s t ɾ a ɾ m e
frustraron,25,0.05533643458781443,f ɾ u s t ɾ a ɾ o n
frustrarse,38,0.08411138057347795,f ɾ u s t ɾ a ɾ s e
frustras,48,0.10624595440860372,f ɾ u s t ɾ a s
frustres,30,0.06640372150537732,f ɾ u s t ɾ e s
frustro,32,0.07083063627240248,f ɾ u s t ɾ o
frustró,119,0.26340142863799676,f ɾ u s t ɾ o
fruta,6480,14.343203845161502,f ɾ u t a
frutal,124,0.2744687155555596,f ɾ u t a l
frutales,151,0.3342320649103992,f ɾ u t a l e s
frutas,3513,7.775875788279685,f ɾ u t a s
frutera,18,0.039842232903226395,f ɾ u t e ɾ a
frutería,84,0.1859304202150565,f ɾ u t e ɾ i a
frutero,114,0.25233414172043384,f ɾ u t e ɾ o
frutilla,245,0.5422970589605816,f ɾ u t i j a
frutillas,324,0.717160192258075,f ɾ u t i j a s
fruto,2695,5.965267648566396,f ɾ u t o
frutos,2296,5.082098152544877,f ɾ u t o s
fucsia,87,0.19257079236559424,f u k s j a
fue,802558,1776.4279307970871,f w e
fuego,83708,185.2840906590708,f w e g o
fuegos,4966,10.992029366523461,f w e g o s
fuel,137,0.3032436615412231,f w e l
fuelle,108,0.23905339741935838,f w e j e
fuente,19968,44.198317033979144,f w e n t e
fuentes,6300,13.944781516129238,f w e n t e s
fuera,321684,712.03382495786,f w e ɾ a
fuerais,410,0.9075175272401568,f w e ɾ a i s
fuéramos,5042,11.160252127670416,f w e ɾ a m o s
fueran,13996,30.979549539642033,f w e ɾ a n
fueras,19065,42.19956501666729,f w e ɾ a s
fuerce,223,0.4936009965233048,f w e ɾ s e
fuercen,50,0.11067286917562887,f w e ɾ s e n
fuerces,400,0.8853829534050309,f w e ɾ s e s
fuero,160,0.3541531813620124,f w e ɾ o
fueron,89003,197.00434750476995,f w e ɾ o n
fuerte,98371,217.74001627351575,f w e ɾ t e
fuertemente,1869,4.136951849785007,f w e ɾ t e m e n t e
fuertes,16374,36.243151197634944,f w e ɾ t e s
fuertísima,19,0.04205569028673897,f w e ɾ t i s i m a
fuertísimo,20,0.04426914767025155,f w e ɾ t i s i m o
fuertísimos,10,0.022134573835125775,f w e ɾ t i s i m o s
fuerza,61306,135.69821835362205,f w e ɾ s a
fuérzala,48,0.10624595440860372,f w e ɾ s a l a
fuérzalo,38,0.08411138057347795,f w e ɾ s a l o
fuerzan,174,0.3851415847311885,f w e ɾ s a n
fuerzas,25479,56.39668067451696,f w e ɾ s a s
fuerzo,92,0.20363807928315714,f w e ɾ s o
fuese,19013,42.08446523272464,f w e s e
fuésemos,935,2.06958265358426,f w e s e m o s
fuesen,1798,3.9797963755556145,f w e s e n
fueses,1901,4.20778248605741,f w e s e s
fuga,6836,15.13119467369198,f u g a
fugaces,287,0.6352622690681097,f u g a s e s
fugada,48,0.10624595440860372,f u g a d a
fugado,1022,2.2621534459498545,f u g a d o
fugados,222,0.49138753913979216,f u g a d o s
fugamos,177,0.39178195688172623,f u g a m o s
fugan,40,0.0885382953405031,f u g a n
fugando,70,0.1549420168458804,f u g a n d o
fugándose,82,0.18150350544803137,f u g a n d o s e
fugar,129,0.2855360024731225,f u g a ɾ
fugará,29,0.06419026412186475,f u g a ɾ a
fugaremos,37,0.08189792318996537,f u g a ɾ e m o s
fugaría,33,0.07304409365591506,f u g a ɾ i a
fugarme,455,1.0071231094982227,f u g a ɾ m e
fugarnos,414,0.916371356774207,f u g a ɾ n o s
fugaron,141,0.31209749107527346,f u g a ɾ o n
fugarse,1337,2.959392521756316,f u g a ɾ s e
fugarte,310,0.6861717888888991,f u g a ɾ t e
fugas,706,1.5627009127598797,f u g a s
fugaste,124,0.2744687155555596,f u g a s t e
fugaz,1148,2.5410490762724387,f u g a s
fugazmente,92,0.20363807928315714,f u g a s m e n t e
fugitiva,798,1.7663389920430368,f u x i t i b a
fugitivas,101,0.22355919573477032,f u x i t i b a s
fugitivo,3383,7.48812632842305,f u x i t i b o
fugitivos,1826,4.041773182293967,f u x i t i b o s
fugo,70,0.1549420168458804,f u g o
fugó,763,1.6888679836200966,f u g o
fugue,75,0.1660093037634433,f u g e
fugué,122,0.27004180078853446,f u g e
fuguémonos,94,0.20806499405018228,f u g e m o n o s
fuguemos,19,0.04205569028673897,f u g e m o s
fugues,32,0.07083063627240248,f u g e s
führer,6736,14.909848935340722,f u ɾ e ɾ
fui,104925,232.2470159650572,f w i
fuimos,26848,59.42690383254568,f w i m o s
fuiste,52507,116.2220068360949,f w i s t e
fuisteis,1032,2.28428801978498,f w i s t e i s
fulana,1108,2.4525107809319358,f u l a n a
fulanas,283,0.6264084395340594,f u l a n a s
fulanita,31,0.0686171788888899,f u l a n i t a
fulanito,71,0.157155474229393,f u l a n i t o
fulano,1130,2.5012068433692125,f u l a n o
fulanos,123,0.27225525817204704,f u l a n o s
fulgor,236,0.5223759425089682,f u l g o ɾ
fulmina,62,0.1372343577777798,f u l m i n a
fulminado,89,0.19699770713261938,f u l m i n a d o
fulminados,17,0.03762877551971382,f u l m i n a d o s
