word,cnt,freq_per_mil,transcription
fulminante,267,0.5909931213978582,f u l m i n a n t e
fulminar,28,0.06197680673835217,f u l m i n a ɾ
fulminaron,1,0.0022134573835125774,f u l m i n a ɾ o n
fulmine,40,0.0885382953405031,f u l m i n e
fulminó,80,0.1770765906810062,f u l m i n o
fuma,3984,8.818414215914109,f u m a
fumaba,1112,2.4613646104659863,f u m a b a
fumábamos,123,0.27225525817204704,f u m a b a m o s
fumaban,115,0.25454759910394636,f u m a b a n
fumabas,306,0.6773179593548486,f u m a b a s
fumada,252,0.5577912606451696,f u m a d a
fumadas,30,0.06640372150537732,f u m a d a s
fumadero,97,0.21470536620072,f u m a d e ɾ o
fumado,1416,3.13425565505381,f u m a d o
fumador,911,2.016459676379958,f u m a d o ɾ
fumadora,231,0.5113086555914055,f u m a d o ɾ a
fumadores,972,2.151480576774225,f u m a d o ɾ e s
fumados,47,0.10403249702509114,f u m a d o s
fúmala,2,0.004426914767025155,f u m a l a
fúmalo,106,0.2346264826523332,f u m a l o
fumamos,551,1.2196150183154302,f u m a m o s
fuman,830,1.8371696283154395,f u m a n
fumando,4686,10.372261299139938,f u m a n d o
fumándose,85,0.1881438775985691,f u m a n d o s e
fumar,15489,34.28424141322632,f u m a ɾ
fumara,158,0.34972626659498723,f u m a ɾ a
fumará,56,0.12395361347670435,f u m a ɾ a
fumaran,36,0.07968446580645279,f u m a ɾ a n
fumarán,27,0.059763349354839596,f u m a ɾ a n
fumaras,116,0.256761056487459,f u m a ɾ a s
fumarás,31,0.0686171788888899,f u m a ɾ a s
fumaré,380,0.8411138057347795,f u m a ɾ e
fumaremos,132,0.29217637462366025,f u m a ɾ e m o s
fumaría,103,0.22798611050179549,f u m a ɾ i a
fumarla,278,0.6153411526164966,f u m a ɾ l a
fumarlo,144,0.31873786322581116,f u m a ɾ l o
fumarlos,80,0.1770765906810062,f u m a ɾ l o s
fumarme,589,1.303726398888908,f u m a ɾ m e
fumármelo,72,0.15936893161290558,f u m a ɾ m e l o
fumarnos,140,0.3098840336917608,f u m a ɾ n o s
fumarola,35,0.0774710084229402,f u m a ɾ o l a
fumaron,71,0.157155474229393,f u m a ɾ o n
fumarse,226,0.5002413686738425,f u m a ɾ s e
fumarte,214,0.4736798800716916,f u m a ɾ t e
fumas,2817,6.235309449354931,f u m a s
fumase,13,0.02877494598566351,f u m a s e
fumaste,444,0.9827750782795843,f u m a s t e
fumata,83,0.18371696283154393,f u m a t a
fúmate,442,0.9783481635125593,f u m a t e
fúmatela,60,0.13280744301075464,f u m a t e l a
fúmatelo,207,0.4581856783871035,f u m a t e l o
fume,961,2.127132545555587,f u m e
fumé,620,1.3723435777777981,f u m e
fumémonos,40,0.0885382953405031,f u m e m o n o s
fumemos,223,0.4936009965233048,f u m e m o s
fumen,307,0.6795314167383614,f u m e n
fumes,801,1.7729793641935747,f u m e s
fumetas,20,0.04426914767025155,f u m e t a s
fumiga,6,0.013280744301075465,f u m i g a
fumigación,135,0.298816746774198,f u m i g a s j o n
fumigaciones,17,0.03762877551971382,f u m i g a s j o n e s
fumigadas,8,0.01770765906810062,f u m i g a d a s
fumigado,24,0.05312297720430186,f u m i g a d o
fumigador,122,0.27004180078853446,f u m i g a d o ɾ
fumigadora,16,0.03541531813620124,f u m i g a d o ɾ a
fumigadores,45,0.09960558225806598,f u m i g a d o ɾ e s
fumigamos,18,0.039842232903226395,f u m i g a m o s
fumigando,112,0.2479072269534087,f u m i g a n d o
fumigar,244,0.5400836015770689,f u m i g a ɾ
fumigaron,8,0.01770765906810062,f u m i g a ɾ o n
fumiguen,18,0.039842232903226395,f u m i g e n
fumo,3996,8.84497570451626,f u m o
fumó,429,0.9495732175268957,f u m o
función,8822,19.527121037347957,f u n s j o n
funciona,53348,118.08352449562899,f u n s j o n a
funcionaba,2430,5.378701441935563,f u n s j o n a b a
funcionaban,550,1.2174015609319175,f u n s j o n a b a n
funcionado,3875,8.577147361111239,f u n s j o n a d o
funcional,894,1.9788309008602445,f u n s j o n a l
funcionales,271,0.5998469509319085,f u n s j o n a l e s
funcionalidad,209,0.46261259315412867,f u n s j o n a l i d a d
funcionamiento,2398,5.307870805663161,f u n s j o n a m j e n t o
funcionamos,204,0.4515453062365658,f u n s j o n a m o s
funcionan,8533,18.887431853512822,f u n s j o n a n
funcionando,10666,23.608736452545152,f u n s j o n a n d o
funcionándote,10,0.022134573835125775,f u n s j o n a n d o t e
funcionar,17095,37.839053971147514,f u n s j o n a ɾ
funcionara,2052,4.542014550967809,f u n s j o n a ɾ a
funcionará,8584,19.000318180071964,f u n s j o n a ɾ a
funcionaran,242,0.5356566868100437,f u n s j o n a ɾ a n
funcionarán,427,0.9451463027598707,f u n s j o n a ɾ a n
funcionaremos,17,0.03762877551971382,f u n s j o n a ɾ e m o s
funcionaria,350,0.7747100842294021,f u n s j o n a ɾ j a
funcionaría,2234,4.944863794767098,f u n s j o n a ɾ i a
funcionarían,135,0.298816746774198,f u n s j o n a ɾ i a n
funcionarias,22,0.048696062437276706,f u n s j o n a ɾ j a s
funcionarías,3,0.006640372150537733,f u n s j o n a ɾ i a s
funcionario,2281,5.04889629179219,f u n s j o n a ɾ j o
funcionarios,2140,4.736798800716916,f u n s j o n a ɾ j o s
funcionarle,36,0.07968446580645279,f u n s j o n a ɾ l e
funcionarlos,40,0.0885382953405031,f u n s j o n a ɾ l o s
funcionaron,650,1.4387472992831754,f u n s j o n a ɾ o n
funcionaros,16,0.03541531813620124,f u n s j o n a ɾ o s
funcionarte,34,0.07525755103942763,f u n s j o n a ɾ t e
funcionas,139,0.3076705763082483,f u n s j o n a s
funcionase,272,0.6020604083154211,f u n s j o n a s e
funcionasen,25,0.05533643458781443,f u n s j o n a s e n
funcione,9300,20.58515366666697,f u n s j o n e
funcionen,902,1.9965385599283447,f u n s j o n e n
funciones,3753,8.307105560322704,f u n s j o n e s
funciono,1149,2.5432625336559513,f u n s j o n o
funcionó,12727,28.17067211996457,f u n s j o n o
funda,1398,3.0944134221505832,f u n d a
fundación,3791,8.39121694089618,f u n d a s j o n
fundaciones,191,0.42277036025090226,f u n d a s j o n e s
fundada,594,1.314793685806471,f u n d a d a
fundadas,67,0.14830164469534268,f u n d a d a s
fundado,609,1.3479955465591598,f u n d a d o
fundador,1402,3.103267251684634,f u n d a d o ɾ
fundadora,184,0.4072761585663143,f u n d a d o ɾ a
fundadoras,95,0.21027845143369486,f u n d a d o ɾ a s
fundadores,1184,2.620733542078892,f u n d a d o ɾ e s
fundados,50,0.11067286917562887,f u n d a d o s
fundamentación,3,0.006640372150537733,f u n d a m e n t a s j o n
fundamentada,26,0.05754989197132702,f u n d a m e n t a d a
fundamentadas,20,0.04426914767025155,f u n d a m e n t a d a s
fundamentado,26,0.05754989197132702,f u n d a m e n t a d o
fundamental,2597,5.748348824982164,f u n d a m e n t a l
fundamentales,781,1.728710216523323,f u n d a m e n t a l e s
fundamentalismo,64,0.14166127254480496,f u n d a m e n t a l i s m o
fundamentalista,226,0.5002413686738425,f u n d a m e n t a l i s t a
fundamentalistas,313,0.6928121610394368,f u n d a m e n t a l i s t a s
fundamentalmente,566,1.252816879068119,f u n d a m e n t a l m e n t e
fundamentando,3,0.006640372150537733,f u n d a m e n t a n d o
fundamentar,24,0.05312297720430186,f u n d a m e n t a ɾ
fundamento,874,1.9345617531899926,f u n d a m e n t o
fundamentos,606,1.341355174408622,f u n d a m e n t o s
fundamos,105,0.23241302526882063,f u n d a m o s
fundan,53,0.1173132413261666,f u n d a n
fundar,559,1.2373226773835309,f u n d a ɾ
fundara,19,0.04205569028673897,f u n d a ɾ a
fundaremos,42,0.09296521010752826,f u n d a ɾ e m o s
fundaron,227,0.5024548260573551,f u n d a ɾ o n
fundarse,28,0.06197680673835217,f u n d a ɾ s e
fundas,456,1.0093365668817353,f u n d a s
fundaste,44,0.09739212487455341,f u n d a s t e
funde,275,0.6087007804659588,f u n d e
fundé,203,0.4493318488530532,f u n d e
funden,174,0.3851415847311885,f u n d e n
fundí,29,0.06419026412186475,f u n d i
fundía,34,0.07525755103942763,f u n d i a
fundición,607,1.3435686317921345,f u n d i s j o n
fundida,262,0.5799258344802952,f u n d i d a
fundido,1311,2.901842629784989,f u n d i d o
fundidos,123,0.27225525817204704,f u n d i d o s
fundiendo,80,0.1770765906810062,f u n d j e n d o
fundiéndose,72,0.15936893161290558,f u n d j e n d o s e
fundieron,117,0.2589745138709716,f u n d j e ɾ o n
fundimos,50,0.11067286917562887,f u n d i m o s
fundió,309,0.6839583315053864,f u n d j o
fundir,334,0.7392947660932009,f u n d i ɾ
fundirá,54,0.11952669870967919,f u n d i ɾ a
fundirán,36,0.07968446580645279,f u n d i ɾ a n
fundirlo,56,0.12395361347670435,f u n d i ɾ l o
fundirnos,52,0.11509978394265404,f u n d i ɾ n o s
fundirse,288,0.6374757264516223,f u n d i ɾ s e
fundis,36,0.07968446580645279,f u n d i s
fundiste,24,0.05312297720430186,f u n d i s t e
fundo,186,0.41170307333333944,f u n d o
fundó,1014,2.244445786881754,f u n d o
fúnebre,1073,2.3750397725089956,f u n e b ɾ e
fúnebres,337,0.7459351382437386,f u n e b ɾ e s
funeral,15625,34.585271617384024,f u n e ɾ a l
funerales,1427,3.158603686272448,f u n e ɾ a l e s
funeraria,2179,4.8231236386739065,f u n e ɾ a ɾ j a
funerarias,216,0.47810679483871676,f u n e ɾ a ɾ j a s
funerario,388,0.85882146480288,f u n e ɾ a ɾ j o
funerarios,217,0.48032025222222935,f u n e ɾ a ɾ j o s
funesta,114,0.25233414172043384,f u n e s t a
funestas,67,0.14830164469534268,f u n e s t a s
funesto,174,0.3851415847311885,f u n e s t o
funestos,57,0.12616707086021692,f u n e s t o s
fungicida,25,0.05533643458781443,f u ɲ x i s i d a
fungicidas,12,0.02656148860215093,f u ɲ x i s i d a s
funicular,108,0.23905339741935838,f u n i k u l a ɾ
funk,711,1.5737681996774426,f u n k
funky,531,1.1753458706451785,f u n k i
furcia,323,0.7149467348745625,f u ɾ s j a
furcias,76,0.1682227611469559,f u ɾ s j a s
furgón,966,2.13819983247315,f u ɾ g o n
furgones,140,0.3098840336917608,f u ɾ g o n e s
furgoneta,4881,10.803885488924891,f u ɾ g o n e t a
furgonetas,250,0.5533643458781444,f u ɾ g o n e t a s
furia,4875,10.790604744623815,f u ɾ j a
furias,450,0.9960558225806598,f u ɾ j a s
furiosa,3464,7.6674163764875685,f u ɾ j o s a
furiosamente,131,0.2899629172401476,f u ɾ j o s a m e n t e
furiosas,226,0.5002413686738425,f u ɾ j o s a s
furioso,6466,14.312215441792327,f u ɾ j o s o
furiosos,1307,2.8929888002509387,f u ɾ j o s o s
furor,445,0.9849885356630969,f u ɾ o ɾ
furtiva,279,0.6175546100000091,f u ɾ t i b a
furtivamente,380,0.8411138057347795,f u ɾ t i b a m e n t e
furtivas,69,0.15272855946236785,f u ɾ t i b a s
furtivo,428,0.9473597601433832,f u ɾ t i b o
furtivos,356,0.7879908285304775,f u ɾ t i b o s
fusca,46,0.10181903964157857,f u s k a
fusco,212,0.4692529653046664,f u s k o
fuselaje,452,1.000482737347685,f u s e l a x e
fusible,796,1.7619120772760117,f u s i b l e
fusibles,857,1.8969329776702788,f u s i b l e s
fusil,1888,4.179007540071746,f u s i l
fusilado,467,1.0336845981003735,f u s i l a d o
fusilados,320,0.7083063627240248,f u s i l a d o s
fusilamiento,609,1.3479955465591598,f u s i l a m j e n t o
fusilamos,68,0.15051510207885527,f u s i l a m o s
fusilan,131,0.2899629172401476,f u s i l a n
fusilar,392,0.8676752943369304,f u s i l a ɾ
fusilarán,189,0.41834344548387714,f u s i l a ɾ a n
fusilaremos,32,0.07083063627240248,f u s i l a ɾ e m o s
fusilarla,18,0.039842232903226395,f u s i l a ɾ l a
fusilarlos,150,0.3320186075268866,f u s i l a ɾ l o s
fusilarme,112,0.2479072269534087,f u s i l a ɾ m e
fusilarnos,62,0.1372343577777798,f u s i l a ɾ n o s
fusilaron,121,0.2678283434050219,f u s i l a ɾ o n
fusilarte,94,0.20806499405018228,f u s i l a ɾ t e
fusile,17,0.03762877551971382,f u s i l e
fusilemos,6,0.013280744301075465,f u s i l e m o s
fusilen,163,0.36079355351255016,f u s i l e n
fusilero,86,0.19035733498208166,f u s i l e ɾ o
fusileros,297,0.6573968429032355,f u s i l e ɾ o s
fusiles,758,1.6778006967025338,f u s i l e s
fusilo,18,0.039842232903226395,f u s i l o
fusión,3755,8.311532475089729,f u s j o n
fusiona,81,0.17929004806451876,f u s j o n a
fusionadas,39,0.08632483795699052,f u s j o n a d a s
fusionado,139,0.3076705763082483,f u s j o n a d o
fusionados,46,0.10181903964157857,f u s j o n a d o s
fusionamos,38,0.08411138057347795,f u s j o n a m o s
fusionan,83,0.18371696283154393,f u s j o n a n
fusionando,70,0.1549420168458804,f u s j o n a n d o
fusionándose,36,0.07968446580645279,f u s j o n a n d o s e
fusionar,160,0.3541531813620124,f u s j o n a ɾ
fusionaran,8,0.01770765906810062,f u s j o n a ɾ a n
fusionarán,13,0.02877494598566351,f u s j o n a ɾ a n
fusionarnos,58,0.1283805282437295,f u s j o n a ɾ n o s
fusionaron,110,0.24348031218638355,f u s j o n a ɾ o n
fusionarse,224,0.4958144539068174,f u s j o n a ɾ s e
fusionen,26,0.05754989197132702,f u s j o n e n
fusiones,191,0.42277036025090226,f u s j o n e s
fusionó,68,0.15051510207885527,f u s j o n o
fusta,281,0.6219815247670343,f u s t a
fustigar,31,0.0686171788888899,f u s t i g a ɾ
fustigarlo,6,0.013280744301075465,f u s t i g a ɾ l o
fútbol,16839,37.27240888096829,f u d b o l
futbolera,11,0.024348031218638353,f u d b o l e ɾ a
futbolín,78,0.17264967591398103,f u d b o l i n
futbolista,661,1.4630953305018137,f u d b o l i s t a
futbolistas,253,0.5600047180286821,f u d b o l i s t a s
futbolística,27,0.059763349354839596,f u d b o l i s t i k a
futbolísticas,10,0.022134573835125775,f u d b o l i s t i k a s
futbolito,40,0.0885382953405031,f u d b o l i t o
fútil,245,0.5422970589605816,f u t i l
futón,232,0.513522112974918,f u t o n
futones,43,0.09517866749104083,f u t o n e s
futura,3422,7.57445116638004,f u t u ɾ a
futuras,1679,3.716394946917618,f u t u ɾ a s
future,342,0.7570024251613015,f u t u ɾ e
futurista,246,0.5445105163440941,f u t u ɾ i s t a
futuristas,78,0.17264967591398103,f u t u ɾ i s t a s
futuro,61594,136.3356940800737,f u t u ɾ o
futuros,2182,4.8297640108244435,f u t u ɾ o s
gabacha,15,0.03320186075268866,g a b a tʃ a
gabacho,90,0.19921116451613197,g a b a tʃ o
gabán,49,0.1084594117921163,g a b a n
gabardina,757,1.675587239319021,g a b a ɾ d i n a
gabardinas,44,0.09739212487455341,g a b a ɾ d i n a s
gabinete,2621,5.801471802186465,g a b i n e t e
gabinetes,131,0.2899629172401476,g a b i n e t e s
gabriel,5597,12.388720975519897,g a b ɾ j e l
gabriela,438,0.9694943339785088,g a b ɾ j e l a
gacela,534,1.1819862427957164,g a s e l a
gacelas,136,0.30103020415771053,g a s e l a s
gaceta,321,0.7105198201075374,g a s e t a
gacetas,10,0.022134573835125775,g a s e t a s
gacha,169,0.37407429781362556,g a tʃ a
gachas,487,1.0779537457706252,g a tʃ a s
gafas,8721,19.303561841613188,g a f a s
gafe,291,0.64411609860216,g a f e
gafete,66,0.14608818731183013,g a f e t e
gaga,355,0.785777371146965,g a g a
gage,603,1.3347148022580841,g a x e
gaita,281,0.6219815247670343,g a i t a
gaitas,253,0.5600047180286821,g a i t a s
gaitero,119,0.26340142863799676,g a i t e ɾ o
gaiteros,51,0.11288632655914145,g a i t e ɾ o s
gaje,40,0.0885382953405031,g a x e
gajes,425,0.9407193879928454,g a x e s
gajo,69,0.15272855946236785,g a x o
gajos,46,0.10181903964157857,g a x o s
gala,2097,4.641620133225874,g a l a
galáctica,1788,3.957661801720489,g a l a k t i k a
galácticas,76,0.1682227611469559,g a l a k t i k a s
galáctico,481,1.0646730014695498,g a l a k t i k o
galácticos,77,0.17043621853046848,g a l a k t i k o s
galán,1516,3.3556013934050677,g a l a n
galanes,176,0.38956849949821365,g a l a n e s
galante,786,1.7397775034408858,g a l a n t e
galantemente,53,0.1173132413261666,g a l a n t e m e n t e
galantería,150,0.3320186075268866,g a l a n t e ɾ i a
galantes,94,0.20806499405018228,g a l a n t e s
galápagos,365,0.8079119449820908,g a l a p a g o s
galardón,141,0.31209749107527346,g a l a ɾ d o n
galardonado,101,0.22355919573477032,g a l a ɾ d o n a d o
galardonados,23,0.050909519820789284,g a l a ɾ d o n a d o s
galardonar,7,0.015494201684588043,g a l a ɾ d o n a ɾ
galas,247,0.5467239737276066,g a l a s
gálata,1,0.0022134573835125774,g a l a t a
gálatas,38,0.08411138057347795,g a l a t a s
galaxia,5986,13.249755897706288,g a l a g s j a
galaxias,1862,4.121457648100419,g a l a g s j a s
galeón,178,0.39399541426523876,g a l e o n
galeones,214,0.4736798800716916,g a l e o n e s
galera,380,0.8411138057347795,g a l e ɾ a
galeras,263,0.582139291863808,g a l e ɾ a s
galería,5034,11.142544468602315,g a l e ɾ i a
galerías,647,1.4321069271326377,g a l e ɾ i a s
gales,1279,2.8310119935125866,g a l e s
galés,365,0.8079119449820908,g a l e s
galesa,103,0.22798611050179549,g a l e s a
galesas,12,0.02656148860215093,g a l e s a s
galeses,155,0.34308589444444954,g a l e s e s
galgo,150,0.3320186075268866,g a l g o
galgos,189,0.41834344548387714,g a l g o s
galia,437,0.9672808765949963,g a l j a
galias,52,0.11509978394265404,g a l j a s
galicia,106,0.2346264826523332,g a l i s j a
galilea,504,1.1155825212903392,g a l i l e a
galimatías,208,0.46039913577061614,g a l i m a t i a s
gallardía,74,0.16379584637993075,g a j a ɾ d i a
gallardo,457,1.011550024265248,g a j a ɾ d o
gallega,34,0.07525755103942763,g a j e g a
gallegas,4,0.00885382953405031,g a j e g a s
gallego,139,0.3076705763082483,g a j e g o
gallegos,51,0.11288632655914145,g a j e g o s
galleta,4039,8.940154372007301,g a j e t a
galletas,9912,21.939789585376666,g a j e t a s
galletita,567,1.2550303364516313,g a j e t i t a
galletitas,1314,2.908483001935527,g a j e t i t a s
gallina,7739,17.129946691003838,g a j i n a
gallinas,3624,8.021569557849581,g a j i n a s
gallinero,940,2.080649940501823,g a j i n e ɾ o
gallineros,49,0.1084594117921163,g a j i n e ɾ o s
gallinita,215,0.4758933374552042,g a j i n i t a
gallinitas,39,0.08632483795699052,g a j i n i t a s
gallito,448,0.9916289078136348,g a j i t o
gallitos,68,0.15051510207885527,g a j i t o s
gallo,3220,7.127332774910499,g a j o
gallos,740,1.6379584637993074,g a j o s
galo,544,1.2041208166308421,g a l o
galón,614,1.3590628334767227,g a l o n
galones,1409,3.1187614533692214,g a l o n e s
galopa,128,0.2833225450896099,g a l o p a
galopaban,13,0.02877494598566351,g a l o p a b a n
galopamos,7,0.015494201684588043,g a l o p a m o s
galopando,205,0.4537587636200784,g a l o p a n d o
galopante,103,0.22798611050179549,g a l o p a n t e
galopar,185,0.40948961594982686,g a l o p a ɾ
galope,661,1.4630953305018137,g a l o p e
galos,402,0.8898098681720562,g a l o s
galpón,169,0.37407429781362556,g a l p o n
galvánica,28,0.06197680673835217,g a l b a n i k a
galvanizado,69,0.15272855946236785,g a l b a n i s a d o
galvanómetro,13,0.02877494598566351,g a l b a n o m e t ɾ o
gama,1030,2.2798611050179547,g a m a
gamba,304,0.6728910445878236,g a m b a
gambas,988,2.1868958949104265,g a m b a s
gamberro,734,1.6246777194982318,g a m b e r o
gamberros,577,1.2771649102867573,g a m b e r o s
gameboy,112,0.2479072269534087,g a m e b o i
gamma,1807,3.9997174920072274,g a m m a
gammagrafía,64,0.14166127254480496,g a m m a g ɾ a f i a
gammas,27,0.059763349354839596,g a m m a s
gamo,58,0.1283805282437295,g a m o
gamos,110,0.24348031218638355,g a m o s
gamuza,309,0.6839583315053864,g a m u s a
gana,22699,50.243269148352,g a n a
ganaba,2191,4.849685127276057,g a n a b a
ganábamos,216,0.47810679483871676,g a n a b a m o s
ganaban,425,0.9407193879928454,g a n a b a n
ganabas,283,0.6264084395340594,g a n a b a s
ganad,23,0.050909519820789284,g a n a d
ganada,553,1.2240419330824552,g a n a d a
ganadas,188,0.41612998810036456,g a n a d a s
ganadera,81,0.17929004806451876,g a n a d e ɾ a
ganadería,109,0.24126685480287094,g a n a d e ɾ i a
ganadero,223,0.4936009965233048,g a n a d e ɾ o
ganaderos,271,0.5998469509319085,g a n a d e ɾ o s
ganado,27546,60.971897086237455,g a n a d o
ganador,10928,24.188662287025448,g a n a d o ɾ
ganadora,2298,5.086525067311903,g a n a d o ɾ a
ganadoras,194,0.42941073240144,g a n a d o ɾ a s
ganadores,2618,5.794831430035928,g a n a d o ɾ e s
ganados,252,0.5577912606451696,g a n a d o s
ganáis,186,0.41170307333333944,g a n a i s
gánale,283,0.6264084395340594,g a n a l e
gánales,84,0.1859304202150565,g a n a l e s
gáname,90,0.19921116451613197,g a n a m e
ganamos,8477,18.76347824003612,g a n a m o s
ganan,5651,12.508247674229574,g a n a n
ganancia,2392,5.2945900613620855,g a n a n s j a
gananciales,27,0.059763349354839596,g a n a n s j a l e s
ganancias,6066,13.426832488387296,g a n a n s j a s
ganando,6959,15.403449931864028,g a n a n d o
ganándole,153,0.3386589796774243,g a n a n d o l e
ganándoles,32,0.07083063627240248,g a n a n d o l e s
ganándome,196,0.4338376471684652,g a n a n d o m e
ganándose,254,0.5622181754121947,g a n a n d o s e
ganándote,84,0.1859304202150565,g a n a n d o t e
ganándotela,24,0.05312297720430186,g a n a n d o t e l a
gánanos,34,0.07525755103942763,g a n a n o s
ganar,51407,113.78720371423107,g a n a ɾ
ganara,1015,2.246659244265266,g a n a ɾ a
ganará,3566,7.8931890296058524,g a n a ɾ a
ganáramos,121,0.2678283434050219,g a n a ɾ a m o s
ganaran,263,0.582139291863808,g a n a ɾ a n
ganarán,862,1.9080002645878416,g a n a ɾ a n
