,Unnamed: 0,word,cnt,frq,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_NP,sa_avg_frq_Np,X,stressed_ipa,unsyllabified_ipa,syllabified_ipa,no_spaces_ipa
37992,37993,escapabas,70,0.151315,eskapaBas,VCCVCVCVC,3,7,0.592907,,e s k a p1 a1 b a s,e s k a p a b a s,es.ka.pa.bas,eskapabas
37993,37994,escapada,687,1.485047,eskapaDa,VCCVCVCV,3,13,1.899583,,e s k a p1 a1 d a,e s k a p a d a,es.ka.pa.da,eskapada
37994,37995,escapadas,166,0.358832,eskapaDas,VCCVCVCVC,3,10,0.40855,,e s k a p1 a1 d a s,e s k a p a d a s,es.ka.pa.das,eskapadas
37995,37996,escapado,7520,16.255534,eskapaDo,VCCVCVCV,3,12,0.259037,,e s k a p1 a1 d o,e s k a p a d o,es.ka.pa.do,eskapado
37996,37997,escapados,76,0.164285,eskapaDos,VCCVCVCVC,3,10,1.996923,,e s k a p1 a1 d o s,e s k a p a d o s,es.ka.pa.dos,eskapados
37997,37998,escapamos,1397,3.019811,eskapamos,VCCVCVCVC,3,7,0.213076,,e s k a p1 a1 m o s,e s k a p a m o s,es.ka.pa.mos,eskapamos
37998,37999,escapan,1731,3.741799,eskapan,VCCVCVC,2,9,9.042381,,e s k1 a1 p a n,e s k a p a n,es.ka.pan,eskapan
37999,38000,escapando,3082,6.662175,eskapando,VCCVCVCCV,3,4,0.676053,,e s k a p1 a1 n1 d o,e s k a p a n d o,es.ka.pan.do,eskapando
38000,38001,escapándome,194,0.419358,eskapandome,VCCVCVCCVCV,3,4,0.373964,,e s k a p1 a1 n1 d o m e,e s k a p a n d o m e,es.ka.pan.do.me,eskapandome
38001,38002,escapándonos,60,0.129698,eskapandonos,VCCVCVCCVCVC,3,0,0.0,,e s k a p1 a1 n1 d o n o s,e s k a p a n d o n o s,es.ka.pan.do.nos,eskapandonos
38002,38003,escapándose,448,0.968415,eskapandose,VCCVCVCCVCV,3,4,0.236699,,e s k a p1 a1 n1 d o s e,e s k a p a n d o s e,es.ka.pan.do.se,eskapandose
38003,38004,escapándosenos,9,0.019455,eskapandosenos,VCCVCVCCVCVCVC,3,0,0.0,,e s k a p1 a1 n1 d o s e n o s,e s k a p a n d o s e n o s,es.ka.pan.do.se.nos,eskapandosenos
38004,38005,escapándote,238,0.51447,eskapandote,VCCVCVCCVCV,3,3,0.465473,,e s k a p1 a1 n1 d o t e,e s k a p a n d o t e,es.ka.pan.do.te,eskapandote
38005,38006,escapar,29582,63.945638,eskapar,VCCVCVC,3,15,2.128207,,e s k a p1 a1 ɾ1,e s k a p a ɾ,es.ka.paɾ,eskapaɾ
38006,38007,escapara,956,2.066528,eskapara,VCCVCVCV,3,19,3.786283,,e s k a p1 a1 ɾ a,e s k a p a ɾ a,es.ka.pa.ɾa,eskapaɾa
38007,38008,escapará,1097,2.371319,eskapara,VCCVCVCV,4,19,3.786283,,e s k a p a ɾ1 a1,e s k a p a ɾ a,es.ka.pa.ɾa,eskapaɾa
38008,38009,escapáramos,67,0.14483,eskaparamos,VCCVCVCVCVC,3,5,0.227837,,e s k a p1 a1 ɾ a m o s,e s k a p a ɾ a m o s,es.ka.pa.ɾa.mos,eskapaɾamos
38009,38010,escaparan,242,0.523117,eskaparan,VCCVCVCVC,3,12,1.060465,,e s k a p1 a1 ɾ a n,e s k a p a ɾ a n,es.ka.pa.ɾan,eskapaɾan
38010,38011,escaparán,313,0.676593,eskaparan,VCCVCVCVC,4,12,1.060465,,e s k a p a ɾ1 a1 n1,e s k a p a ɾ a n,es.ka.pa.ɾan,eskapaɾan
38011,38012,escaparas,186,0.402065,eskaparas,VCCVCVCVC,3,14,0.481119,,e s k a p1 a1 ɾ a s,e s k a p a ɾ a s,es.ka.pa.ɾas,eskapaɾas
38012,38013,escaparás,728,1.573674,eskaparas,VCCVCVCVC,4,14,0.481119,,e s k a p a ɾ1 a1 s1,e s k a p a ɾ a s,es.ka.pa.ɾas,eskapaɾas
38013,38014,escaparate,785,1.696888,eskaparate,VCCVCVCVCV,4,2,3.087903,,e s k a p a ɾ1 a1 t e,e s k a p a ɾ a t e,es.ka.pa.ɾa.te,eskapaɾate
38014,38015,escaparates,353,0.763059,eskaparates,VCCVCVCVCVC,4,1,1.696888,,e s k a p a ɾ1 a1 t e s,e s k a p a ɾ a t e s,es.ka.pa.ɾa.tes,eskapaɾates
38015,38016,escaparé,411,0.888434,eskapare,VCCVCVCV,4,12,7.697961,,e s k a p a ɾ1 e1,e s k a p a ɾ e,es.ka.pa.ɾe,eskapaɾe
38016,38017,escaparemos,380,0.821423,eskaparemos,VCCVCVCVCVC,4,5,0.090357,,e s k a p a ɾ1 e1 m o s,e s k a p a ɾ e m o s,es.ka.pa.ɾe.mos,eskapaɾemos
38017,38018,escaparía,340,0.734958,eskaparia,VCCVCVCVV,4,6,0.835114,,e s k a p a ɾ1 i1 a,e s k a p a ɾ i a,es.ka.pa.ɾi.a,eskapaɾia
38018,38019,escaparíamos,51,0.110244,eskapariamos,VCCVCVCVVCVC,4,2,0.076738,,e s k a p a ɾ1 i1 a m o s,e s k a p a ɾ i a m o s,es.ka.pa.ɾi.a.mos,eskapaɾiamos
38019,38020,escaparían,45,0.097274,eskaparian,VCCVCVCVVC,4,6,0.390176,,e s k a p a ɾ1 i1 a n,e s k a p a ɾ i a n,es.ka.pa.ɾi.an,eskapaɾian
38020,38021,escaparías,184,0.397742,eskaparias,VCCVCVCVVC,4,6,0.469797,,e s k a p a ɾ1 i1 a s,e s k a p a ɾ i a s,es.ka.pa.ɾi.as,eskapaɾias
38021,38022,escaparle,88,0.190224,eskaparle,VCCVCVCCV,3,7,3.346837,,e s k a p1 a1 ɾ1 l e,e s k a p a ɾ l e,es.ka.paɾ.le,eskapaɾle
38022,38023,escaparme,2927,6.327121,eskaparme,VCCVCVCCV,3,6,2.877503,,e s k a p1 a1 ɾ1 m e,e s k a p a ɾ m e,es.ka.paɾ.me,eskapaɾme
38023,38024,escaparnos,1054,2.278369,eskaparnos,VCCVCVCCVC,3,2,0.067011,,e s k a p1 a1 ɾ1 n o s,e s k a p a ɾ n o s,es.ka.paɾ.nos,eskapaɾnos
38024,38025,escaparon,2651,5.730508,eskaparon,VCCVCVCVC,3,6,0.288939,,e s k a p1 a1 ɾ o n,e s k a p a ɾ o n,es.ka.pa.ɾon,eskapaɾon
38025,38026,escaparse,4969,10.74119,eskaparse,VCCVCVCCV,3,9,1.460788,,e s k a p1 a1 ɾ1 s e,e s k a p a ɾ s e,es.ka.paɾ.se,eskapaɾse
38026,38027,escapársele,111,0.239942,eskaparsele,VCCVCVCCVCV,3,3,0.018014,,e s k a p1 a1 ɾ1 s e l e,e s k a p a ɾ s e l e,es.ka.paɾ.se.le,eskapaɾsele
38027,38028,escapársenos,63,0.136183,eskaparsenos,VCCVCVCCVCVC,3,0,0.0,,e s k a p1 a1 ɾ1 s e n o s,e s k a p a ɾ s e n o s,es.ka.paɾ.se.nos,eskapaɾsenos
38028,38029,escaparte,2504,5.412747,eskaparte,VCCVCVCCV,3,8,3.152752,,e s k a p1 a1 ɾ1 t e,e s k a p a ɾ t e,es.ka.paɾ.te,eskapaɾte
38029,38030,escapas,843,1.822263,eskapas,VCCVCVC,2,17,5.143178,,e s k1 a1 p a s,e s k a p a s,es.ka.pas,eskapas
38030,38031,escapase,93,0.201033,eskapase,VCCVCVCV,3,10,1.90073,,e s k a p1 a1 s e,e s k a p a s e,es.ka.pa.se,eskapase
38031,38032,escapásemos,9,0.019455,eskapasemos,VCCVCVCVCVC,3,3,0.275969,,e s k a p1 a1 s e m o s,e s k a p a s e m o s,es.ka.pa.se.mos,eskapasemos
38032,38033,escapaste,2023,4.372998,eskapaste,VCCVCVCCV,3,6,1.121171,,e s k a p1 a1 s1 t e,e s k a p a s t e,es.ka.pas.te,eskapaste
38033,38034,escápate,452,0.977061,eskapate,VCCVCVCV,2,6,1.817939,,e s k1 a1 p a t e,e s k a p a t e,es.ka.pa.te,eskapate
38034,38035,escapatoria,1331,2.877143,eskapatorja,VCCVCVCVCVV,4,1,0.062688,,e s k a p a t1 o1 ɾ j a,e s k a p a t o ɾ j a,es.ka.pa.to.ɾja,eskapatoɾja
38035,38036,escapatorias,29,0.062688,eskapatorjas,VCCVCVCVCVVC,4,1,2.877143,,e s k a p a t1 o1 ɾ j a s,e s k a p a t o ɾ j a s,es.ka.pa.to.ɾjas,eskapatoɾjas
38036,38037,escape,10302,22.269217,eskape,VCCVCV,2,16,3.142349,,e s k1 a1 p e,e s k a p e,es.ka.pe,eskape
38037,38038,escapé,2316,5.006359,eskape,VCCVCV,3,16,3.142349,,e s k a p1 e1,e s k a p e,es.ka.pe,eskape
38038,38039,escapémonos,140,0.30263,eskapemonos,VCCVCVCVCVC,3,0,0.0,,e s k a p1 e1 m o n o s,e s k a p e m o n o s,es.ka.pe.mo.nos,eskapemonos
38039,38040,escapemos,323,0.69821,eskapemos,VCCVCVCVC,3,4,0.794943,,e s k a p1 e1 m o s,e s k a p e m o s,es.ka.pe.mos,eskapemos
38040,38041,escapen,917,1.982224,eskapen,VCCVCVC,2,9,3.765097,,e s k1 a1 p e n,e s k a p e n,es.ka.pen,eskapen
38041,38042,escapes,941,2.034103,eskapes,VCCVCVC,2,12,2.894256,,e s k1 a1 p e s,e s k a p e s,es.ka.pes,eskapes
38042,38043,escápese,68,0.146992,eskapese,VCCVCVCV,2,3,0.753692,,e s k1 a1 p e s e,e s k a p e s e,es.ka.pe.se,eskapese
38043,38044,escapismo,63,0.136183,eskapizmo,VCCVCVCCV,3,0,0.0,,e s k a p1 i1 s1 m o,e s k a p i s m o,es.ka.pis.mo,eskapismo
38044,38045,escapista,120,0.259397,eskapista,VCCVCVCCV,3,0,0.0,,e s k a p1 i1 s1 t a,e s k a p i s t a,es.ka.pis.ta,eskapista
38045,38046,escapo,1374,2.970094,eskapo,VCCVCV,2,17,2.592951,,e s k1 a1 p o,e s k a p o,es.ka.po,eskapo
38046,38047,escapó,12315,26.620598,eskapo,VCCVCV,3,17,2.592951,,e s k a p1 o1,e s k a p o,es.ka.po,eskapo
38047,38048,escaqueado,112,0.242104,eskakeaDo,VCCVCVVCV,4,5,0.127969,,e s k a k e a1 d o,e s k a k e a d o,es.ka.ke.a.do,eskakeado
38048,38049,escarabajo,1180,2.550735,eskaraBaxo,VCCVCVCVCV,4,1,1.521795,,e s k a ɾ a b1 a1 x o,e s k a ɾ a b a x o,es.ka.ɾa.ba.xo,eskaɾabaxo
38049,38050,escarabajos,704,1.521795,eskaraBaxos,VCCVCVCVCVC,4,1,2.550735,,e s k a ɾ a b1 a1 x o s,e s k a ɾ a b a x o s,es.ka.ɾa.ba.xos,eskaɾabaxos
38050,38051,escaramuza,246,0.531763,eskaramusa,VCCVCVCVCV,4,2,0.141588,,e s k a ɾ a m1 u1 s a,e s k a ɾ a m u s a,es.ka.ɾa.mu.sa,eskaɾamusa
38051,38052,escaramuzas,129,0.278852,eskaramusas,VCCVCVCVCVC,4,2,0.268043,,e s k a ɾ a m1 u1 s a s,e s k a ɾ a m u s a s,es.ka.ɾa.mu.sas,eskaɾamusas
38052,38053,escarba,104,0.224811,eskarBa,VCCVCCV,2,14,0.188063,,e s k1 a1 ɾ1 b a,e s k a ɾ b a,es.kaɾ.ba,eskaɾba
38053,38054,escarbadientes,127,0.274528,eskarBaDjentes,VCCVCCVCVVCCVC,4,0,0.0,,e s k a ɾ b a d1 j1 e1 n1 t e s,e s k a ɾ b a d j e n t e s,es.kaɾ.ba.djen.tes,eskaɾbadjentes
38054,38055,escarbamos,32,0.069172,eskarBamos,VCCVCCVCVC,3,2,0.137265,,e s k a ɾ b1 a1 m o s,e s k a ɾ b a m o s,es.kaɾ.ba.mos,eskaɾbamos
38055,38056,escarbando,292,0.631199,eskarBando,VCCVCCVCCV,3,3,0.476281,,e s k a ɾ b1 a1 n1 d o,e s k a ɾ b a n d o,es.kaɾ.ban.do,eskaɾbando
38056,38057,escarbar,387,0.836555,eskarBar,VCCVCCVC,3,12,0.261378,,e s k a ɾ b1 a1 ɾ1,e s k a ɾ b a ɾ,es.kaɾ.baɾ,eskaɾbaɾ
38057,38058,escarbas,79,0.17077,eskarBas,VCCVCCVC,2,12,0.114207,,e s k1 a1 ɾ1 b a s,e s k a ɾ b a s,es.kaɾ.bas,eskaɾbas
38058,38059,escarbe,35,0.075657,eskarBe,VCCVCCV,2,10,0.064849,,e s k1 a1 ɾ1 b e,e s k a ɾ b e,es.kaɾ.be,eskaɾbe
38059,38060,escarben,21,0.045394,eskarBen,VCCVCCVC,2,6,0.062328,,e s k1 a1 ɾ1 b e n,e s k a ɾ b e n,es.kaɾ.ben,eskaɾben
38060,38061,escarbes,40,0.086466,eskarBes,VCCVCCVC,2,7,0.058056,,e s k1 a1 ɾ1 b e s,e s k a ɾ b e s,es.kaɾ.bes,eskaɾbes
38061,38062,escarbo,20,0.043233,eskarBo,VCCVCCV,2,11,0.071727,,e s k1 a1 ɾ1 b o,e s k a ɾ b o,es.kaɾ.bo,eskaɾbo
38062,38063,escarbó,25,0.054041,eskarBo,VCCVCCV,3,11,0.071727,,e s k a ɾ b1 o1,e s k a ɾ b o,es.kaɾ.bo,eskaɾbo
38063,38064,escarcha,353,0.763059,eskarCa,VCCVCCV,2,7,0.066084,,e s k1 a1 ɾ1 t ͡ ʃ a,e s k a ɾ t ͡ ʃ a,es.kaɾ.t͡ʃa,eskaɾt͡ʃa
38064,38065,escarchado,62,0.134022,eskarCaDo,VCCVCCVCV,3,7,0.067937,,e s k a ɾ t1 ͡1 ʃ1 a1 d o,e s k a ɾ t ͡ ʃ a d o,es.kaɾ.t͡ʃa.do,eskaɾt͡ʃado
38065,38066,escarlata,1122,2.42536,eskarlata,VCCVCCVCV,3,1,0.054041,,e s k a ɾ l1 a1 t a,e s k a ɾ l a t a,es.kaɾ.la.ta,eskaɾlata
38066,38067,escarlatina,180,0.389095,eskarlatina,VCCVCCVCVCV,4,0,0.0,,e s k a ɾ l a t1 i1 n a,e s k a ɾ l a t i n a,es.kaɾ.la.ti.na,eskaɾlatina
38067,38068,escarmentado,83,0.179416,eskarmentaDo,VCCVCCVCCVCV,4,2,0.021617,,e s k a ɾ m e n t1 a1 d o,e s k a ɾ m e n t a d o,es.kaɾ.men.ta.do,eskaɾmentado
38068,38069,escarmentar,54,0.116729,eskarmentar,VCCVCCVCCVC,4,3,0.011529,,e s k a ɾ m e n t1 a1 ɾ1,e s k a ɾ m e n t a ɾ,es.kaɾ.men.taɾ,eskaɾmentaɾ
38069,38070,escarmentara,4,0.008647,eskarmentara,VCCVCCVCCVCV,4,7,0.026248,,e s k a ɾ m e n t1 a1 ɾ a,e s k a ɾ m e n t a ɾ a,es.kaɾ.men.ta.ɾa,eskaɾmentaɾa
38070,38071,escarmentará,5,0.010808,eskarmentara,VCCVCCVCCVCV,5,7,0.026248,,e s k a ɾ m e n t a ɾ1 a1,e s k a ɾ m e n t a ɾ a,es.kaɾ.men.ta.ɾa,eskaɾmentaɾa
38071,38072,escarmentarlo,22,0.047556,eskarmentarlo,VCCVCCVCCVCCV,4,2,0.030263,,e s k a ɾ m e n t1 a1 ɾ1 l o,e s k a ɾ m e n t a ɾ l o,es.kaɾ.men.taɾ.lo,eskaɾmentaɾlo
38072,38073,escarmentarlos,26,0.056203,eskarmentarlos,VCCVCCVCCVCCVC,4,3,0.020175,,e s k a ɾ m e n t1 a1 ɾ1 l o s,e s k a ɾ m e n t a ɾ l o s,es.kaɾ.men.taɾ.los,eskaɾmentaɾlos
38073,38074,escarmentarte,18,0.03891,eskarmentarte,VCCVCCVCCVCCV,4,3,0.010808,,e s k a ɾ m e n t1 a1 ɾ1 t e,e s k a ɾ m e n t a ɾ t e,es.kaɾ.men.taɾ.te,eskaɾmentaɾte
38074,38075,escarmiento,374,0.808453,eskarmjento,VCCVCCVVCCV,3,4,0.029722,,e s k a ɾ m1 j1 e1 n1 t o,e s k a ɾ m j e n t o,es.kaɾ.mjen.to,eskaɾmjento
38075,38076,escarmientos,21,0.045394,eskarmjentos,VCCVCCVVCCVC,3,3,0.279572,,e s k a ɾ m1 j1 e1 n1 t o s,e s k a ɾ m j e n t o s,es.kaɾ.mjen.tos,eskaɾmjentos
38076,38077,escarpada,65,0.140507,eskarpaDa,VCCVCCVCV,3,6,0.3156,,e s k a ɾ p1 a1 d a,e s k a ɾ p a d a,es.kaɾ.pa.da,eskaɾpada
38077,38078,escarpadas,48,0.103759,eskarpaDas,VCCVCCVCVC,3,4,0.156719,,e s k a ɾ p1 a1 d a s,e s k a ɾ p a d a s,es.kaɾ.pa.das,eskaɾpadas
38078,38079,escarpado,108,0.233457,eskarpaDo,VCCVCCVCV,3,8,2.085713,,e s k a ɾ p1 a1 d o,e s k a ɾ p a d o,es.kaɾ.pa.do,eskaɾpado
38079,38080,escarpados,40,0.086466,eskarpaDos,VCCVCCVCVC,3,4,0.153477,,e s k a ɾ p1 a1 d o s,e s k a ɾ p a d o s,es.kaɾ.pa.dos,eskaɾpados
38080,38081,escarpia,22,0.047556,eskarpja,VCCVCCVV,2,2,0.102678,,e s k1 a1 ɾ1 p j a,e s k a ɾ p j a,es.kaɾ.pja,eskaɾpja
38081,38082,escarpines,47,0.101597,eskarpines,VCCVCCVCVC,3,0,0.0,,e s k a ɾ p1 i1 n e s,e s k a ɾ p i n e s,es.kaɾ.pi.nes,eskaɾpines
38082,38083,escasa,595,1.286176,eskasa,VCCVCV,2,15,3.845414,,e s k1 a1 s a,e s k a s a,es.ka.sa,eskasa
38083,38084,escasamente,182,0.393419,eskasamente,VCCVCVCVCCV,4,0,0.0,,e s k a s a m1 e1 n1 t e,e s k a s a m e n t e,es.ka.sa.men.te,eskasamente
38084,38085,escasas,465,1.005163,eskasas,VCCVCVC,2,13,1.713682,,e s k1 a1 s a s,e s k a s a s,es.ka.sas,eskasas
38085,38086,escasea,264,0.570673,eskasea,VCCVCVV,3,9,0.56683,,e s k a s1 e1 a,e s k a s e a,es.ka.se.a,eskasea
38086,38087,escaseaba,45,0.097274,eskaseaBa,VCCVCVVCV,4,5,0.028966,,e s k a s e a1 b a,e s k a s e a b a,es.ka.se.a.ba,eskaseaba
38087,38088,escaseado,15,0.032425,eskaseaDo,VCCVCVVCV,4,3,0.270926,,e s k a s e a1 d o,e s k a s e a d o,es.ka.se.a.do,eskaseado
38088,38089,escasean,270,0.583643,eskasean,VCCVCVVC,3,6,0.154918,,e s k a s1 e1 a n,e s k a s e a n,es.ka.se.an,eskasean
38089,38090,escaseando,26,0.056203,eskaseando,VCCVCVVCCV,4,2,0.612825,,e s k a s e a1 n1 d o,e s k a s e a n d o,es.ka.se.an.do,eskaseando
38090,38091,escasear,72,0.155638,eskasear,VCCVCVVC,4,7,0.321158,,e s k a s e a1 ɾ1,e s k a s e a ɾ,es.ka.se.aɾ,eskaseaɾ
38091,38092,escaseará,2,0.004323,eskaseara,VCCVCVVCV,5,7,0.044159,,e s k a s e a ɾ1 a1,e s k a s e a ɾ a,es.ka.se.a.ɾa,eskaseaɾa
38092,38093,escasez,1252,2.706373,eskases,VCCVCVC,3,14,0.902794,,e s k a s1 e1 s1,e s k a s e s,es.ka.ses,eskases
38093,38094,escaso,717,1.549896,eskaso,VCCVCV,2,21,1.635229,,e s k1 a1 s o,e s k a s o,es.ka.so,eskaso
38094,38095,escasos,790,1.707696,eskasos,VCCVCVC,2,4,1.348863,,e s k1 a1 s o s,e s k a s o s,es.ka.sos,eskasos
38095,38096,escatima,65,0.140507,eskatima,VCCVCVCV,3,7,0.081833,,e s k a t1 i1 m a,e s k a t i m a,es.ka.ti.ma,eskatima
38096,38097,escatimado,66,0.142668,eskatimaDo,VCCVCVCVCV,4,0,0.0,,e s k a t i m1 a1 d o,e s k a t i m a d o,es.ka.ti.ma.do,eskatimado
38097,38098,escatiman,28,0.060526,eskatiman,VCCVCVCVC,3,4,0.104299,,e s k a t1 i1 m a n,e s k a t i m a n,es.ka.ti.man,eskatiman
38098,38099,escatimando,43,0.092951,eskatimando,VCCVCVCVCCV,4,0,0.0,,e s k a t i m1 a1 n1 d o,e s k a t i m a n d o,es.ka.ti.man.do,eskatimando
38099,38100,escatimar,105,0.226972,eskatimar,VCCVCVCVC,4,7,0.046012,,e s k a t i m1 a1 ɾ1,e s k a t i m a ɾ,es.ka.ti.maɾ,eskatimaɾ
38100,38101,escatimarán,8,0.017293,eskatimaran,VCCVCVCVCVC,5,5,0.015564,,e s k a t i m a ɾ1 a1 n1,e s k a t i m a ɾ a n,es.ka.ti.ma.ɾan,eskatimaɾan
38101,38102,escatimaremos,23,0.049718,eskatimaremos,VCCVCVCVCVCVC,5,0,0.0,,e s k a t i m a ɾ1 e1 m o s,e s k a t i m a ɾ e m o s,es.ka.ti.ma.ɾe.mos,eskatimaɾemos
38102,38103,escatimaría,5,0.010808,eskatimaria,VCCVCVCVCVV,5,5,0.011241,,e s k a t i m a ɾ1 i1 a,e s k a t i m a ɾ i a,es.ka.ti.ma.ɾi.a,eskatimaɾia
38103,38104,escatimaste,5,0.010808,eskatimaste,VCCVCVCVCCV,4,0,0.0,,e s k a t i m1 a1 s1 t e,e s k a t i m a s t e,es.ka.ti.mas.te,eskatimaste
38104,38105,escatimes,71,0.153476,eskatimes,VCCVCVCVC,3,5,0.043665,,e s k a t1 i1 m e s,e s k a t i m e s,es.ka.ti.mes,eskatimes
38105,38106,escatimó,31,0.067011,eskatimo,VCCVCVCV,4,3,0.095833,,e s k a t i m1 o1,e s k a t i m o,es.ka.ti.mo,eskatimo
38106,38107,escatología,10,0.021616,eskatoloxia,VCCVCVCVCVV,5,0,0.0,,e s k a t o l o x1 i1 a,e s k a t o l o x i a,es.ka.to.lo.xi.a,eskatoloxia
38107,38108,escatológico,34,0.073496,eskatoloxiko,VCCVCVCVCVCV,4,0,0.0,,e s k a t o l1 o1 x i k o,e s k a t o l o x i k o,es.ka.to.lo.xi.ko,eskatoloxiko
38108,38109,escavando,23,0.049718,eskaBando,VCCVCVCCV,3,4,2.3724,,e s k a b1 a1 n1 d o,e s k a b a n d o,es.ka.ban.do,eskabando
38109,38110,escayola,402,0.868979,eskaHola,VCCVCVCV,3,5,0.027669,,e s k a i1 o1 l a,e s k a i o l a,es.ka.io.la,eskaiola
38110,38111,escayolada,27,0.058364,eskaHolaDa,VCCVCVCVCV,4,3,0.030263,,e s k a i o l1 a1 d a,e s k a i o l a d a,es.ka.io.la.da,eskaiolada
38111,38112,escena,38243,82.667603,essena,VCCVCV,2,5,2.839531,,e s s1 e1 n a,e s s e n a,es.se.na,essena
38112,38113,escenario,15640,33.808052,essenarjo,VCCVCVCVV,3,1,2.226489,,e s s e n1 a1 ɾ j o,e s s e n a ɾ j o,es.se.na.ɾjo,essenaɾjo
38113,38114,escenarios,1030,2.226489,essenarjos,VCCVCVCVVC,3,1,33.808052,,e s s e n1 a1 ɾ j o s,e s s e n a ɾ j o s,es.se.na.ɾjos,essenaɾjos
38114,38115,escenas,6219,13.44324,essenas,VCCVCVC,2,3,27.621437,,e s s1 e1 n a s,e s s e n a s,es.se.nas,essenas
38115,38116,escénica,72,0.155638,essenika,VCCVCVCV,2,2,0.440975,,e s s1 e1 n i k a,e s s e n i k a,es.se.ni.ka,essenika
38116,38117,escénicas,75,0.162123,essenikas,VCCVCVCVC,2,2,0.095112,,e s s1 e1 n i k a s,e s s e n i k a s,es.se.ni.kas,essenikas
38117,38118,escénico,333,0.719826,esseniko,VCCVCVCV,2,2,0.095112,,e s s1 e1 n i k o,e s s e n i k o,es.se.ni.ko,esseniko
38118,38119,escenifica,21,0.045394,essenifika,VCCVCVCVCV,4,6,0.037108,,e s s e n i f1 i1 k a,e s s e n i f i k a,es.se.ni.fi.ka,essenifika
38119,38120,escenificación,77,0.166446,essenifikasjon,VCCVCVCVCVCVVC,6,0,0.0,,e s s e n i f i k a s1 i1 o1 n1,e s s e n i f i k a s i o n,es.se.ni.fi.ka.sion,essenifikasion
38120,38121,escenificado,36,0.077819,essenifikaDo,VCCVCVCVCVCV,5,2,0.043233,,e s s e n i f i k1 a1 d o,e s s e n i f i k a d o,es.se.ni.fi.ka.do,essenifikado
38121,38122,escenificar,54,0.116729,essenifikar,VCCVCVCVCVC,5,4,0.019455,,e s s e n i f i k1 a1 ɾ1,e s s e n i f i k a ɾ,es.se.ni.fi.kaɾ,essenifikaɾ
38122,38123,escenificaron,21,0.045394,essenifikaron,VCCVCVCVCVCVC,5,1,0.002162,,e s s e n i f i k1 a1 ɾ o n,e s s e n i f i k a ɾ o n,es.se.ni.fi.ka.ɾon,essenifikaɾon
38123,38124,escenificó,28,0.060526,essenifiko,VCCVCVCVCV,5,3,0.020896,,e s s e n i f i k1 o1,e s s e n i f i k o,es.se.ni.fi.ko,essenifiko
38124,38125,escenografía,182,0.393419,essenoGrafia,VCCVCVCCVCVV,5,4,0.019995,,e s s e n o ɡ ɾ a f1 i1 a,e s s e n o ɡ ɾ a f i a,es.se.no.ɡɾa.fi.a,essenoɡɾafia
38125,38126,escéptica,291,0.629037,esseptika,VCCVCCVCV,2,2,0.902485,,e s s1 e1 p1 t i k a,e s s e p t i k a,es.sep.ti.ka,esseptika
38126,38127,escepticismo,463,1.000839,esseptisizmo,VCCVCCVCVCCV,4,1,0.006485,,e s s e p t i s1 i1 s1 m o,e s s e p t i s i s m o,es.sep.ti.sis.mo,esseptisismo
38127,38128,escéptico,820,1.772545,esseptiko,VCCVCCVCV,2,2,0.719826,,e s s1 e1 p1 t i k o,e s s e p t i k o,es.sep.ti.ko,esseptiko
38128,38129,escépticos,375,0.810615,esseptikos,VCCVCCVCVC,2,2,0.902485,,e s s1 e1 p1 t i k o s,e s s e p t i k o s,es.sep.ti.kos,esseptikos
38129,38130,escisión,71,0.153476,essisjon,VCCVCVVC,3,1,0.069172,,e s s i s1 j1 o1 n1,e s s i s j o n,es.si.sjon,essisjon
38130,38131,escisiones,11,0.023778,essisjones,VCCVCVVCVC,3,0,0.0,,e s s i s1 j1 o1 n e s,e s s i s j o n e s,es.si.sjo.nes,essisjones
38131,38132,esclarecedor,164,0.354509,esklareseDor,VCCCVCVCVCVC,5,1,0.123213,,e s k l a ɾ e s e d1 o1 ɾ1,e s k l a ɾ e s e d o ɾ,es.kla.ɾe.se.doɾ,esklaɾesedoɾ
38132,38133,esclarecedora,57,0.123213,esklareseDora,VCCCVCVCVCVCV,5,2,0.182659,,e s k l a ɾ e s e d1 o1 ɾ a,e s k l a ɾ e s e d o ɾ a,es.kla.ɾe.se.do.ɾa,esklaɾesedoɾa
38133,38134,esclarecer,227,0.490692,esklareser,VCCCVCVCVC,4,4,0.020536,,e s k l a ɾ e s1 e1 ɾ1,e s k l a ɾ e s e ɾ,es.kla.ɾe.seɾ,esklaɾeseɾ
38134,38135,esclarecerles,4,0.008647,esklareserles,VCCCVCVCVCCVC,4,3,0.01297,,e s k l a ɾ e s1 e1 ɾ1 l e s,e s k l a ɾ e s e ɾ l e s,es.kla.ɾe.seɾ.les,esklaɾeseɾles
38135,38136,esclarecernos,18,0.03891,esklaresernos,VCCCVCVCVCCVC,4,2,0.006485,,e s k l a ɾ e s1 e1 ɾ1 n o s,e s k l a ɾ e s e ɾ n o s,es.kla.ɾe.seɾ.nos,esklaɾeseɾnos
38136,38137,esclarecido,33,0.071334,esklaresiDo,VCCCVCVCVCV,4,2,0.023778,,e s k l a ɾ e s1 i1 d o,e s k l a ɾ e s i d o,es.kla.ɾe.si.do,esklaɾesido
38137,38138,esclarecidos,13,0.028101,esklaresiDos,VCCCVCVCVCVC,4,3,0.030263,,e s k l a ɾ e s1 i1 d o s,e s k l a ɾ e s i d o s,es.kla.ɾe.si.dos,esklaɾesidos
