,Unnamed: 0,word,cnt,frq,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_NP,sa_avg_frq_Np,X,stressed_ipa,unsyllabified_ipa,syllabified_ipa,no_spaces_ipa
37845,37846,esbozos,108,0.233457,ezBosos,VCCVCVC,2,4,0.167527,,e s b1 o1 s o s,e s b o s o s,es.bo.sos,esbosos
37846,37847,escabeche,246,0.531763,eskaBeCe,VCCVCVCV,3,4,0.024318,,e s k a b1 e1 t ͡ ʃ e,e s k a b e t ͡ ʃ e,es.ka.be.t͡ʃe,eskabet͡ʃe
37847,37848,escabechina,17,0.036748,eskaBeCina,VCCVCVCVCV,4,1,0.002162,,e s k a b e t1 ͡1 ʃ1 i1 n a,e s k a b e t ͡ ʃ i n a,es.ka.be.t͡ʃi.na,eskabet͡ʃina
37848,37849,escabel,18,0.03891,eskaBel,VCCVCVC,3,7,0.046321,,e s k a b1 e1 l1,e s k a b e l,es.ka.bel,eskabel
37849,37850,escabrosa,46,0.099435,eskaBrosa,VCCVCCVCV,3,3,0.141227,,e s k a b1 ɾ1 o1 s a,e s k a b ɾ o s a,es.ka.bɾo.sa,eskabɾosa
37850,37851,escabrosas,28,0.060526,eskaBrosas,VCCVCCVCVC,3,2,0.153476,,e s k a b1 ɾ1 o1 s a s,e s k a b ɾ o s a s,es.ka.bɾo.sas,eskabɾosas
37851,37852,escabroso,163,0.352347,eskaBroso,VCCVCCVCV,3,2,0.153476,,e s k a b1 ɾ1 o1 s o,e s k a b ɾ o s o,es.ka.bɾo.so,eskabɾoso
37852,37853,escabrosos,96,0.207517,eskaBrosos,VCCVCCVCVC,3,2,0.206437,,e s k a b1 ɾ1 o1 s o s,e s k a b ɾ o s o s,es.ka.bɾo.sos,eskabɾosos
37853,37854,escabulla,43,0.092951,eskaBuLa,VCCVCVCV,3,7,0.242413,,e s k a b1 u1 ʝ a,e s k a b u ʝ a,es.ka.bu.ʝa,eskabuʝa
37854,37855,escabullas,47,0.101597,eskaBuLas,VCCVCVCVC,3,6,0.057644,,e s k a b1 u1 ʝ a s,e s k a b u ʝ a s,es.ka.bu.ʝas,eskabuʝas
37855,37856,escabulle,181,0.391257,eskaBuLe,VCCVCVCV,3,6,0.233097,,e s k a b1 u1 ʝ e,e s k a b u ʝ e,es.ka.bu.ʝe,eskabuʝe
37856,37857,escabullen,64,0.138345,eskaBuLen,VCCVCVCVC,3,3,0.200312,,e s k a b1 u1 ʝ e n,e s k a b u ʝ e n,es.ka.bu.ʝen,eskabuʝen
37857,37858,escabullendo,60,0.129698,eskaBuLendo,VCCVCVCVCCV,4,1,0.002162,,e s k a b u ʝ1 e1 n1 d o,e s k a b u ʝ e n d o,es.ka.bu.ʝen.do,eskabuʝendo
37858,37859,escabulléndose,184,0.397742,eskaBuLendose,VCCVCVCVCCVCV,4,2,0.129699,,e s k a b u ʝ1 e1 n1 d o s e,e s k a b u ʝ e n d o s e,es.ka.bu.ʝen.do.se,eskabuʝendose
37859,37860,escabulléndote,86,0.185901,eskaBuLendote,VCCVCVCVCCVCV,4,2,0.235619,,e s k a b u ʝ1 e1 n1 d o t e,e s k a b u ʝ e n d o t e,es.ka.bu.ʝen.do.te,eskabuʝendote
37860,37861,escabullera,18,0.03891,eskaBuLera,VCCVCVCVCV,4,2,0.016213,,e s k a b u ʝ1 e1 ɾ a,e s k a b u ʝ e ɾ a,es.ka.bu.ʝe.ɾa,eskabuʝeɾa
37861,37862,escabulleron,33,0.071334,eskaBuLeron,VCCVCVCVCVC,4,0,0.0,,e s k a b u ʝ1 e1 ɾ o n,e s k a b u ʝ e ɾ o n,es.ka.bu.ʝe.ɾon,eskabuʝeɾon
37862,37863,escabulles,89,0.192386,eskaBuLes,VCCVCVCVC,3,3,0.2104,,e s k a b1 u1 ʝ e s,e s k a b u ʝ e s,es.ka.bu.ʝes,eskabuʝes
37863,37864,escabúllete,56,0.121052,eskaBuLete,VCCVCVCVCV,3,0,0.0,,e s k a b1 u1 ʝ e t e,e s k a b u ʝ e t e,es.ka.bu.ʝe.te,eskabuʝete
37864,37865,escabullí,105,0.226972,eskaBuLi,VCCVCVCV,4,6,0.256875,,e s k a b u ʝ1 i1,e s k a b u ʝ i,es.ka.bu.ʝi,eskabuʝi
37865,37866,escabullía,98,0.211841,eskaBuLia,VCCVCVCVV,4,7,0.076275,,e s k a b u ʝ1 i1 a,e s k a b u ʝ i a,es.ka.bu.ʝi.a,eskabuʝia
37866,37867,escabullíamos,11,0.023778,eskaBuLiamos,VCCVCVCVVCVC,4,2,0.071335,,e s k a b u ʝ1 i1 a m o s,e s k a b u ʝ i a m o s,es.ka.bu.ʝi.a.mos,eskabuʝiamos
37867,37868,escabullían,13,0.028101,eskaBuLian,VCCVCVCVVC,4,4,0.067551,,e s k a b u ʝ1 i1 a n,e s k a b u ʝ i a n,es.ka.bu.ʝi.an,eskabuʝian
37868,37869,escabullida,13,0.028101,eskaBuLiDa,VCCVCVCVCV,4,4,0.137805,,e s k a b u ʝ1 i1 d a,e s k a b u ʝ i d a,es.ka.bu.ʝi.da,eskabuʝida
37869,37870,escabullido,139,0.300468,eskaBuLiDo,VCCVCVCVCV,4,2,0.018374,,e s k a b u ʝ1 i1 d o,e s k a b u ʝ i d o,es.ka.bu.ʝi.do,eskabuʝido
37870,37871,escabullimos,65,0.140507,eskaBuLimos,VCCVCVCVCVC,4,3,0.011529,,e s k a b u ʝ1 i1 m o s,e s k a b u ʝ i m o s,es.ka.bu.ʝi.mos,eskabuʝimos
37871,37872,escabullir,45,0.097274,eskaBuLir,VCCVCVCVC,4,4,0.137805,,e s k a b u ʝ1 i1 ɾ1,e s k a b u ʝ i ɾ,es.ka.bu.ʝiɾ,eskabuʝiɾ
37872,37873,escabulliré,40,0.086466,eskaBuLire,VCCVCVCVCV,5,5,0.873303,,e s k a b u ʝ i ɾ1 e1,e s k a b u ʝ i ɾ e,es.ka.bu.ʝi.ɾe,eskabuʝiɾe
37873,37874,escabulliremos,61,0.13186,eskaBuLiremos,VCCVCVCVCVCVC,5,0,0.0,,e s k a b u ʝ i ɾ1 e1 m o s,e s k a b u ʝ i ɾ e m o s,es.ka.bu.ʝi.ɾe.mos,eskabuʝiɾemos
37874,37875,escabulliría,9,0.019455,eskaBuLiria,VCCVCVCVCVV,5,3,0.013691,,e s k a b u ʝ i ɾ1 i1 a,e s k a b u ʝ i ɾ i a,es.ka.bu.ʝi.ɾi.a,eskabuʝiɾia
37875,37876,escabullirlo,8,0.017293,eskaBuLirlo,VCCVCVCVCCV,4,1,0.004323,,e s k a b u ʝ1 i1 ɾ1 l o,e s k a b u ʝ i ɾ l o,es.ka.bu.ʝiɾ.lo,eskabuʝiɾlo
37876,37877,escabullirme,496,1.072174,eskaBuLirme,VCCVCVCVCCV,4,3,1.085864,,e s k a b u ʝ1 i1 ɾ1 m e,e s k a b u ʝ i ɾ m e,es.ka.bu.ʝiɾ.me,eskabuʝiɾme
37877,37878,escabullirnos,262,0.56635,eskaBuLirnos,VCCVCVCVCCVC,4,1,0.004323,,e s k a b u ʝ1 i1 ɾ1 n o s,e s k a b u ʝ i ɾ n o s,es.ka.bu.ʝiɾ.nos,eskabuʝiɾnos
37878,37879,escabullirse,774,1.673109,eskaBuLirse,VCCVCVCVCCV,4,3,0.885552,,e s k a b u ʝ1 i1 ɾ1 s e,e s k a b u ʝ i ɾ s e,es.ka.bu.ʝiɾ.se,eskabuʝiɾse
37879,37880,escabullirte,693,1.498017,eskaBuLirte,VCCVCVCVCCV,4,4,0.768463,,e s k a b u ʝ1 i1 ɾ1 t e,e s k a b u ʝ i ɾ t e,es.ka.bu.ʝiɾ.te,eskabuʝiɾte
37880,37881,escabulliste,112,0.242104,eskaBuListe,VCCVCVCVCCV,4,1,1.498017,,e s k a b u ʝ1 i1 s1 t e,e s k a b u ʝ i s t e,es.ka.bu.ʝis.te,eskabuʝiste
37881,37882,escabullo,64,0.138345,eskaBuLo,VCCVCVCV,3,3,0.23706,,e s k a b1 u1 ʝ o,e s k a b u ʝ o,es.ka.bu.ʝo,eskabuʝo
37882,37883,escabulló,282,0.609583,eskaBuLo,VCCVCVCV,4,3,0.23706,,e s k a b u ʝ1 o1,e s k a b u ʝ o,es.ka.bu.ʝo,eskabuʝo
37883,37884,escafandra,120,0.259397,eskafandra,VCCVCVCCCV,3,1,0.041071,,e s k a f1 a1 n1 d ɾ a,e s k a f a n d ɾ a,es.ka.fan.dɾa,eskafandɾa
37884,37885,escala,6367,13.763163,eskala,VCCVCV,2,23,1.087305,,e s k1 a1 l a,e s k a l a,es.ka.la,eskala
37885,37886,escalaba,45,0.097274,eskalaBa,VCCVCVCV,3,12,0.840698,,e s k a l1 a1 b a,e s k a l a b a,es.ka.la.ba,eskalaba
37886,37887,escalabamos,5,0.010808,eskalaBamos,VCCVCVCVCVC,4,2,0.111325,,e s k a l a b1 a1 m o s,e s k a l a b a m o s,es.ka.la.ba.mos,eskalabamos
37887,37888,escalabas,18,0.03891,eskalaBas,VCCVCVCVC,3,9,0.206077,,e s k a l1 a1 b a s,e s k a l a b a s,es.ka.la.bas,eskalabas
37888,37889,escalada,849,1.835232,eskalaDa,VCCVCVCV,3,17,0.155765,,e s k a l1 a1 d a,e s k a l a d a,es.ka.la.da,eskalada
37889,37890,escaladas,53,0.114567,eskalaDas,VCCVCVCVC,3,14,0.179416,,e s k a l1 a1 d a s,e s k a l a d a s,es.ka.la.das,eskaladas
37890,37891,escalado,237,0.512309,eskalaDo,VCCVCVCV,3,17,1.153807,,e s k a l1 a1 d o,e s k a l a d o,es.ka.la.do,eskalado
37891,37892,escalador,219,0.473399,eskalaDor,VCCVCVCVC,4,7,0.16552,,e s k a l a d1 o1 ɾ1,e s k a l a d o ɾ,es.ka.la.doɾ,eskaladoɾ
37892,37893,escaladora,49,0.10592,eskalaDora,VCCVCVCVCV,4,4,0.371802,,e s k a l a d1 o1 ɾ a,e s k a l a d o ɾ a,es.ka.la.do.ɾa,eskaladoɾa
37893,37894,escaladores,174,0.376125,eskalaDores,VCCVCVCVCVC,4,4,0.084304,,e s k a l a d1 o1 ɾ e s,e s k a l a d o ɾ e s,es.ka.la.do.ɾes,eskaladoɾes
37894,37895,escalafón,100,0.216164,eskalafon,VCCVCVCVC,4,1,0.129698,,e s k a l a f1 o1 n1,e s k a l a f o n,es.ka.la.fon,eskalafon
37895,37896,escalamiento,22,0.047556,eskalamjento,VCCVCVCVVCCV,4,1,0.002162,,e s k a l a m1 j1 e1 n1 t o,e s k a l a m j e n t o,es.ka.la.mjen.to,eskalamjento
37896,37897,escalamos,110,0.23778,eskalamos,VCCVCVCVC,3,7,0.49656,,e s k a l1 a1 m o s,e s k a l a m o s,es.ka.la.mos,eskalamos
37897,37898,escalan,94,0.203194,eskalan,VCCVCVC,2,11,2.566849,,e s k1 a1 l a n,e s k a l a n,es.ka.lan,eskalan
37898,37899,escalando,589,1.273206,eskalando,VCCVCVCCV,3,9,0.918457,,e s k a l1 a1 n1 d o,e s k a l a n d o,es.ka.lan.do,eskalando
37899,37900,escalar,2466,5.330605,eskalar,VCCVCVC,3,20,4.723184,,e s k a l1 a1 ɾ1,e s k a l a ɾ,es.ka.laɾ,eskalaɾ
37900,37901,escalara,45,0.097274,eskalara,VCCVCVCV,3,22,1.728133,,e s k a l1 a1 ɾ a,e s k a l a ɾ a,es.ka.la.ɾa,eskalaɾa
37901,37902,escalará,33,0.071334,eskalara,VCCVCVCV,4,22,1.728133,,e s k a l a ɾ1 a1,e s k a l a ɾ a,es.ka.la.ɾa,eskalaɾa
37902,37903,escalarás,15,0.032425,eskalaras,VCCVCVCVC,4,16,2.050721,,e s k a l a ɾ1 a1 s1,e s k a l a ɾ a s,es.ka.la.ɾas,eskalaɾas
37903,37904,escalaré,49,0.10592,eskalare,VCCVCVCV,4,11,0.594255,,e s k a l a ɾ1 e1,e s k a l a ɾ e,es.ka.la.ɾe,eskalaɾe
37904,37905,escalaremos,84,0.181578,eskalaremos,VCCVCVCVCVC,4,4,0.232376,,e s k a l a ɾ1 e1 m o s,e s k a l a ɾ e m o s,es.ka.la.ɾe.mos,eskalaɾemos
37905,37906,escalaría,26,0.056203,eskalaria,VCCVCVCVV,4,9,0.123214,,e s k a l a ɾ1 i1 a,e s k a l a ɾ i a,es.ka.la.ɾi.a,eskalaɾia
37906,37907,escalarla,78,0.168608,eskalarla,VCCVCVCCV,3,8,0.06593,,e s k a l1 a1 ɾ1 l a,e s k a l a ɾ l a,es.ka.laɾ.la,eskalaɾla
37907,37908,escalarlo,94,0.203194,eskalarlo,VCCVCVCCV,3,7,0.041998,,e s k a l1 a1 ɾ1 l o,e s k a l a ɾ l o,es.ka.laɾ.lo,eskalaɾlo
37908,37909,escalaron,60,0.129698,eskalaron,VCCVCVCVC,3,8,0.785216,,e s k a l1 a1 ɾ o n,e s k a l a ɾ o n,es.ka.la.ɾon,eskalaɾon
37909,37910,escalas,716,1.547734,eskalas,VCCVCVC,2,18,1.33085,,e s k1 a1 l a s,e s k a l a s,es.ka.las,eskalas
37910,37911,escalaste,50,0.108082,eskalaste,VCCVCVCCV,3,6,0.819262,,e s k a l1 a1 s1 t e,e s k a l a s t e,es.ka.las.te,eskalaste
37911,37912,escalé,127,0.274528,eskale,VCCVCV,3,20,2.124028,,e s k a l1 e1,e s k a l e,es.ka.le,eskale
37912,37913,escalen,25,0.054041,eskalen,VCCVCVC,2,11,0.601722,,e s k1 a1 l e n,e s k a l e n,es.ka.len,eskalen
37913,37914,escaleno,11,0.023778,eskaleno,VCCVCVCV,3,1,0.054041,,e s k a l1 e1 n o,e s k a l e n o,es.ka.le.no,eskaleno
37914,37915,escalera,11924,25.775397,eskalera,VCCVCVCV,3,4,7.650045,,e s k a l1 e1 ɾ a,e s k a l e ɾ a,es.ka.le.ɾa,eskaleɾa
37915,37916,escaleras,14075,30.425085,eskaleras,VCCVCVCVC,3,3,8.609092,,e s k a l1 e1 ɾ a s,e s k a l e ɾ a s,es.ka.le.ɾas,eskaleɾas
37916,37917,escales,39,0.084304,eskales,VCCVCVC,2,10,0.681781,,e s k1 a1 l e s,e s k a l e s,es.ka.les,eskales
37917,37918,escalinata,214,0.462591,eskalinata,VCCVCVCVCV,4,1,0.084304,,e s k a l i n1 a1 t a,e s k a l i n a t a,es.ka.li.na.ta,eskalinata
37918,37919,escalo,143,0.309115,eskalo,VCCVCV,2,25,1.997183,,e s k1 a1 l o,e s k a l o,es.ka.lo,eskalo
37919,37920,escaló,186,0.402065,eskalo,VCCVCV,3,25,1.997183,,e s k a l1 o1,e s k a l o,es.ka.lo,eskalo
37920,37921,escalofriante,1512,3.2684,eskalofrjante,VCCVCVCCVVCCV,4,1,0.341539,,e s k a l o f1 ɾ1 j1 a1 n1 t e,e s k a l o f ɾ j a n t e,es.ka.lo.fɾjan.te,eskalofɾjante
37921,37922,escalofriantes,158,0.341539,eskalofrjantes,VCCVCVCCVVCCVC,4,1,3.2684,,e s k a l o f1 ɾ1 j1 a1 n1 t e s,e s k a l o f ɾ j a n t e s,es.ka.lo.fɾjan.tes,eskalofɾjantes
37922,37923,escalofrío,482,1.041911,eskalofrio,VCCVCVCCVV,4,2,2.544251,,e s k a l o f1 ɾ1 i1 o,e s k a l o f ɾ i o,es.ka.lo.fɾi.o,eskalofɾio
37923,37924,escalofríos,2332,5.040945,eskalofrios,VCCVCVCCVVC,4,1,1.041911,,e s k a l o f1 ɾ1 i1 o s,e s k a l o f ɾ i o s,es.ka.lo.fɾi.os,eskalofɾios
37924,37925,escalón,1636,3.536443,eskalon,VCCVCVC,3,6,0.162123,,e s k a l1 o1 n1,e s k a l o n,es.ka.lon,eskalon
37925,37926,escalonada,27,0.058364,eskalonaDa,VCCVCVCVCV,4,3,0.043953,,e s k a l o n1 a1 d a,e s k a l o n a d a,es.ka.lo.na.da,eskalonada
37926,37927,escalonado,30,0.064849,eskalonaDo,VCCVCVCVCV,4,2,0.054041,,e s k a l o n1 a1 d o,e s k a l o n a d o,es.ka.lo.na.do,eskalonado
37927,37928,escalones,2023,4.372998,eskalones,VCCVCVCVC,3,3,0.034586,,e s k a l1 o1 n e s,e s k a l o n e s,es.ka.lo.nes,eskalones
37928,37929,escalope,50,0.108082,eskalope,VCCVCVCV,3,3,0.036027,,e s k a l1 o1 p e,e s k a l o p e,es.ka.lo.pe,eskalope
37929,37930,escalopes,46,0.099435,eskalopes,VCCVCVCVC,3,2,2.24054,,e s k a l1 o1 p e s,e s k a l o p e s,es.ka.lo.pes,eskalopes
37930,37931,escalpelo,586,1.266721,eskalpelo,VCCVCCVCV,3,3,0.061967,,e s k a l p1 e1 l o,e s k a l p e l o,es.kal.pe.lo,eskalpelo
37931,37932,escalpelos,66,0.142668,eskalpelos,VCCVCCVCVC,3,1,1.266721,,e s k a l p1 e1 l o s,e s k a l p e l o s,es.kal.pe.los,eskalpelos
37932,37933,escama,123,0.265882,eskama,VCCVCV,2,14,2.341983,,e s k1 a1 m a,e s k a m a,es.ka.ma,eskama
37933,37934,escamado,11,0.023778,eskamaDo,VCCVCVCV,3,12,1.4492,,e s k a m1 a1 d o,e s k a m a d o,es.ka.ma.do,eskamado
37934,37935,escamas,593,1.281853,eskamas,VCCVCVC,2,11,0.551022,,e s k1 a1 m a s,e s k a m a s,es.ka.mas,eskamas
37935,37936,escamosa,69,0.149153,eskamosa,VCCVCVCV,3,2,0.090789,,e s k a m1 o1 s a,e s k a m o s a,es.ka.mo.sa,eskamosa
37936,37937,escamosas,31,0.067011,eskamosas,VCCVCVCVC,3,2,0.095112,,e s k a m1 o1 s a s,e s k a m o s a s,es.ka.mo.sas,eskamosas
37937,37938,escamoso,53,0.114567,eskamoso,VCCVCVCV,3,2,0.095112,,e s k a m1 o1 s o,e s k a m o s o,es.ka.mo.so,eskamoso
37938,37939,escamoteado,8,0.017293,eskamoteaDo,VCCVCVCVVCV,5,0,0.0,,e s k a m o t e a1 d o,e s k a m o t e a d o,es.ka.mo.te.a.do,eskamoteado
37939,37940,escamotear,13,0.028101,eskamotear,VCCVCVCVVC,5,3,0.007926,,e s k a m o t e a1 ɾ1,e s k a m o t e a ɾ,es.ka.mo.te.aɾ,eskamoteaɾ
37940,37941,escancian,2,0.004323,eskansjan,VCCVCCVVC,2,3,0.005044,,e s k1 a1 n1 s i a n,e s k a n s i a n,es.kan.sian,eskansian
37941,37942,escandalice,48,0.103759,eskandalise,VCCVCCVCVCV,4,5,0.125375,,e s k a n d a l1 i1 s e,e s k a n d a l i s e,es.kan.da.li.se,eskandalise
37942,37943,escandaliza,151,0.326408,eskandalisa,VCCVCCVCVCV,4,8,0.239131,,e s k a n d a l1 i1 s a,e s k a n d a l i s a,es.kan.da.li.sa,eskandalisa
37943,37944,escandalizada,64,0.138345,eskandalisaDa,VCCVCCVCVCVCV,5,5,0.06874,,e s k a n d a l i s1 a1 d a,e s k a n d a l i s a d a,es.kan.da.li.sa.da,eskandalisada
37944,37945,escandalizado,121,0.261558,eskandalisaDo,VCCVCCVCVCVCV,5,3,0.075658,,e s k a n d a l i s1 a1 d o,e s k a n d a l i s a d o,es.kan.da.li.sa.do,eskandalisado
37945,37946,escandalizados,40,0.086466,eskandalisaDos,VCCVCCVCVCVCVC,5,5,0.061823,,e s k a n d a l i s1 a1 d o s,e s k a n d a l i s a d o s,es.kan.da.li.sa.dos,eskandalisados
37946,37947,escandalizaré,10,0.021616,eskandalisare,VCCVCCVCVCVCV,6,7,0.071025,,e s k a n d a l i s a ɾ1 e1,e s k a n d a l i s a ɾ e,es.kan.da.li.sa.ɾe,eskandalisaɾe
37947,37948,escandalizaría,30,0.064849,eskandalisaria,VCCVCCVCVCVCVV,6,4,0.01297,,e s k a n d a l i s a ɾ1 i1 a,e s k a n d a l i s a ɾ i a,es.kan.da.li.sa.ɾi.a,eskandalisaɾia
37948,37949,escandalizas,25,0.054041,eskandalisas,VCCVCCVCVCVC,4,5,0.244698,,e s k a n d a l1 i1 s a s,e s k a n d a l i s a s,es.kan.da.li.sas,eskandalisas
37949,37950,escandalizó,59,0.127537,eskandaliso,VCCVCCVCVCV,5,4,0.801428,,e s k a n d a l i s1 o1,e s k a n d a l i s o,es.kan.da.li.so,eskandaliso
37950,37951,escándalo,8053,17.407688,eskandalo,VCCVCCVCV,2,4,0.624174,,e s k1 a1 n1 d a l o,e s k a n d a l o,es.kan.da.lo,eskandalo
37951,37952,escándalos,1038,2.243782,eskandalos,VCCVCCVCVC,2,4,5.386807,,e s k1 a1 n1 d a l o s,e s k a n d a l o s,es.kan.da.los,eskandalos
37952,37953,escandalosa,578,1.249428,eskandalosa,VCCVCCVCVCV,4,4,1.473158,,e s k a n d a l1 o1 s a,e s k a n d a l o s a,es.kan.da.lo.sa,eskandalosa
37953,37954,escandalosamente,92,0.198871,eskandalosamente,VCCVCCVCVCVCVCCV,6,0,0.0,,e s k a n d a l o s a m1 e1 n1 t e,e s k a n d a l o s a m e n t e,es.kan.da.lo.sa.men.te,eskandalosamente
37954,37955,escandalosas,263,0.568511,eskandalosas,VCCVCCVCVCVC,4,3,0.596613,,e s k a n d a l1 o1 s a s,e s k a n d a l o s a s,es.kan.da.lo.sas,eskandalosas
37955,37956,escandaloso,1274,2.75393,eskandaloso,VCCVCCVCVCV,4,5,0.839149,,e s k a n d a l1 o1 s o,e s k a n d a l o s o,es.kan.da.lo.so,eskandaloso
37956,37957,escandalosos,225,0.486369,eskandalosos,VCCVCCVCVCVC,4,2,1.661221,,e s k a n d a l1 o1 s o s,e s k a n d a l o s o s,es.kan.da.lo.sos,eskandalosos
37957,37958,escandinava,113,0.244265,eskandinaBa,VCCVCCVCVCV,4,3,0.257235,,e s k a n d i n1 a1 b a,e s k a n d i n a b a,es.kan.di.na.ba,eskandinaba
37958,37959,escandinavia,170,0.367479,eskandinaBja,VCCVCCVCVCVV,4,1,0.244265,,e s k a n d i n1 a1 b j a,e s k a n d i n a b j a,es.kan.di.na.bja,eskandinabja
37959,37960,escandinavo,158,0.341539,eskandinaBo,VCCVCCVCVCV,4,2,0.228053,,e s k a n d i n1 a1 b o,e s k a n d i n a b o,es.kan.di.na.bo,eskandinabo
37960,37961,escandinavos,98,0.211841,eskandinaBos,VCCVCCVCVCVC,4,2,0.202114,,e s k a n d i n1 a1 b o s,e s k a n d i n a b o s,es.kan.di.na.bos,eskandinabos
37961,37962,escanea,147,0.317761,eskanea,VCCVCVV,3,12,0.85619,,e s k a n1 e1 a,e s k a n e a,es.ka.ne.a,eskanea
37962,37963,escaneable,20,0.043233,eskaneaBle,VCCVCVVCCV,4,0,0.0,,e s k a n e a1 b l e,e s k a n e a b l e,es.ka.ne.a.ble,eskaneable
37963,37964,escaneada,39,0.084304,eskaneaDa,VCCVCVVCV,4,6,0.117449,,e s k a n e a1 d a,e s k a n e a d a,es.ka.ne.a.da,eskaneada
37964,37965,escaneado,263,0.568511,eskaneaDo,VCCVCVVCV,4,7,0.075658,,e s k a n e a1 d o,e s k a n e a d o,es.ka.ne.a.do,eskaneado
37965,37966,escaneadores,6,0.01297,eskaneaDores,VCCVCVVCVCVC,5,0,0.0,,e s k a n e a d1 o1 ɾ e s,e s k a n e a d o ɾ e s,es.ka.ne.a.do.ɾes,eskaneadoɾes
37966,37967,escaneados,48,0.103759,eskaneaDos,VCCVCVVCVC,4,4,0.227513,,e s k a n e a1 d o s,e s k a n e a d o s,es.ka.ne.a.dos,eskaneados
37967,37968,escanéalo,26,0.056203,eskanealo,VCCVCVVCV,3,3,6.056916,,e s k a n1 e1 a l o,e s k a n e a l o,es.ka.ne.a.lo,eskanealo
37968,37969,escaneamos,122,0.26372,eskaneamos,VCCVCVVCVC,4,4,0.028642,,e s k a n e a1 m o s,e s k a n e a m o s,es.ka.ne.a.mos,eskaneamos
37969,37970,escanean,75,0.162123,eskanean,VCCVCVVC,3,7,0.32332,,e s k a n1 e1 a n,e s k a n e a n,es.ka.ne.an,eskanean
37970,37971,escaneando,554,1.197549,eskaneando,VCCVCVVCCV,4,2,0.042152,,e s k a n e a1 n1 d o,e s k a n e a n d o,es.ka.ne.an.do,eskaneando
37971,37972,escaneándolo,2,0.004323,eskaneandolo,VCCVCVVCCVCV,4,0,0.0,,e s k a n e a1 n1 d o l o,e s k a n e a n d o l o,es.ka.ne.an.do.lo,eskaneandolo
37972,37973,escaneándonos,12,0.02594,eskaneandonos,VCCVCVVCCVCVC,4,0,0.0,,e s k a n e a1 n1 d o n o s,e s k a n e a n d o n o s,es.ka.ne.an.do.nos,eskaneandonos
37973,37974,escanear,487,1.052719,eskanear,VCCVCVVC,4,10,0.662543,,e s k a n e a1 ɾ1,e s k a n e a ɾ,es.ka.ne.aɾ,eskaneaɾ
37974,37975,escaneará,7,0.015131,eskaneara,VCCVCVVCV,5,11,0.130878,,e s k a n e a ɾ1 a1,e s k a n e a ɾ a,es.ka.ne.a.ɾa,eskaneaɾa
37975,37976,escanearlo,90,0.194548,eskanearlo,VCCVCVVCCV,4,3,0.109523,,e s k a n e a1 ɾ1 l o,e s k a n e a ɾ l o,es.ka.ne.aɾ.lo,eskaneaɾlo
37976,37977,escanearon,31,0.067011,eskanearon,VCCVCVVCVC,4,3,0.004323,,e s k a n e a1 ɾ o n,e s k a n e a ɾ o n,es.ka.ne.a.ɾon,eskaneaɾon
37977,37978,escaneas,50,0.108082,eskaneas,VCCVCVVC,3,10,0.338081,,e s k a n1 e1 a s,e s k a n e a s,es.ka.ne.as,eskaneas
37978,37979,escanee,104,0.224811,eskanee,VCCVCVV,3,9,0.943436,,e s k a n1 e1 e,e s k a n e e,es.ka.ne.e,eskanee
37979,37980,escaneé,66,0.142668,eskanee,VCCVCVV,4,9,0.943436,,e s k a n e e1,e s k a n e e,es.ka.ne.e,eskanee
37980,37981,escaneen,85,0.183739,eskaneen,VCCVCVVC,3,5,0.112838,,e s k a n1 e1 e n,e s k a n e e n,es.ka.ne.en,eskaneen
37981,37982,escaneo,969,2.094629,eskaneo,VCCVCVV,3,8,0.914644,,e s k a n1 e1 o,e s k a n e o,es.ka.ne.o,eskaneo
37982,37983,escaneó,50,0.108082,eskaneo,VCCVCVV,4,8,0.914644,,e s k a n e o1,e s k a n e o,es.ka.ne.o,eskaneo
37983,37984,escaneos,385,0.832231,eskaneos,VCCVCVVC,3,5,0.656706,,e s k a n1 e1 o s,e s k a n e o s,es.ka.ne.os,eskaneos
37984,37985,escáner,2665,5.760771,eskaner,VCCVCVC,2,7,0.700371,,e s k1 a1 n e ɾ,e s k a n e ɾ,es.ka.neɾ,eskaneɾ
37985,37986,escáners,445,0.96193,eskaners,VCCVCVCC,2,4,1.677973,,e s k1 a1 n e ɾ s,e s k a n e ɾ s,es.ka.neɾs,eskaneɾs
37986,37987,escaño,127,0.274528,eskaJo,VCCVCV,2,14,2.351247,,e s k1 a1 ɲ o,e s k a ɲ o,es.ka.ɲo,eskaɲo
37987,37988,escaños,62,0.134022,eskaJos,VCCVCVC,2,3,0.661462,,e s k1 a1 ɲ o s,e s k a ɲ o s,es.ka.ɲos,eskaɲos
37988,37989,escapa,5964,12.892022,eskapa,VCCVCV,2,17,8.41908,,e s k1 a1 p a,e s k a p a,es.ka.pa,eskapa
37989,37990,escapaba,644,1.392096,eskapaBa,VCCVCVCV,3,9,0.736639,,e s k a p1 a1 b a,e s k a p a b a,es.ka.pa.ba,eskapaba
37990,37991,escapábamos,94,0.203194,eskapaBamos,VCCVCVCVCVC,3,4,0.05242,,e s k a p1 a1 b a m o s,e s k a p a b a m o s,es.ka.pa.ba.mos,eskapabamos
37991,37992,escapaban,177,0.38261,eskapaBan,VCCVCVCVC,3,6,0.470877,,e s k a p1 a1 b a n,e s k a p a b a n,es.ka.pa.ban,eskapaban
