Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1698263125579,25/10/2023 19:45:25,1698263114572,-7,25/10/2023 12:45:14,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698263147511,25/10/2023 19:45:47,1698263136542,-7,25/10/2023 12:45:36,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21874,,,,,0,1,0,,,,,,Instructions,
3,1698263154733,25/10/2023 19:45:54,1698263143789,-7,25/10/2023 12:45:43,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7235.699999809265,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698263157647,25/10/2023 19:45:57,1698263146681,-7,25/10/2023 12:45:46,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10127.599999904633,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698263159451,25/10/2023 19:45:59,1698263148484,-7,25/10/2023 12:45:48,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,11928,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1698263162246,25/10/2023 19:46:02,1698263151308,-7,25/10/2023 12:45:51,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2814.199999809265,,,,,0,1,0,,,,,,Audio Check,cura
7,1698263162436,25/10/2023 19:46:02,1698263151319,-7,25/10/2023 12:45:51,121155,36,task-gbnv,,32494800,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Audio Check,8,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,36747,,,,,0,1,0,,,,,,,
1,1698280634727,26/10/2023 00:37:14,1698280634579,-4,25/10/2023 20:37:14,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698280643533,26/10/2023 00:37:23,1698280643411,-4,25/10/2023 20:37:23,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8803,,,,,0,1,0,,,,,,Instructions,
3,1698280645824,26/10/2023 00:37:25,1698280645689,-4,25/10/2023 20:37:25,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2272.000000000002,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698280647683,26/10/2023 00:37:27,1698280647572,-4,25/10/2023 20:37:27,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4156,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698280649005,26/10/2023 00:37:29,1698280648905,-4,25/10/2023 20:37:28,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5488,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1698280651351,26/10/2023 00:37:31,1698280651256,-4,25/10/2023 20:37:31,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2344,,,,,0,1,0,,,,,,Audio Check,cura
7,1698280651499,26/10/2023 00:37:31,1698280651259,-4,25/10/2023 20:37:31,121155,36,task-gbnv,,32498597,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,1,,yes,Spreadsheet1,,,END TASK,,,,,16680,,,,,0,1,0,,,,,,,
1,1698289690178,26/10/2023 03:08:10,1698289689768,-4,25/10/2023 23:08:09,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698289728720,26/10/2023 03:08:48,1698289728333,-4,25/10/2023 23:08:48,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,38438,,,,,0,1,0,,,,,,Instructions,
3,1698289730662,26/10/2023 03:08:50,1698289730278,-4,25/10/2023 23:08:50,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1933.3000000715256,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698289734005,26/10/2023 03:08:54,1698289733637,-4,25/10/2023 23:08:53,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5292,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698289736030,26/10/2023 03:08:56,1698289735671,-4,25/10/2023 23:08:55,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7325.700000047684,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1698289737637,26/10/2023 03:08:57,1698289737263,-4,25/10/2023 23:08:57,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8916.700000047684,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1698289742051,26/10/2023 03:09:02,1698289741695,-4,25/10/2023 23:09:01,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,4426,,,,,0,1,0,,,,,,Audio Check,cura
8,1698289742166,26/10/2023 03:09:02,1698289741700,-4,25/10/2023 23:09:01,121155,36,task-gbnv,,32499412,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,1,,,,yes,Spreadsheet1,,,END TASK,,,,,51933,,,,,0,1,0,,,,,,,
1,1698290340254,26/10/2023 03:19:00,1698290340155,-4,25/10/2023 23:19:00,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698290344436,26/10/2023 03:19:04,1698290344359,-4,25/10/2023 23:19:04,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4182.599999904633,,,,,0,1,0,,,,,,Instructions,
3,1698290345373,26/10/2023 03:19:05,1698290345318,-4,25/10/2023 23:19:05,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,953.9000000953674,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698290346766,26/10/2023 03:19:06,1698290346685,-4,25/10/2023 23:19:06,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2320.100000143051,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1698290347932,26/10/2023 03:19:07,1698290347790,-4,25/10/2023 23:19:07,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1098.7999999523163,,,,,0,1,0,,,,,,Audio Check,cura
6,1698290348057,26/10/2023 03:19:08,1698290347794,-4,25/10/2023 23:19:07,121155,36,task-gbnv,,32499568,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,,,END TASK,,,,,7639,,,,,0,1,0,,,,,,,
1,1698301291836,26/10/2023 06:21:31,1698301291579,-6,26/10/2023 00:21:31,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698301312885,26/10/2023 06:21:52,1698301312644,-6,26/10/2023 00:21:52,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21044,,,,,0,1,0,,,,,,Instructions,
3,1698301314560,26/10/2023 06:21:54,1698301314352,-6,26/10/2023 00:21:54,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1702.7999999523163,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698301315588,26/10/2023 06:21:55,1698301315351,-6,26/10/2023 00:21:55,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2701.699999988079,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698301316438,26/10/2023 06:21:56,1698301316219,-6,26/10/2023 00:21:56,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3569.099999964237,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1698301317943,26/10/2023 06:21:57,1698301317723,-6,26/10/2023 00:21:57,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5072.799999952316,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1698301321479,26/10/2023 06:22:01,1698301321198,-6,26/10/2023 00:22:01,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3472.100000023842,,,,,0,1,0,,,,,,Audio Check,cura
8,1698301321677,26/10/2023 06:22:01,1698301321202,-6,26/10/2023 00:22:01,121155,36,task-gbnv,,32500188,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,,,END TASK,,,,,29623,,,,,0,1,0,,,,,,,
1,1698334088405,26/10/2023 15:28:08,1698334088324,-5,26/10/2023 10:28:08,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698334099457,26/10/2023 15:28:19,1698334099398,-5,26/10/2023 10:28:19,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10922.900000095367,,,,,0,1,0,,,,,,Instructions,
3,1698334115298,26/10/2023 15:28:35,1698334114954,-5,26/10/2023 10:28:34,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,15543.299999952316,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698334117499,26/10/2023 15:28:37,1698334117460,-5,26/10/2023 10:28:37,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,18048.89999985695,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698334122235,26/10/2023 15:28:42,1698334122162,-5,26/10/2023 10:28:42,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,22751.599999904633,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1698334124605,26/10/2023 15:28:44,1698334124527,-5,26/10/2023 10:28:44,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,25113.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1698334127474,26/10/2023 15:28:47,1698334127422,-5,26/10/2023 10:28:47,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2876.7000000476837,,,,,0,1,0,,,,,,Audio Check,cura
8,1698334127660,26/10/2023 15:28:47,1698334127432,-5,26/10/2023 10:28:47,121155,36,task-gbnv,,32512278,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,39109,,,,,0,1,0,,,,,,,
1,1698538220890,29/10/2023 00:10:20,1698538220687,-5,28/10/2023 19:10:20,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698538357440,29/10/2023 00:12:37,1698538357277,-5,28/10/2023 19:12:37,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,136547.40000003576,,,,,0,1,0,,,,,,Instructions,
3,1698538359103,29/10/2023 00:12:39,1698538358968,-5,28/10/2023 19:12:38,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1679.4000000357628,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698538361817,29/10/2023 00:12:41,1698538361672,-5,28/10/2023 19:12:41,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4381.800000011921,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1698538364062,29/10/2023 00:12:44,1698538363886,-5,28/10/2023 19:12:43,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2203.699999988079,,,,,0,1,0,,,,,,Audio Check,cura
6,1698538364207,29/10/2023 00:12:44,1698538363891,-5,28/10/2023 19:12:43,121155,36,task-gbnv,,32552994,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Audio Check,8,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,143204,,,,,0,1,0,,,,,,,
1,1698692280450,30/10/2023 18:58:00,1698692280076,-7,30/10/2023 11:58:00,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698692294735,30/10/2023 18:58:14,1698692293915,-7,30/10/2023 11:58:13,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,13807,,,,,0,1,0,,,,,,Instructions,
3,1698692296312,30/10/2023 18:58:16,1698692296026,-7,30/10/2023 11:58:16,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2107,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698692298140,30/10/2023 18:58:18,1698692297481,-7,30/10/2023 11:58:17,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3562,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698692299535,30/10/2023 18:58:19,1698692299224,-7,30/10/2023 11:58:19,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5304,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1698692304296,30/10/2023 18:58:24,1698692303227,-7,30/10/2023 11:58:23,121155,36,task-gbnv,,32584146,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3997,,,,,0,1,0,,,,,,Audio Check,cura
