Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
6,1701129308105,27/11/2023 23:55:08,1701129308040,-6,27/11/2023 17:55:08,121155,36,task-gbnv,,33260444,BLIND,9846813,,complete,,65652afa3fff62c11976dc16,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2634.2999999998137,,,,,0,1,0,,,,,,Audio Check,cura
7,1701129308215,27/11/2023 23:55:08,1701129308042,-6,27/11/2023 17:55:08,121155,36,task-gbnv,,33260444,BLIND,9846813,,complete,,65652afa3fff62c11976dc16,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,5,yes,Spreadsheet1,,,END TASK,,,,,32672,,,,,0,1,0,,,,,,,
1,1701229973790,29/11/2023 03:52:53,1701229973584,-5,28/11/2023 22:52:53,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701229993831,29/11/2023 03:53:13,1701229993668,-5,28/11/2023 22:53:13,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,20048.399999976158,,,,,0,1,0,,,,,,Instructions,
3,1701229995568,29/11/2023 03:53:15,1701229995411,-5,28/11/2023 22:53:15,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1735.1000000238419,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1701229997529,29/11/2023 03:53:17,1701229997383,-5,28/11/2023 22:53:17,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3705,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1701229999682,29/11/2023 03:53:19,1701229999516,-5,28/11/2023 22:53:19,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2125.600000023842,,,,,0,1,0,,,,,,Audio Check,cura
6,1701229999870,29/11/2023 03:53:19,1701229999520,-5,28/11/2023 22:53:19,121155,36,task-gbnv,,33285649,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,,,END TASK,,,,,25936,,,,,0,1,0,,,,,,,
1,1701285295377,29/11/2023 19:14:55,1701285295206,-6,29/11/2023 13:14:55,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701285328272,29/11/2023 19:15:28,1701285328132,-6,29/11/2023 13:15:28,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,32891.5,,,,,0,1,0,,,,,,Instructions,
3,1701285331258,29/11/2023 19:15:31,1701285331094,-6,29/11/2023 13:15:31,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2957,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1701285332596,29/11/2023 19:15:32,1701285332453,-6,29/11/2023 13:15:32,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4315.69999999553,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1701285334076,29/11/2023 19:15:34,1701285333945,-6,29/11/2023 13:15:33,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5806.79999999702,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1701285337473,29/11/2023 19:15:37,1701285337329,-6,29/11/2023 13:15:37,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3377.2000000029802,,,,,0,1,0,,,,,,Audio Check,cura
7,1701285337669,29/11/2023 19:15:37,1701285337333,-6,29/11/2023 13:15:37,121155,36,task-gbnv,,33305837,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,,,END TASK,,,,,42127,,,,,0,1,0,,,,,,,
1,1696885340857,09/10/2023 21:02:20,1696885340594,-5,09/10/2023 16:02:20,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696885373762,09/10/2023 21:02:53,1696885373596,-5,09/10/2023 16:02:53,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,32967,,,,,0,1,0,,,,,,Instructions,
3,1696885378864,09/10/2023 21:02:58,1696885378652,-5,09/10/2023 16:02:58,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5040,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696885380831,09/10/2023 21:03:00,1696885380603,-5,09/10/2023 16:03:00,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6991,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1696885383011,09/10/2023 21:03:03,1696885382911,-5,09/10/2023 16:03:02,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2300,,,,,0,1,0,,,,,,Audio Check,cura
6,1696885383199,09/10/2023 21:03:03,1696885382920,-5,09/10/2023 16:03:02,121155,36,task-gbnv,,32121115,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,42326,,,,,0,1,0,,,,,,,
1,1696899014949,10/10/2023 00:50:14,1696899014707,-4,09/10/2023 20:50:14,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1239x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696899045761,10/10/2023 00:50:45,1696899045555,-4,09/10/2023 20:50:45,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1341x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30829.5,,,,,0,1,0,,,,,,Instructions,
3,1696899046871,10/10/2023 00:50:46,1696899046646,-4,09/10/2023 20:50:46,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1341x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1086.9000000953674,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696899048415,10/10/2023 00:50:48,1696899048206,-4,09/10/2023 20:50:48,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1341x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2646.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1696899050583,10/10/2023 00:50:50,1696899050158,-4,09/10/2023 20:50:50,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1341x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1949,,,,,0,1,0,,,,,,Audio Check,cura
6,1696899050755,10/10/2023 00:50:50,1696899050160,-4,09/10/2023 20:50:50,121155,36,task-gbnv,,32122808,BLIND,9498632,,complete,,65249d76dbbe6c6799813068,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1341x907,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,,,END TASK,,,,,35453,,,,,0,1,0,,,,,,,
1,1696899236444,10/10/2023 00:53:56,1696899236263,-5,09/10/2023 19:53:56,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696899246060,10/10/2023 00:54:06,1696899245931,-5,09/10/2023 19:54:05,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9641.299999952316,,,,,0,1,0,,,,,,Instructions,
3,1696899247784,10/10/2023 00:54:07,1696899247645,-5,09/10/2023 19:54:07,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1706.6999998092651,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696899250029,10/10/2023 00:54:10,1696899249903,-5,09/10/2023 19:54:09,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3964.399999856949,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696899251027,10/10/2023 00:54:11,1696899250917,-5,09/10/2023 19:54:10,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4977.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696899252215,10/10/2023 00:54:12,1696899252115,-5,09/10/2023 19:54:12,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1192.9000000953674,,,,,0,1,0,,,,,,Audio Check,cura
7,1696899252406,10/10/2023 00:54:12,1696899252120,-5,09/10/2023 19:54:12,121155,36,task-gbnv,,32122822,BLIND,9498635,,complete,,6524a06990d5da15727841f6,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,2,test passed,,8,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,15856,,,,,0,1,0,,,,,,,
1,1696903055994,10/10/2023 01:57:35,1696903055664,-4,09/10/2023 21:57:35,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696903066855,10/10/2023 01:57:46,1696903066572,-4,09/10/2023 21:57:46,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10891.900000035763,,,,,0,1,0,,,,,,Instructions,
3,1696903070463,10/10/2023 01:57:50,1696903070181,-4,09/10/2023 21:57:50,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3604.300000011921,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696903073010,10/10/2023 01:57:53,1696903072713,-4,09/10/2023 21:57:52,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6135.699999988079,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1696903075703,10/10/2023 01:57:55,1696903075430,-4,09/10/2023 21:57:55,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2714.199999988079,,,,,0,1,0,,,,,,Audio Check,cura
6,1696903075847,10/10/2023 01:57:55,1696903075434,-4,09/10/2023 21:57:55,121155,36,task-gbnv,,32123031,BLIND,9498700,,complete,,6524af26e408f4582fec10d8,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,3,,,yes,Spreadsheet1,,,END TASK,,,,,19770,,,,,0,1,0,,,,,,,
1,1696903567555,10/10/2023 02:06:07,1696903567203,-5,09/10/2023 21:06:07,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696903577749,10/10/2023 02:06:17,1696903577455,-5,09/10/2023 21:06:17,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10220,,,,,0,1,0,,,,,,Instructions,
3,1696903581007,10/10/2023 02:06:21,1696903580683,-5,09/10/2023 21:06:20,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3219.999999999998,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696903583081,10/10/2023 02:06:23,1696903582806,-5,09/10/2023 21:06:22,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5342.999999999998,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696903587287,10/10/2023 02:06:27,1696903586994,-5,09/10/2023 21:06:26,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,9528.999999999998,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696903590185,10/10/2023 02:06:30,1696903589894,-5,09/10/2023 21:06:29,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2889.0000000000036,,,,,0,1,0,,,,,,Audio Check,cura
7,1696903590500,10/10/2023 02:06:30,1696903589899,-5,09/10/2023 21:06:29,121155,36,task-gbnv,,32123054,BLIND,9498706,,complete,,6524b113291669a04bcb24a9,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1470x956,983x840,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,2,yes,Spreadsheet1,,,END TASK,,,,,22697,,,,,0,1,0,,,,,,,
1,1696903679827,10/10/2023 02:07:59,1696903679354,-7,09/10/2023 19:07:59,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696903686577,10/10/2023 02:08:06,1696903686158,-7,09/10/2023 19:08:06,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6759.80000000447,,,,,0,1,0,,,,,,Instructions,
3,1696903688459,10/10/2023 02:08:08,1696903688013,-7,09/10/2023 19:08:08,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1844.2999999970198,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696903693605,10/10/2023 02:08:13,1696903693184,-7,09/10/2023 19:08:13,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7016.29999999702,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696903695114,10/10/2023 02:08:15,1696903694666,-7,09/10/2023 19:08:14,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8497.39999999851,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696903698081,10/10/2023 02:08:18,1696903697650,-7,09/10/2023 19:08:17,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2974.7000000029802,,,,,0,1,0,,,,,,Audio Check,cura
7,1696903698243,10/10/2023 02:08:18,1696903697656,-7,09/10/2023 19:08:17,121155,36,task-gbnv,,32123060,BLIND,9498708,,complete,,6524b1b7a54a92c7a5e9b019,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1280x800,1280x660,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,4,,yes,Spreadsheet1,,,END TASK,,,,,18302,,,,,0,1,0,,,,,,,
1,1696904907087,10/10/2023 02:28:27,1696904906915,-7,09/10/2023 19:28:26,121155,36,task-gbnv,,32123139,BLIND,9498726,,complete,,6524b6991d2c8c69f3def1c5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1680x1050,1680x940,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696904915783,10/10/2023 02:28:35,1696904915667,-7,09/10/2023 19:28:35,121155,36,task-gbnv,,32123139,BLIND,9498726,,complete,,6524b6991d2c8c69f3def1c5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1680x1050,1680x940,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8738.199999988079,,,,,0,1,0,,,,,,Instructions,
