Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio file,Orthography
5,1698538760891,29/10/2023 00:19:20,1698538762702,-6,28/10/2023 18:19:22,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,5404.89999999851,,,72,,0,1,0,,,,,,Task,turo.mp3,turo
6,1698538761066,29/10/2023 00:19:21,1698538762704,-6,28/10/2023 18:19:22,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,5404.89999999851,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1698538761066,29/10/2023 00:19:21,1698538762736,-6,28/10/2023 18:19:22,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1698538761066,29/10/2023 00:19:21,1698538762740,-6,28/10/2023 18:19:22,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,4.300000004470348,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1698538764515,29/10/2023 00:19:24,1698538766326,-6,28/10/2023 18:19:26,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,3589.60000000149,,,65,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1698538764738,29/10/2023 00:19:24,1698538766331,-6,28/10/2023 18:19:26,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,3589.60000000149,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1698538764738,29/10/2023 00:19:24,1698538766337,-6,28/10/2023 18:19:26,121155,36,task-tl3i,,32553011,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,22782,,,,,0,1,0,,,,,,,,
1,1698692394222,30/10/2023 18:59:54,1698692393873,-7,30/10/2023 11:59:53,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1698692415841,30/10/2023 19:00:15,1698692414920,-7,30/10/2023 12:00:14,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21019,,,,,0,1,0,,,,,,Prompt,,
3,1698692416136,30/10/2023 19:00:16,1698692414930,-7,30/10/2023 12:00:14,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1698692416136,30/10/2023 19:00:16,1698692414932,-7,30/10/2023 12:00:14,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1698692420293,30/10/2023 19:00:20,1698692419265,-7,30/10/2023 12:00:19,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,4335,,,79,,0,1,0,,,,,,Task,turo.mp3,turo
6,1698692420689,30/10/2023 19:00:20,1698692419267,-7,30/10/2023 12:00:19,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,4335,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1698692420689,30/10/2023 19:00:20,1698692419275,-7,30/10/2023 12:00:19,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1698692420689,30/10/2023 19:00:20,1698692419276,-7,30/10/2023 12:00:19,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1698692423880,30/10/2023 19:00:23,1698692422533,-7,30/10/2023 12:00:22,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,3257,,,49,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1698692424283,30/10/2023 19:00:24,1698692422535,-7,30/10/2023 12:00:22,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,3257,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1698692424283,30/10/2023 19:00:24,1698692422537,-7,30/10/2023 12:00:22,121155,36,task-tl3i,,32584172,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Test Run Phonotactics,11,SoundCheckPassed,8,test passed,,,,,,,,6,yes,Spreadsheet1,,,END TASK,,,,,28664,,,,,0,1,0,,,,,,,,
1,1698705446085,30/10/2023 22:37:26,1698705463576,-5,30/10/2023 17:37:43,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1698705634799,30/10/2023 22:40:34,1698705651565,-5,30/10/2023 17:40:51,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,187923.59999990463,,,,,0,1,0,,,,,,Prompt,,
3,1698705665003,30/10/2023 22:41:05,1698705651587,-5,30/10/2023 17:40:51,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1698705665003,30/10/2023 22:41:05,1698705651595,-5,30/10/2023 17:40:51,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8.400000095367432,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1698705665003,30/10/2023 22:41:05,1698705657808,-5,30/10/2023 17:40:57,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,6220.299999713898,,,86,,0,1,0,,,,,,Task,turo.mp3,turo
6,1698705665003,30/10/2023 22:41:05,1698705657808,-5,30/10/2023 17:40:57,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,6220.299999713898,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1698705665003,30/10/2023 22:41:05,1698705657823,-5,30/10/2023 17:40:57,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1698705665003,30/10/2023 22:41:05,1698705657827,-5,30/10/2023 17:40:57,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,4.200000286102295,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1698705665003,30/10/2023 22:41:05,1698705662368,-5,30/10/2023 17:41:02,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,4545.800000190735,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1698705665003,30/10/2023 22:41:05,1698705664287,-5,30/10/2023 17:41:04,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6464.400000095367,,,66,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1698705665003,30/10/2023 22:41:05,1698705664288,-5,30/10/2023 17:41:04,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6464.400000095367,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
12,1698705665003,30/10/2023 22:41:05,1698705664290,-5,30/10/2023 17:41:04,121155,36,task-tl3i,,32587152,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Test Run Phonotactics,11,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,,,END TASK,,,,,200714,,,,,0,1,0,,,,,,,,
1,1698810975962,01/11/2023 03:56:15,1698810975751,-7,31/10/2023 20:56:15,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1698811006316,01/11/2023 03:56:46,1698811006147,-7,31/10/2023 20:56:46,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30371,,,,,0,1,0,,,,,,Prompt,,
3,1698811006534,01/11/2023 03:56:46,1698811006152,-7,31/10/2023 20:56:46,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1698811006534,01/11/2023 03:56:46,1698811006154,-7,31/10/2023 20:56:46,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1698811014880,01/11/2023 03:56:54,1698811014703,-7,31/10/2023 20:56:54,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,8551,,,100,,0,1,0,,,,,,Task,turo.mp3,turo
6,1698811015064,01/11/2023 03:56:55,1698811014704,-7,31/10/2023 20:56:54,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,8551,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1698811015064,01/11/2023 03:56:55,1698811014708,-7,31/10/2023 20:56:54,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1698811015064,01/11/2023 03:56:55,1698811014709,-7,31/10/2023 20:56:54,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1698811027346,01/11/2023 03:57:07,1698811027181,-7,31/10/2023 20:57:07,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,12473,,,63,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1698811027533,01/11/2023 03:57:07,1698811027183,-7,31/10/2023 20:57:07,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,12473,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1698811027533,01/11/2023 03:57:07,1698811027184,-7,31/10/2023 20:57:07,121155,36,task-tl3i,,32611463,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,,,END TASK,,,,,51433,,,,,0,1,0,,,,,,,,
1,1698855647880,01/11/2023 16:20:47,1698855647778,-4,01/11/2023 12:20:47,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1698855656587,01/11/2023 16:20:56,1698855656502,-4,01/11/2023 12:20:56,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8694,,,,,0,1,0,,,,,,Prompt,,
3,1698855656727,01/11/2023 16:20:56,1698855656519,-4,01/11/2023 12:20:56,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1698855656727,01/11/2023 16:20:56,1698855656536,-4,01/11/2023 12:20:56,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,20.800000190734863,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1698855663780,01/11/2023 16:21:03,1698855663723,-4,01/11/2023 12:21:03,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,7207.5,,,97,,0,1,0,,,,,,Task,turo.mp3,turo
6,1698855663919,01/11/2023 16:21:03,1698855663724,-4,01/11/2023 12:21:03,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,7207.5,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1698855663919,01/11/2023 16:21:03,1698855663731,-4,01/11/2023 12:21:03,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1698855663919,01/11/2023 16:21:03,1698855663733,-4,01/11/2023 12:21:03,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1.8999998569488525,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1698855675567,01/11/2023 16:21:15,1698855675502,-4,01/11/2023 12:21:15,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,11770.699999809265,,,48,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1698855675710,01/11/2023 16:21:15,1698855675504,-4,01/11/2023 12:21:15,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,11770.699999809265,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1698855675710,01/11/2023 16:21:15,1698855675506,-4,01/11/2023 12:21:15,121155,36,task-tl3i,,32628860,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,,,END TASK,,,,,27728,,,,,0,1,0,,,,,,,,
1,1698956610959,02/11/2023 20:23:30,1698956609762,-5,02/11/2023 15:23:29,121155,36,task-tl3i,,32661675,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1698956641917,02/11/2023 20:24:01,1698956640799,-5,02/11/2023 15:24:00,121155,36,task-tl3i,,32661675,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30855.899999976158,,,,,0,1,0,,,,,,Prompt,,
