Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
8,1696954175276,10/10/2023 16:09:35,1696954175102,-5,10/10/2023 11:09:35,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1467.0000000000146,,,4,1,1,0,0,,,,,,Task
9,1696954176768,10/10/2023 16:09:36,1696954176615,-5,10/10/2023 11:09:36,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1508,,,,,0,1,0,,,,,,Task
10,1696954176908,10/10/2023 16:09:36,1696954176623,-5,10/10/2023 11:09:36,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16,,,,,0,1,0,,,1,,,Task
11,1696954176908,10/10/2023 16:09:36,1696954176625,-5,10/10/2023 11:09:36,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,,,END TASK,,,,,71827,,,,,0,1,0,,,,,,
1,1696956419204,10/10/2023 16:46:59,1696956419352,-4,10/10/2023 12:46:59,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696956488819,10/10/2023 16:48:08,1696956489024,-4,10/10/2023 12:48:09,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,69589,,,,,0,1,0,,,,,,Prompt
3,1696956488970,10/10/2023 16:48:08,1696956489054,-4,10/10/2023 12:48:09,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696956491986,10/10/2023 16:48:11,1696956492214,-4,10/10/2023 12:48:12,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,3160,,,1,1,1,0,0,,,,,,Task
5,1696956492103,10/10/2023 16:48:12,1696956492225,-4,10/10/2023 12:48:12,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696956494048,10/10/2023 16:48:14,1696956494273,-4,10/10/2023 12:48:14,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2049,,,7,1,1,0,0,,,,,,Task
7,1696956494200,10/10/2023 16:48:14,1696956494285,-4,10/10/2023 12:48:14,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696956496162,10/10/2023 16:48:16,1696956496385,-4,10/10/2023 12:48:16,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2102,,,4,1,1,0,0,,,,,,Task
9,1696956497667,10/10/2023 16:48:17,1696956497886,-4,10/10/2023 12:48:17,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1495,,,,,0,1,0,,,,,,Task
10,1696956497784,10/10/2023 16:48:17,1696956497897,-4,10/10/2023 12:48:17,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.680000000007567,,,,,0,1,0,,,1,,,Task
11,1696956497784,10/10/2023 16:48:17,1696956497908,-4,10/10/2023 12:48:17,121155,36,task-znzu,,32143255,BLIND,9505365,,complete,,65257fa0b2e8ba32363e9580,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,4,,,yes,Spreadsheet1,,,END TASK,,,,,78556,,,,,0,1,0,,,,,,
1,1696957338255,10/10/2023 17:02:18,1696957338136,-4,10/10/2023 13:02:18,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696957434658,10/10/2023 17:03:54,1696957434510,-4,10/10/2023 13:03:54,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,96346.79999998212,,,,,0,1,0,,,,,,Prompt
3,1696957434764,10/10/2023 17:03:54,1696957434534,-4,10/10/2023 13:03:54,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696957439811,10/10/2023 17:03:59,1696957439747,-4,10/10/2023 13:03:59,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,5212.5999999940395,,,1,1,1,0,0,,,,,,Task
5,1696957439935,10/10/2023 17:03:59,1696957439756,-4,10/10/2023 13:03:59,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696957442524,10/10/2023 17:04:02,1696957442377,-4,10/10/2023 13:04:02,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2621.5,,,7,1,1,0,0,,,,,,Task
7,1696957442622,10/10/2023 17:04:02,1696957442385,-4,10/10/2023 13:04:02,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696957444264,10/10/2023 17:04:04,1696957444189,-4,10/10/2023 13:04:04,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1805,,,4,1,1,0,0,,,,,,Task
9,1696957446216,10/10/2023 17:04:06,1696957446106,-4,10/10/2023 13:04:06,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1910.9000000059605,,,,,0,1,0,,,,,,Task
10,1696957446316,10/10/2023 17:04:06,1696957446141,-4,10/10/2023 13:04:06,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,33.33200000000943,,,,,0,1,0,,,1,,,Task
11,1696957446316,10/10/2023 17:04:06,1696957446143,-4,10/10/2023 13:04:06,121155,36,task-znzu,,32144192,BLIND,9505591,,complete,,6525830e98454db3f0e2ea56,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x758,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,3,,,,yes,Spreadsheet1,,,END TASK,,,,,108006,,,,,0,1,0,,,,,,
1,1696969197739,10/10/2023 20:19:57,1696969197466,-4,10/10/2023 16:19:57,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696969301042,10/10/2023 20:21:41,1696969300297,-4,10/10/2023 16:21:40,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,102768.5,,,,,0,1,0,,,,,,Prompt
3,1696969301188,10/10/2023 20:21:41,1696969300333,-4,10/10/2023 16:21:40,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.799999952316284,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696969305996,10/10/2023 20:21:45,1696969305551,-4,10/10/2023 16:21:45,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,5221,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1696969309169,10/10/2023 20:21:49,1696969308945,-4,10/10/2023 16:21:48,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,8612.799999952316,,,1,1,1,0,0,,,,,,Task
6,1696969309305,10/10/2023 20:21:49,1696969308959,-4,10/10/2023 16:21:48,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.8000000715255737,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1696969311672,10/10/2023 20:21:51,1696969311217,-4,10/10/2023 16:21:51,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2258.3000000715256,,,7,1,1,0,0,,,,,,Task
8,1696969311812,10/10/2023 20:21:51,1696969311230,-4,10/10/2023 16:21:51,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.8000000715255737,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1696969312971,10/10/2023 20:21:52,1696969312760,-4,10/10/2023 16:21:52,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1529.7000000476837,,,4,1,1,0,0,,,,,,Task
10,1696969314485,10/10/2023 20:21:54,1696969314264,-4,10/10/2023 16:21:54,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1495.1999999284744,,,,,0,1,0,,,,,,Task
11,1696969314722,10/10/2023 20:21:54,1696969314286,-4,10/10/2023 16:21:54,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.74800000000687,,,,,0,1,0,,,1,,,Task
12,1696969314722,10/10/2023 20:21:54,1696969314290,-4,10/10/2023 16:21:54,121155,36,task-znzu,,32152215,BLIND,9508170,,complete,,6525af2cd35e0dd06947d333,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,6,,,,,yes,Spreadsheet1,,,END TASK,,,,,116824,,,,,0,1,0,,,,,,
1,1696970551784,10/10/2023 20:42:31,1696970551073,-4,10/10/2023 16:42:31,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696970620898,10/10/2023 20:43:40,1696970620245,-4,10/10/2023 16:43:40,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,69138,,,,,0,1,0,,,,,,Prompt
3,1696970621037,10/10/2023 20:43:41,1696970620257,-4,10/10/2023 16:43:40,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696970625740,10/10/2023 20:43:45,1696970625055,-4,10/10/2023 16:43:45,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4798,,,1,1,1,0,0,,,,,,Task
5,1696970625892,10/10/2023 20:43:45,1696970625067,-4,10/10/2023 16:43:45,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,7,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696970627912,10/10/2023 20:43:47,1696970627257,-4,10/10/2023 16:43:47,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2196,,,7,1,1,0,0,,,,,,Task
7,1696970628059,10/10/2023 20:43:48,1696970627264,-4,10/10/2023 16:43:47,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696970629732,10/10/2023 20:43:49,1696970629069,-4,10/10/2023 16:43:49,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1805,,,4,1,1,0,0,,,,,,Task
9,1696970631090,10/10/2023 20:43:51,1696970630427,-4,10/10/2023 16:43:50,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1352,,,,,0,1,0,,,,,,Task
10,1696970631229,10/10/2023 20:43:51,1696970630440,-4,10/10/2023 16:43:50,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,8,,,,,0,1,0,,,1,,,Task
11,1696970631229,10/10/2023 20:43:51,1696970630442,-4,10/10/2023 16:43:50,121155,36,task-znzu,,32152817,BLIND,9508448,,complete,,6525b6c2250c9b4195114d13,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1925x986,1920x983,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,1,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,79369,,,,,0,1,0,,,,,,
1,1696977408983,10/10/2023 22:36:48,1696977408767,-4,10/10/2023 18:36:48,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696977453868,10/10/2023 22:37:33,1696977453677,-4,10/10/2023 18:37:33,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,44879,,,,,0,1,0,,,,,,Prompt
3,1696977454069,10/10/2023 22:37:34,1696977453692,-4,10/10/2023 18:37:33,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696977464942,10/10/2023 22:37:44,1696977464737,-4,10/10/2023 18:37:44,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,11045,,,1,1,1,0,0,,,,,,Task
5,1696977465122,10/10/2023 22:37:45,1696977464745,-4,10/10/2023 18:37:44,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.999999999992724,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696977471473,10/10/2023 22:37:51,1696977471287,-4,10/10/2023 18:37:51,121155,36,task-znzu,,32154720,BLIND,9508951,,complete,,6525d1844dd9112ec01def33,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,8,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,6543,,,7,1,1,0,0,,,,,,Task
