Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
9,1696943581960,10/10/2023 13:13:01,1696943581128,-4,10/10/2023 09:13:01,121155,36,task-znzu,,32132128,BLIND,9501466,,complete,,65254d23757964ca8410723f,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2919.599999964237,,,4,1,1,0,0,,,,,,Task
10,1696943583772,10/10/2023 13:13:03,1696943582955,-4,10/10/2023 09:13:02,121155,36,task-znzu,,32132128,BLIND,9501466,,complete,,65254d23757964ca8410723f,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1822.0999999642372,,,,,0,1,0,,,,,,Task
11,1696943583909,10/10/2023 13:13:03,1696943582966,-4,10/10/2023 09:13:02,121155,36,task-znzu,,32132128,BLIND,9501466,,complete,,65254d23757964ca8410723f,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.734000000011292,,,,,0,1,0,,,1,,,Task
12,1696943583909,10/10/2023 13:13:03,1696943582968,-4,10/10/2023 09:13:02,121155,36,task-znzu,,32132128,BLIND,9501466,,complete,,65254d23757964ca8410723f,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,1,,,,,yes,Spreadsheet1,,,END TASK,,,,,77605,,,,,0,1,0,,,,,,
1,1696943912367,10/10/2023 13:18:32,1696943909548,-5,10/10/2023 08:18:29,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696944339405,10/10/2023 13:25:39,1696944306332,-5,10/10/2023 08:25:06,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,396725.5,,,,,0,1,0,,,,,,Prompt
3,1696944339405,10/10/2023 13:25:39,1696944306351,-5,10/10/2023 08:25:06,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.199999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696944339405,10/10/2023 13:25:39,1696944312360,-5,10/10/2023 08:25:12,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,6009.699999988079,,,1,1,1,0,0,,,,,,Task
5,1696944339405,10/10/2023 13:25:39,1696944312376,-5,10/10/2023 08:25:12,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,9.200000017881393,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696944339405,10/10/2023 13:25:39,1696944314932,-5,10/10/2023 08:25:14,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2564.9000000059605,,,7,1,1,0,0,,,,,,Task
7,1696944339405,10/10/2023 13:25:39,1696944314940,-5,10/10/2023 08:25:14,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696944339405,10/10/2023 13:25:39,1696944317426,-5,10/10/2023 08:25:17,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2486.800000011921,,,4,1,1,0,0,,,,,,Task
9,1696944339405,10/10/2023 13:25:39,1696944320558,-5,10/10/2023 08:25:20,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,3127.699999988079,,,,,0,1,0,,,,,,Task
10,1696944339405,10/10/2023 13:25:39,1696944320573,-5,10/10/2023 08:25:20,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,17.17099999997299,,,,,0,1,0,,,1,,,Task
11,1696944339405,10/10/2023 13:25:39,1696944320576,-5,10/10/2023 08:25:20,121155,36,task-znzu,,32132370,BLIND,9501517,,complete,,65254db6631d9ec0b489b130,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1517x687,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,8,,,yes,Spreadsheet1,,,END TASK,,,,,411028,,,,,0,1,0,,,,,,
1,1696944545043,10/10/2023 13:29:05,1696944544923,-5,10/10/2023 08:29:04,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696944554946,10/10/2023 13:29:14,1696944554851,-5,10/10/2023 08:29:14,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9906,,,,,0,1,0,,,,,,Prompt
3,1696944555087,10/10/2023 13:29:15,1696944554863,-5,10/10/2023 08:29:14,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696944558117,10/10/2023 13:29:18,1696944558053,-5,10/10/2023 08:29:18,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,3190,,,1,1,1,0,0,,,,,,Task
5,1696944558263,10/10/2023 13:29:18,1696944558060,-5,10/10/2023 08:29:18,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696944560897,10/10/2023 13:29:20,1696944560609,-5,10/10/2023 08:29:20,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2548,,,7,1,1,0,0,,,,,,Task
7,1696944561055,10/10/2023 13:29:21,1696944560619,-5,10/10/2023 08:29:20,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696944562517,10/10/2023 13:29:22,1696944562450,-5,10/10/2023 08:29:22,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1831,,,4,1,1,0,0,,,,,,Task
9,1696944563752,10/10/2023 13:29:23,1696944563677,-5,10/10/2023 08:29:23,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1221,,,,,0,1,0,,,,,,Task
10,1696944563892,10/10/2023 13:29:23,1696944563683,-5,10/10/2023 08:29:23,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,1,,,,,0,1,0,,,1,,,Task
11,1696944563892,10/10/2023 13:29:23,1696944563685,-5,10/10/2023 08:29:23,121155,36,task-znzu,,32132690,BLIND,9501625,,complete,,6525514cd90d610f27a1977f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 118.0,1710x1112,1605x894,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,3,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,18762,,,,,0,1,0,,,,,,
1,1696945714170,10/10/2023 13:48:34,1696945711786,-4,10/10/2023 09:48:31,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696945789183,10/10/2023 13:49:49,1696945786820,-4,10/10/2023 09:49:46,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,75005,,,,,0,1,0,,,,,,Prompt
3,1696945789311,10/10/2023 13:49:49,1696945786830,-4,10/10/2023 09:49:46,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.1000000000931323,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696945797286,10/10/2023 13:49:57,1696945794934,-4,10/10/2023 09:49:54,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,8104.5,,,1,1,1,0,0,,,,,,Task
5,1696945797411,10/10/2023 13:49:57,1696945794946,-4,10/10/2023 09:49:54,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,5.899999999906868,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696945802902,10/10/2023 13:50:02,1696945800550,-4,10/10/2023 09:50:00,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,5609.599999999977,,,7,1,1,0,0,,,,,,Task
7,1696945803002,10/10/2023 13:50:03,1696945800556,-4,10/10/2023 09:50:00,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.39999999990686774,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696945804810,10/10/2023 13:50:04,1696945802456,-4,10/10/2023 09:50:02,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1900.8999999999069,,,4,1,1,0,0,,,,,,Task
9,1696945806091,10/10/2023 13:50:06,1696945803739,-4,10/10/2023 09:50:03,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1278,,,,,0,1,0,,,,,,Task
10,1696945806252,10/10/2023 13:50:06,1696945803750,-4,10/10/2023 09:50:03,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,6.963000000003376,,,,,0,1,0,,,1,,,Task
11,1696945806252,10/10/2023 13:50:06,1696945803752,-4,10/10/2023 09:50:03,121155,36,task-znzu,,32133399,BLIND,9501743,,complete,,6525546212d0dad200f23004,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x739,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,5,test passed,,,,,2,,,,yes,Spreadsheet1,,,END TASK,,,,,91966,,,,,0,1,0,,,,,,
1,1696953191027,10/10/2023 15:53:11,1696953113467,-5,10/10/2023 10:51:53,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696953212172,10/10/2023 15:53:32,1696953134639,-5,10/10/2023 10:52:14,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21114,,,,,0,1,0,,,,,,Prompt
3,1696953212384,10/10/2023 15:53:32,1696953134657,-5,10/10/2023 10:52:14,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.199999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696953216406,10/10/2023 15:53:36,1696953138865,-5,10/10/2023 10:52:18,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4209.100000023842,,,1,1,1,0,0,,,,,,Task
5,1696953216599,10/10/2023 15:53:36,1696953138872,-5,10/10/2023 10:52:18,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.800000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696953218374,10/10/2023 15:53:38,1696953140843,-5,10/10/2023 10:52:20,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1971.8999999761581,,,7,1,1,0,0,,,,,,Task
7,1696953218553,10/10/2023 15:53:38,1696953140850,-5,10/10/2023 10:52:20,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.800000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696953221761,10/10/2023 15:53:41,1696953144207,-5,10/10/2023 10:52:24,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,3357.699999988079,,,4,1,1,0,0,,,,,,Task
9,1696953223112,10/10/2023 15:53:43,1696953145529,-5,10/10/2023 10:52:25,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1318,,,,,0,1,0,,,,,,Task
10,1696953223306,10/10/2023 15:53:43,1696953145548,-5,10/10/2023 10:52:25,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.666000000004715,,,,,0,1,0,,,1,,,Task
11,1696953223306,10/10/2023 15:53:43,1696953145550,-5,10/10/2023 10:52:25,121155,36,task-znzu,,32140605,BLIND,9504494,,complete,,6525723f1a5875a8c61372e1,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1530x773,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,5,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,32083,,,,,0,1,0,,,,,,
1,1696954104999,10/10/2023 16:08:24,1696954104798,-5,10/10/2023 11:08:24,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696954165088,10/10/2023 16:09:25,1696954164928,-5,10/10/2023 11:09:24,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,60101,,,,,0,1,0,,,,,,Prompt
3,1696954165246,10/10/2023 16:09:25,1696954164941,-5,10/10/2023 11:09:24,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696954172189,10/10/2023 16:09:32,1696954171927,-5,10/10/2023 11:09:31,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,6987,,,1,1,1,0,0,,,,,,Task
5,1696954172332,10/10/2023 16:09:32,1696954171934,-5,10/10/2023 11:09:31,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696954173784,10/10/2023 16:09:33,1696954173627,-5,10/10/2023 11:09:33,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1693,,,7,1,1,0,0,,,,,,Task
7,1696954173953,10/10/2023 16:09:33,1696954173635,-5,10/10/2023 11:09:33,121155,36,task-znzu,,32141030,BLIND,9504642,,complete,,652574f186977297ba82104e,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,2560x1440,1421x1055,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
